"","binID","start","high","medium","low"
"67425","chr2_3052400","3052300","84","49","9"
"2","chr2_3052500","  3052400"," 67"," 51","  9"
"1","gap 1","0","100","100","100"
"4","chr2_3089900","  3089800","281"," 77"," 18"
"5","chr2_3090000","  3089900","100"," 23"," 10"
"11","gap 2","0","100","100","100"
"7","chr2_3140500","  3140400"," 78"," 51"," 45"
"8","chr2_3140600","  3140500","107"," 60"," 83"
"12","gap 3","0","100","100","100"
"10","chr2_3154900","  3154800","173"," 74"," 26"
"111","chr2_3155000","  3154900","135"," 49"," 17"
"13","gap 4","0","100","100","100"
"131","chr2_3187600","  3187500","347"," 42","  0"
"14","chr2_3187700","  3187600","327"," 42","  2"
"15","gap 5","0","100","100","100"
"16","chr2_3317000","  3316900","324"," 30","  2"
"17","chr2_3317100","  3317000","309"," 21","  3"
"18","gap 6","0","100","100","100"
"19","chr2_3375600","  3375500"," 91"," 14","  0"
"20","chr2_3375700","  3375600","130"," 12","  0"
"21","chr2_3375800","  3375700","273"," 24","  0"
"110","gap 7","0","100","100","100"
"23","chr2_3477900","  3477800","266"," 32","  0"
"24","chr2_3478000","  3477900","235"," 35","  0"
"112","gap 8","0","100","100","100"
"26","chr2_3526500","  3526400","179"," 60"," 18"
"27","chr2_3526600","  3526500","302"," 70"," 22"
"113","gap 9","0","100","100","100"
"29","chr2_3551000","  3550900"," 59","  0","  0"
"30","chr2_3551100","  3551000"," 52","  0","  0"
"114","gap 10","0","100","100","100"
"32","chr2_3611200","  3611100","238"," 61","  4"
"33","chr2_3611300","  3611200","101"," 23","  4"
"115","gap 11","0","100","100","100"
"35","chr2_3648300","  3648200","252"," 47"," 19"
"36","chr2_3648400","  3648300","263"," 44"," 19"
"116","gap 12","0","100","100","100"
"38","chr2_3736900","  3736800","225"," 69"," 15"
"39","chr2_3737000","  3736900"," 85"," 24","  4"
"117","gap 13","0","100","100","100"
"41","chr2_3743000","  3742900","216","105","110"
"42","chr2_3743100","  3743000","166"," 68"," 70"
"118","gap 14","0","100","100","100"
"44","chr2_3793100","  3793000","304"," 40","  8"
"45","chr2_3793200","  3793100","291"," 36","  4"
"119","gap 15","0","100","100","100"
"47","chr2_3835000","  3834900"," 40","  1","  1"
"48","chr2_3835100","  3835000","235"," 32","  2"
"120","gap 16","0","100","100","100"
"50","chr2_3923600","  3923500"," 45"," 21","  2"
"51","chr2_3923700","  3923600"," 35","  7","  0"
"121","gap 17","0","100","100","100"
"53","chr2_3932900","  3932800"," 28"," 15","  0"
"54","chr2_3933000","  3932900"," 32"," 10","  0"
"122","gap 18","0","100","100","100"
"56","chr2_3979200","  3979100","144"," 36","  7"
"57","chr2_3979300","  3979200","322"," 71","  7"
"123","gap 19","0","100","100","100"
"59","chr2_3979600","  3979500","129"," 34","  0"
"60","chr2_3979700","  3979600","160"," 62","  4"
"124","gap 20","0","100","100","100"
"62","chr2_3984600","  3984500"," 51"," 12","  0"
"63","chr2_3984700","  3984600"," 79"," 24","  0"
"125","gap 21","0","100","100","100"
"65","chr2_4025100","  4025000","171"," 29"," 19"
