"","binID","start","high","medium","low"
"15232","chr17_3044400","3044300","47","5","0"
"2","chr17_3044500"," 3044400"," 59"," 18","  0"
"3","chr17_3044600"," 3044500"," 95"," 19","  0"
"4","chr17_3044700"," 3044600","154"," 34","  0"
"1","gap 1","0","100","100","100"
"6","chr17_3192200"," 3192100","247"," 31","  0"
"7","chr17_3192300"," 3192200","169"," 21","  0"
"11","gap 2","0","100","100","100"
"9","chr17_3250900"," 3250800","124"," 19","  5"
"10","chr17_3251000"," 3250900","146"," 33"," 10"
"12","gap 3","0","100","100","100"
"121","chr17_3262800"," 3262700","302"," 80"," 18"
"13","chr17_3262900"," 3262800","212"," 58"," 24"
"14","gap 4","0","100","100","100"
"15","chr17_3274800"," 3274700"," 37"," 97","196"
"16","chr17_3274900"," 3274800"," 23"," 27"," 78"
"17","gap 5","0","100","100","100"
"18","chr17_3353100"," 3353000","130"," 28","  0"
"19","chr17_3353200"," 3353100","117"," 18","  0"
"110","gap 6","0","100","100","100"
"21","chr17_3397500"," 3397400","274"," 70"," 29"
"22","chr17_3397600"," 3397500","203"," 56"," 21"
"111","gap 7","0","100","100","100"
"24","chr17_3399000"," 3398900","158"," 48","  4"
"25","chr17_3399100"," 3399000","161"," 60","  3"
"112","gap 8","0","100","100","100"
"27","chr17_3418900"," 3418800","280"," 59","  2"
"28","chr17_3419000"," 3418900","289"," 73","  4"
"113","gap 9","0","100","100","100"
"30","chr17_3436700"," 3436600","166"," 55","  9"
"31","chr17_3436800"," 3436700","149"," 69"," 19"
"114","gap 10","0","100","100","100"
"33","chr17_3455100"," 3455000","163"," 29","  3"
"34","chr17_3455200"," 3455100","199"," 30","  9"
"115","gap 11","0","100","100","100"
"36","chr17_3465100"," 3465000","320"," 67","  4"
"37","chr17_3465200"," 3465100","305"," 68","  4"
"116","gap 12","0","100","100","100"
"39","chr17_3756600"," 3756500","165"," 49"," 11"
"40","chr17_3756700"," 3756600","180"," 78"," 14"
"117","gap 13","0","100","100","100"
"42","chr17_3887800"," 3887700","172"," 50","  5"
"43","chr17_3887900"," 3887800","196"," 32","  5"
"118","gap 14","0","100","100","100"
"45","chr17_4029500"," 4029400"," 27"," 29","263"
"46","chr17_4029600"," 4029500"," 18"," 25","149"
"119","gap 15","0","100","100","100"
"48","chr17_4036500"," 4036400","139"," 39"," 28"
"49","chr17_4036600"," 4036500"," 84"," 20"," 10"
"120","gap 16","0","100","100","100"
"51","chr17_4131400"," 4131300","210"," 62"," 13"
"52","chr17_4131500"," 4131400","261"," 55"," 14"
"122","gap 17","0","100","100","100"
"54","chr17_4242700"," 4242600"," 65"," 53"," 18"
"55","chr17_4242800"," 4242700"," 53"," 32","  9"
"123","gap 18","0","100","100","100"
"57","chr17_4403500"," 4403400","172"," 49"," 16"
"58","chr17_4403600"," 4403500","210"," 77"," 11"
"124","gap 19","0","100","100","100"
"60","chr17_4442800"," 4442700","187"," 18","  0"
"61","chr17_4442900"," 4442800","250"," 28","  0"
"125","gap 20","0","100","100","100"
"63","chr17_4498500"," 4498400","  3"," 13","110"
"64","chr17_4498600"," 4498500"," 14"," 44","291"
"126","gap 21","0","100","100","100"
"66","chr17_4537700"," 4537600","186"," 44","  7"
"67","chr17_4537800"," 4537700","233"," 41","  6"
"127","gap 22","0","100","100","100"
"69","chr17_4550700"," 4550600","179"," 93"," 17"
"70","chr17_4550800"," 4550700"," 46"," 27","  4"
"71","chr17_4550900"," 4550800","144"," 64"," 14"
"128","gap 23","0","100","100","100"
"73","chr17_4566000"," 4565900","125"," 71"," 33"
"74","chr17_4566100"," 4566000","119"," 73"," 16"
"129","gap 24","0","100","100","100"
"76","chr17_4648700"," 4648600","241"," 20","  6"
"77","chr17_4648800"," 4648700","195"," 27","  8"
"130","gap 25","0","100","100","100"
"79","chr17_4651500"," 4651400","153"," 45","  9"
"80","chr17_4651600"," 4651500","267"," 96"," 25"
"131","gap 26","0","100","100","100"
"82","chr17_4727400"," 4727300","328"," 71","  6"
"83","chr17_4727500"," 4727400","283"," 63"," 14"
"132","gap 27","0","100","100","100"
"85","chr17_4786100"," 4786000","213"," 84"," 43"
"86","chr17_4786200"," 4786100","207","123"," 45"
"133","gap 28","0","100","100","100"
"88","chr17_4792300"," 4792200","256"," 51"," 24"
"89","chr17_4792400"," 4792300","317"," 62"," 37"
"134","gap 29","0","100","100","100"
"91","chr17_4857800"," 4857700","232"," 27","  5"
"92","chr17_4857900"," 4857800","285"," 28","  9"
"135","gap 30","0","100","100","100"
"94","chr17_4881100"," 4881000"," 24","  6","  0"
"95","chr17_4881200"," 4881100"," 23","  0","  0"
"136","gap 31","0","100","100","100"
"97","chr17_4894100"," 4894000"," 92"," 33","  3"
"98","chr17_4894200"," 4894100","119"," 46"," 10"
"137","gap 32","0","100","100","100"
"100","chr17_4904600"," 4904500","160","  0","  0"
"101","chr17_4904700"," 4904600","221","  4","  2"
"138","gap 33","0","100","100","100"
"103","chr17_4920100"," 4920000","241"," 71"," 18"
"104","chr17_4920200"," 4920100","281","112"," 21"
"139","gap 34","0","100","100","100"
"106","chr17_4922500"," 4922400","168"," 99"," 21"
"107","chr17_4922600"," 4922500","152"," 76","  9"
"140","gap 35","0","100","100","100"
"109","chr17_4957000"," 4956900","177"," 28","  2"
"1101","chr17_4957100"," 4957000","268"," 43","  3"
"1111","chr17_4957200"," 4957100","291"," 53","  8"
"141","gap 36","0","100","100","100"
"1131","chr17_4973900"," 4973800","147"," 25","  4"
"1141","chr17_4974000"," 4973900","227"," 41","  6"
"142","gap 37","0","100","100","100"
"1161","chr17_5006000"," 5005900","201"," 37","  0"
"1171","chr17_5006100"," 5006000","221"," 29","  4"
"143","gap 38","0","100","100","100"
"1191","chr17_5008200"," 5008100"," 19"," 13","169"
"1201","chr17_5008300"," 5008200"," 23"," 24","165"
"1211","chr17_5008400"," 5008300"," 48"," 39","283"
"144","gap 39","0","100","100","100"
"1231","chr17_5037300"," 5037200"," 88"," 22"," 27"
"1241","chr17_5037400"," 5037300","160"," 50"," 41"
"145","gap 40","0","100","100","100"
"1261","chr17_5068100"," 5068000","226","106"," 16"
"1271","chr17_5068200"," 5068100","306","113"," 21"
"146","gap 41","0","100","100","100"
"1291","chr17_5087500"," 5087400"," 29","  5","  0"
"1301","chr17_5087600"," 5087500","118"," 19","  0"
"147","gap 42","0","100","100","100"
"1321","chr17_5094700"," 5094600","164"," 35","  4"
"1331","chr17_5094800"," 5094700","389"," 83"," 20"
"148","gap 43","0","100","100","100"
"1351","chr17_5111100"," 5111000"," 65"," 29","  6"
"1361","chr17_5111200"," 5111100","116"," 27","  8"
"149","gap 44","0","100","100","100"
"1381","chr17_5135500"," 5135400","172"," 33","  1"
"1391","chr17_5135600"," 5135500","174"," 43","  0"
"150","gap 45","0","100","100","100"
"1411","chr17_5141300"," 5141200","233"," 65"," 19"
"1421","chr17_5141400"," 5141300","278"," 65","  9"
"151","gap 46","0","100","100","100"
"1441","chr17_5170500"," 5170400","260"," 23","  7"
"1451","chr17_5170600"," 5170500","152","  4","  4"
"152","gap 47","0","100","100","100"
"1471","chr17_5180800"," 5180700","221"," 81"," 13"
"1481","chr17_5180900"," 5180800","185"," 81"," 18"
"153","gap 48","0","100","100","100"
"1501","chr17_5229900"," 5229800","197"," 22"," 10"
"1511","chr17_5230000"," 5229900","223"," 18","  3"
"154","gap 49","0","100","100","100"
"1531","chr17_5233100"," 5233000","227"," 36"," 14"
"1541","chr17_5233200"," 5233100","138"," 12","  7"
"155","gap 50","0","100","100","100"
"156","chr17_5241200"," 5241100"," 62","  0","  0"
"157","chr17_5241300"," 5241200","104","  9","  0"
"158","gap 51","0","100","100","100"
"159","chr17_5241500"," 5241400"," 68","  7","  0"
"160","chr17_5241600"," 5241500","100"," 17","  0"
"161","gap 52","0","100","100","100"
"162","chr17_5247800"," 5247700","349"," 43","  8"
"163","chr17_5247900"," 5247800","156"," 18","  0"
"164","gap 53","0","100","100","100"
"165","chr17_5250400"," 5250300"," 80","  0","  0"
"166","chr17_5250500"," 5250400"," 68","  0","  0"
"167","gap 54","0","100","100","100"
"168","chr17_5271800"," 5271700","378"," 65"," 10"
"169","chr17_5271900"," 5271800","381"," 53","  7"
"170","gap 55","0","100","100","100"
"171","chr17_5283200"," 5283100","159"," 30","  0"
"172","chr17_5283300"," 5283200","413"," 54","  4"
"173","gap 56","0","100","100","100"
"174","chr17_5286200"," 5286100"," 59","109","210"
"175","chr17_5286300"," 5286200"," 45"," 68","112"
"176","chr17_5286400"," 5286300"," 75"," 70","172"
"177","gap 57","0","100","100","100"
"178","chr17_5314600"," 5314500","273"," 53","  5"
"179","chr17_5314700"," 5314600","360"," 58"," 18"
"180","gap 58","0","100","100","100"
"181","chr17_5322200"," 5322100","142"," 66","  6"
"182","chr17_5322300"," 5322200","225"," 87","  4"
"183","gap 59","0","100","100","100"
"184","chr17_5352000"," 5351900","320","  6","  0"
"185","chr17_5352100"," 5352000","109","  2","  0"
"186","gap 60","0","100","100","100"
"187","chr17_5353700"," 5353600","220"," 40","  4"
"188","chr17_5353800"," 5353700","130"," 14","  0"
"189","gap 61","0","100","100","100"
"190","chr17_5399900"," 5399800","294"," 46","  1"
"191","chr17_5400000"," 5399900","205"," 37","  0"
"192","gap 62","0","100","100","100"
"193","chr17_5404700"," 5404600","211","138"," 98"
"194","chr17_5404800"," 5404700"," 68"," 43"," 43"
"195","gap 63","0","100","100","100"
"196","chr17_5405000"," 5404900"," 66"," 44"," 70"
"197","chr17_5405100"," 5405000","100"," 61","122"
"198","gap 64","0","100","100","100"
"199","chr17_5406900"," 5406800"," 25"," 39"," 93"
"200","chr17_5407000"," 5406900"," 58"," 95","204"
"1100","gap 65","0","100","100","100"
"202","chr17_5418100"," 5418000","127","  0","  4"
"203","chr17_5418200"," 5418100","176","  3","  4"
"1102","gap 66","0","100","100","100"
"205","chr17_5437800"," 5437700","218","147"," 52"
"206","chr17_5437900"," 5437800","125","121"," 42"
"1103","gap 67","0","100","100","100"
"208","chr17_5495200"," 5495100","192"," 46"," 32"
"209","chr17_5495300"," 5495200","235"," 89"," 53"
"1104","gap 68","0","100","100","100"
"211","chr17_5532400"," 5532300","207"," 62","  0"
"212","chr17_5532500"," 5532400","217"," 67","  0"
"1105","gap 69","0","100","100","100"
"214","chr17_5584000"," 5583900"," 19"," 13","122"
"215","chr17_5584100"," 5584000"," 25"," 38","299"
"1106","gap 70","0","100","100","100"
"217","chr17_5598000"," 5597900","320"," 68","  6"
"218","chr17_5598100"," 5598000","217"," 44"," 12"
"1107","gap 71","0","100","100","100"
"220","chr17_5613900"," 5613800","152"," 24","  0"
"221","chr17_5614000"," 5613900","200"," 38","  5"
"222","chr17_5614100"," 5614000","207"," 47","  4"
"1108","gap 72","0","100","100","100"
"224","chr17_5641900"," 5641800"," 81"," 69","119"
"225","chr17_5642000"," 5641900"," 41"," 22"," 33"
"1109","gap 73","0","100","100","100"
"227","chr17_5655600"," 5655500","284"," 23","  3"
"228","chr17_5655700"," 5655600","296"," 29","  4"
"229","chr17_5655800"," 5655700","265"," 38","  8"
"1110","gap 74","0","100","100","100"
"231","chr17_5659600"," 5659500","312"," 50","  3"
"232","chr17_5659700"," 5659600","191"," 31","  4"
"1112","gap 75","0","100","100","100"
"234","chr17_5703700"," 5703600","251","  7","  5"
"235","chr17_5703800"," 5703700","196","  5","  6"
"1113","gap 76","0","100","100","100"
"237","chr17_5707700"," 5707600","151"," 51"," 11"
"238","chr17_5707800"," 5707700","116"," 24","  8"
"1114","gap 77","0","100","100","100"
"240","chr17_5777800"," 5777700"," 46"," 11","  0"
"241","chr17_5777900"," 5777800","141"," 15","  0"
"1115","gap 78","0","100","100","100"
"243","chr17_5819900"," 5819800"," 18"," 31"," 64"
"244","chr17_5820000"," 5819900"," 94","100","237"
"1116","gap 79","0","100","100","100"
"246","chr17_5864200"," 5864100"," 27","  0","  0"
"247","chr17_5864300"," 5864200"," 39","  0","  0"
"1117","gap 80","0","100","100","100"
"249","chr17_5879500"," 5879400"," 72"," 13","  0"
"250","chr17_5879600"," 5879500"," 16","  0","  0"
"1118","gap 81","0","100","100","100"
"252","chr17_5879800"," 5879700"," 13","  0","  0"
"253","chr17_5879900"," 5879800"," 87"," 13","  5"
"1119","gap 82","0","100","100","100"
"255","chr17_5883100"," 5883000","222"," 18","  0"
"256","chr17_5883200"," 5883100","158"," 25","  0"
"257","chr17_5883300"," 5883200","292"," 57","  6"
"258","chr17_5883400"," 5883300","158"," 35","  0"
"1120","gap 83","0","100","100","100"
"260","chr17_5904700"," 5904600","313"," 50","  1"
"261","chr17_5904800"," 5904700","337"," 45","  0"
"1121","gap 84","0","100","100","100"
"263","chr17_5942000"," 5941900"," 35"," 68","214"
"264","chr17_5942100"," 5942000"," 62","121","276"
"1122","gap 85","0","100","100","100"
"266","chr17_5997700"," 5997600"," 46"," 39","123"
"267","chr17_5997800"," 5997700"," 48"," 55","128"
"1123","gap 86","0","100","100","100"
"269","chr17_6013700"," 6013600","181"," 33","  6"
"270","chr17_6013800"," 6013700","192"," 42","  3"
"271","chr17_6013900"," 6013800","205"," 46","  6"
"1124","gap 87","0","100","100","100"
"273","chr17_6025500"," 6025400","118"," 22"," 13"
"274","chr17_6025600"," 6025500","126"," 40"," 11"
"1125","gap 88","0","100","100","100"
"276","chr17_6046900"," 6046800","101","  0","  0"
"277","chr17_6047000"," 6046900"," 81","  0","  0"
"1126","gap 89","0","100","100","100"
"279","chr17_6088400"," 6088300","142"," 25","  0"
"280","chr17_6088500"," 6088400","318"," 50","  4"
"1127","gap 90","0","100","100","100"
"282","chr17_6132000"," 6131900"," 25","  8","  0"
"283","chr17_6132100"," 6132000"," 90"," 22"," 13"
"1128","gap 91","0","100","100","100"
"285","chr17_6140000"," 6139900","328"," 53"," 21"
"286","chr17_6140100"," 6140000","189"," 18","  9"
"1129","gap 92","0","100","100","100"
"288","chr17_6154600"," 6154500","218","104"," 21"
"289","chr17_6154700"," 6154600","269","120"," 21"
"1130","gap 93","0","100","100","100"
"291","chr17_6230300"," 6230200"," 74"," 12","  0"
"292","chr17_6230400"," 6230300","129"," 28","  0"
"1132","gap 94","0","100","100","100"
"294","chr17_6232500"," 6232400"," 26","  4","  0"
"295","chr17_6232600"," 6232500","189"," 37","  8"
"1133","gap 95","0","100","100","100"
"297","chr17_6273800"," 6273700"," 97"," 15","  0"
"298","chr17_6273900"," 6273800","250"," 50","  3"
"1134","gap 96","0","100","100","100"
"300","chr17_6275000"," 6274900","181"," 28","  0"
"301","chr17_6275100"," 6275000"," 91"," 23","  0"
"302","chr17_6275200"," 6275100"," 15","  0","  0"
"1135","gap 97","0","100","100","100"
"304","chr17_6276500"," 6276400","123"," 58"," 28"
"305","chr17_6276600"," 6276500","100"," 43"," 22"
"1136","gap 98","0","100","100","100"
"307","chr17_6283300"," 6283200","172"," 35","  3"
"308","chr17_6283400"," 6283300"," 47"," 11","  0"
"1137","gap 99","0","100","100","100"
"310","chr17_6284100"," 6284000"," 20","  0","  0"
"311","chr17_6284200"," 6284100","101"," 21","  0"
"1138","gap 100","0","100","100","100"
"313","chr17_6286400"," 6286300","114"," 30","  0"
"314","chr17_6286500"," 6286400"," 77"," 15","  3"
"1139","gap 101","0","100","100","100"
"316","chr17_6293000"," 6292900"," 59"," 12","  0"
"317","chr17_6293100"," 6293000"," 35","  1","  0"
"1140","gap 102","0","100","100","100"
"319","chr17_6295700"," 6295600"," 30","  0","  0"
"320","chr17_6295800"," 6295700"," 97","  4","  0"
"1142","gap 103","0","100","100","100"
"322","chr17_6297500"," 6297400"," 71"," 19","  3"
"323","chr17_6297600"," 6297500"," 32"," 15","  0"
"1143","gap 104","0","100","100","100"
"325","chr17_6303700"," 6303600"," 28","  0","  0"
"326","chr17_6303800"," 6303700"," 18","  1","  0"
"1144","gap 105","0","100","100","100"
"328","chr17_6305700"," 6305600"," 70","  7","  0"
"329","chr17_6305800"," 6305700"," 46"," 10","  0"
"1145","gap 106","0","100","100","100"
"331","chr17_6308400"," 6308300","154"," 31","  0"
"332","chr17_6308500"," 6308400"," 81"," 14","  0"
"1146","gap 107","0","100","100","100"
"334","chr17_6309900"," 6309800"," 31"," 11","  0"
"335","chr17_6310000"," 6309900","100"," 15","  4"
"1147","gap 108","0","100","100","100"
"337","chr17_6329800"," 6329700","105"," 39","  4"
"338","chr17_6329900"," 6329800","105"," 32","  4"
"1148","gap 109","0","100","100","100"
"340","chr17_6339700"," 6339600"," 92"," 11","  0"
"341","chr17_6339800"," 6339700"," 17","  3","  0"
"1149","gap 110","0","100","100","100"
"343","chr17_6340700"," 6340600"," 16","  0","  0"
"344","chr17_6340800"," 6340700"," 60"," 12","  0"
"1150","gap 111","0","100","100","100"
"346","chr17_6351300"," 6351200"," 29"," 19","  4"
"347","chr17_6351400"," 6351300"," 68"," 39"," 32"
"1151","gap 112","0","100","100","100"
"349","chr17_6355000"," 6354900"," 69","  4","  0"
"350","chr17_6355100"," 6355000"," 27","  0","  0"
"1152","gap 113","0","100","100","100"
"352","chr17_6363400"," 6363300","203"," 33","  0"
"353","chr17_6363500"," 6363400","113"," 23","  0"
"1153","gap 114","0","100","100","100"
"355","chr17_6406000"," 6405900"," 48"," 11","  0"
"356","chr17_6406100"," 6406000"," 24"," 10","  0"
"1154","gap 115","0","100","100","100"
"358","chr17_6414400"," 6414300","  5","  4","  0"
"359","chr17_6414500"," 6414400","  7"," 12","  4"
"1155","gap 116","0","100","100","100"
"361","chr17_6433100"," 6433000"," 94"," 26","  2"
"362","chr17_6433200"," 6433100"," 53"," 11","  0"
"1156","gap 117","0","100","100","100"
"364","chr17_6436600"," 6436500"," 53","  6","  0"
"365","chr17_6436700"," 6436600"," 89"," 18","  0"
"1157","gap 118","0","100","100","100"
"367","chr17_6443100"," 6443000"," 74"," 11","  3"
"368","chr17_6443200"," 6443100","717","142"," 10"
"1158","gap 119","0","100","100","100"
"370","chr17_6445600"," 6445500","133"," 68"," 16"
"371","chr17_6445700"," 6445600"," 54"," 32","  9"
"372","chr17_6445800"," 6445700"," 51","  5","  0"
"373","chr17_6445900"," 6445800","107","  3","  0"
"1159","gap 120","0","100","100","100"
"375","chr17_6446100"," 6446000","113"," 62"," 10"
"376","chr17_6446200"," 6446100"," 56"," 45"," 13"
"1160","gap 121","0","100","100","100"
"378","chr17_6448300"," 6448200","158"," 34","  2"
"379","chr17_6448400"," 6448300","270"," 52"," 16"
"1162","gap 122","0","100","100","100"
"381","chr17_6449200"," 6449100"," 18"," 12","  0"
"382","chr17_6449300"," 6449200","245","129"," 34"
"383","chr17_6449400"," 6449300"," 90"," 38"," 14"
"1163","gap 123","0","100","100","100"
"385","chr17_6459400"," 6459300"," 36"," 17","  4"
"386","chr17_6459500"," 6459400"," 21","  3","  0"
"1164","gap 124","0","100","100","100"
"388","chr17_6482600"," 6482500"," 80"," 27","  0"
"389","chr17_6482700"," 6482600","259"," 63","  3"
