"","binID","start","high","medium","low"
"43942","chr6_3055300","3055200","129","47","11"
"2","chr6_3055400","  3055300","136"," 70"," 11"
"1","gap 1","0","100","100","100"
"4","chr6_3094400","  3094300","220"," 32","  0"
"5","chr6_3094500","  3094400"," 90","  8","  0"
"11","gap 2","0","100","100","100"
"7","chr6_3121100","  3121000","217"," 19","  3"
"8","chr6_3121200","  3121100"," 50","  4","  0"
"9","chr6_3121300","  3121200"," 73"," 18","  0"
"10","chr6_3121400","  3121300"," 94"," 24","  0"
"12","gap 3","0","100","100","100"
"121","chr6_3160200","  3160100"," 44","  6","  4"
"13","chr6_3160300","  3160200"," 17","  0","  2"
"14","gap 4","0","100","100","100"
"15","chr6_3163700","  3163600"," 19","  0","  0"
"16","chr6_3163800","  3163700"," 24","  0","  0"
"17","gap 5","0","100","100","100"
"18","chr6_3183100","  3183000","  6","  0","  2"
"19","chr6_3183200","  3183100"," 62"," 43"," 31"
"110","gap 6","0","100","100","100"
"21","chr6_3190600","  3190500"," 31","  0","  0"
"22","chr6_3190700","  3190600"," 42","  0","  0"
"111","gap 7","0","100","100","100"
"24","chr6_3206500","  3206400"," 40"," 15","  5"
"25","chr6_3206600","  3206500","176"," 60"," 17"
"112","gap 8","0","100","100","100"
"27","chr6_3224600","  3224500","119"," 73"," 13"
"28","chr6_3224700","  3224600"," 30"," 20","  9"
"113","gap 9","0","100","100","100"
"30","chr6_3254200","  3254100"," 34","  3","  0"
"31","chr6_3254300","  3254200"," 31","  6","  0"
"114","gap 10","0","100","100","100"
"33","chr6_3288300","  3288200"," 16"," 15"," 11"
"34","chr6_3288400","  3288300"," 70"," 47"," 91"
"35","chr6_3288500","  3288400"," 12","  9","  6"
"36","chr6_3288600","  3288500","103"," 33"," 17"
"37","chr6_3288700","  3288600"," 76"," 42"," 15"
"115","gap 11","0","100","100","100"
"39","chr6_3289500","  3289400"," 38"," 10","  0"
"40","chr6_3289600","  3289500","131"," 35","  2"
"116","gap 12","0","100","100","100"
"42","chr6_3291800","  3291700"," 85","  0","  0"
"43","chr6_3291900","  3291800"," 74","  0","  0"
"117","gap 13","0","100","100","100"
"45","chr6_3301800","  3301700"," 56","  0","  0"
"46","chr6_3301900","  3301800","135"," 12","  0"
"118","gap 14","0","100","100","100"
"48","chr6_3306400","  3306300","126"," 58"," 17"
"49","chr6_3306500","  3306400"," 88"," 36","  7"
"119","gap 15","0","100","100","100"
"51","chr6_3333700","  3333600","211"," 22","  3"
"52","chr6_3333800","  3333700"," 59"," 11","  0"
"120","gap 16","0","100","100","100"
"54","chr6_3336800","  3336700","137"," 52"," 17"
"55","chr6_3336900","  3336800"," 89"," 41"," 14"
"122","gap 17","0","100","100","100"
"57","chr6_3445100","  3445000"," 56"," 43"," 15"
"58","chr6_3445200","  3445100"," 45"," 28"," 24"
"123","gap 18","0","100","100","100"
"60","chr6_3449300","  3449200","138"," 47"," 16"
"61","chr6_3449400","  3449300","126"," 59"," 12"
"124","gap 19","0","100","100","100"
"63","chr6_3518700","  3518600","259"," 52","  4"
"64","chr6_3518800","  3518700","186"," 30","  0"
"125","gap 20","0","100","100","100"
"66","chr6_3539200","  3539100","108"," 28","  0"
"67","chr6_3539300","  3539200","150"," 29","  2"
"126","gap 21","0","100","100","100"
"69","chr6_3552600","  3552500","273"," 13","  2"
"70","chr6_3552700","  3552600"," 76","  3","  0"
"127","gap 22","0","100","100","100"
"72","chr6_3557100","  3557000","140"," 70","138"
"73","chr6_3557200","  3557100"," 73"," 47"," 78"
"128","gap 23","0","100","100","100"
"75","chr6_3571200","  3571100","225","124"," 25"
"76","chr6_3571300","  3571200","140"," 53"," 11"
"129","gap 24","0","100","100","100"
"78","chr6_3585100","  3585000"," 37","  0","  0"
"79","chr6_3585200","  3585100","103","  1","  0"
"80","chr6_3585300","  3585200","268","  8"," 11"
"130","gap 25","0","100","100","100"
"82","chr6_3647300","  3647200"," 54","  4","  0"
"83","chr6_3647400","  3647300","218"," 29","  0"
"131","gap 26","0","100","100","100"
"85","chr6_3656600","  3656500"," 17","  0","  0"
"86","chr6_3656700","  3656600"," 48","  9","  1"
"87","chr6_3656800","  3656700"," 18","  1","  0"
"132","gap 27","0","100","100","100"
"89","chr6_3674000","  3673900","190"," 63","  5"
"90","chr6_3674100","  3674000","123"," 30","  3"
"133","gap 28","0","100","100","100"
"92","chr6_3697500","  3697400"," 49","  0","  0"
"93","chr6_3697600","  3697500"," 85","  7","  0"
"94","chr6_3697700","  3697600"," 29","  3","  0"
"134","gap 29","0","100","100","100"
"96","chr6_3697900","  3697800"," 30","  6","  0"
"97","chr6_3698000","  3697900"," 34","  3","  0"
"98","chr6_3698100","  3698000","111"," 16","  0"
"99","chr6_3698200","  3698100","134"," 30","  0"
"135","gap 30","0","100","100","100"
"101","chr6_3718300","  3718200","175"," 44","  4"
"102","chr6_3718400","  3718300"," 56","  8","  0"
"136","gap 31","0","100","100","100"
"104","chr6_3787500","  3787400","109","  7","  0"
"105","chr6_3787600","  3787500"," 75","  0","  0"
"106","chr6_3787700","  3787600"," 99","  0","  0"
"137","gap 32","0","100","100","100"
"108","chr6_3787900","  3787800"," 67","  0","  0"
"109","chr6_3788000","  3787900"," 73","  0","  0"
"138","gap 33","0","100","100","100"
"1111","chr6_3788600","  3788500","187"," 26","  0"
"1121","chr6_3788700","  3788600"," 99"," 11","  0"
"1131","chr6_3788800","  3788700"," 11","  0","  0"
"139","gap 34","0","100","100","100"
