"","binID","start","high","medium","low"
"28164","chr12_3005400","3005300","230","80","66"
"2","chr12_3005500","  3005400"," 13","  3","  5"
"1","gap 1","0","100","100","100"
"4","chr12_3015300","  3015200"," 21","  3","  2"
"5","chr12_3015400","  3015300","118"," 36"," 19"
"11","gap 2","0","100","100","100"
"7","chr12_3017300","  3017200"," 23","  0","  0"
"8","chr12_3017400","  3017300"," 16","  1","  0"
"12","gap 3","0","100","100","100"
"10","chr12_3017900","  3017800"," 68"," 10","  0"
"111","chr12_3018000","  3017900","132","  7","  0"
"13","gap 4","0","100","100","100"
"131","chr12_3018400","  3018300"," 23","  3","  0"
"14","chr12_3018500","  3018400"," 71"," 34","  5"
"15","chr12_3018600","  3018500","227"," 12","  4"
"16","chr12_3018700","  3018600","129","  5","  0"
"17","chr12_3018800","  3018700","149","  2","  0"
"18","gap 5","0","100","100","100"
"19","chr12_3022200","  3022100"," 24","  3","  0"
"20","chr12_3022300","  3022200"," 43","  4","  0"
"110","gap 6","0","100","100","100"
"22","chr12_3036600","  3036500"," 31"," 11","  0"
"23","chr12_3036700","  3036600"," 13","  6","  0"
"112","gap 7","0","100","100","100"
"25","chr12_3062300","  3062200"," 19","  0","  0"
"26","chr12_3062400","  3062300","  7","  3","  0"
"113","gap 8","0","100","100","100"
"28","chr12_3068400","  3068300"," 47","  1","  0"
"29","chr12_3068500","  3068400"," 75","  0","  0"
"30","chr12_3068600","  3068500"," 54","  7","  0"
"31","chr12_3068700","  3068600","132"," 24","  0"
"114","gap 9","0","100","100","100"
"33","chr12_3092400","  3092300","123"," 28","  8"
"34","chr12_3092500","  3092400","122"," 33","  9"
"115","gap 10","0","100","100","100"
"36","chr12_3098100","  3098000"," 75"," 32"," 16"
"37","chr12_3098200","  3098100"," 21"," 19"," 11"
"116","gap 11","0","100","100","100"
"39","chr12_3149700","  3149600","123"," 66","  9"
"40","chr12_3149800","  3149700","121"," 46","  6"
"117","gap 12","0","100","100","100"
"42","chr12_3153900","  3153800","101"," 24","  5"
"43","chr12_3154000","  3153900","158"," 27","  7"
"118","gap 13","0","100","100","100"
"45","chr12_3161500","  3161400","142"," 49"," 16"
"46","chr12_3161600","  3161500"," 76"," 29","  6"
"119","gap 14","0","100","100","100"
"48","chr12_3178500","  3178400"," 96"," 35","  6"
"49","chr12_3178600","  3178500"," 67"," 32","  3"
"120","gap 15","0","100","100","100"
"51","chr12_3204400","  3204300"," 94"," 16","  5"
"52","chr12_3204500","  3204400"," 46","  2","  0"
"121","gap 16","0","100","100","100"
"54","chr12_3208900","  3208800","124"," 37","  5"
"55","chr12_3209000","  3208900"," 97"," 22","  0"
"122","gap 17","0","100","100","100"
"57","chr12_3215500","  3215400","108"," 62"," 10"
"58","chr12_3215600","  3215500","106"," 37","  8"
"123","gap 18","0","100","100","100"
"60","chr12_3236000","  3235900","  8","  0"," 81"
"61","chr12_3236100","  3236000","  7","  0","116"
"124","gap 19","0","100","100","100"
"63","chr12_3236300","  3236200"," 52"," 63"," 75"
"64","chr12_3236400","  3236300"," 33"," 38"," 57"
"125","gap 20","0","100","100","100"
"66","chr12_3241700","  3241600","165"," 46","  5"
"67","chr12_3241800","  3241700"," 89"," 16","  0"
"126","gap 21","0","100","100","100"
"69","chr12_3308700","  3308600","  0","  0","131"
"70","chr12_3308800","  3308700","  0","  0","104"
"127","gap 22","0","100","100","100"
"72","chr12_3326000","  3325900"," 99","128"," 30"
"73","chr12_3326100","  3326000"," 49"," 48"," 21"
"128","gap 23","0","100","100","100"
"75","chr12_3360900","  3360800","161"," 44"," 10"
"76","chr12_3361000","  3360900","156"," 45","  3"
"129","gap 24","0","100","100","100"
"78","chr12_3379500","  3379400","188"," 52","  8"
"79","chr12_3379600","  3379500","157"," 54"," 14"
"130","gap 25","0","100","100","100"
"81","chr12_3426300","  3426200","  0","  3","244"
"82","chr12_3426400","  3426300","  0","  0","270"
"132","gap 26","0","100","100","100"
"84","chr12_3467400","  3467300","135"," 16","  2"
"85","chr12_3467500","  3467400","115"," 18","  2"
"133","gap 27","0","100","100","100"
