"","binID","start","high","medium","low"
"14860","chr8_3014100","3014000","12","2","0"
"2","chr8_3014200","  3014100"," 53"," 29","  0"
"3","chr8_3014300","  3014200"," 28","  7","  0"
"1","gap 1","0","100","100","100"
"5","chr8_3032700","  3032600"," 31"," 15","  0"
"6","chr8_3032800","  3032700"," 15"," 13","  0"
"11","gap 2","0","100","100","100"
"8","chr8_3048000","  3047900"," 87"," 26","  5"
"9","chr8_3048100","  3048000"," 58"," 17","  0"
"12","gap 3","0","100","100","100"
"111","chr8_3049900","  3049800","107"," 34"," 19"
"121","chr8_3050000","  3049900"," 82"," 49"," 17"
"13","gap 4","0","100","100","100"
"14","chr8_3059700","  3059600"," 58","  5","  0"
"15","chr8_3059800","  3059700"," 54","  4","  0"
"16","chr8_3059900","  3059800"," 46","  0","  0"
"17","gap 5","0","100","100","100"
"18","chr8_3062400","  3062300"," 44"," 10","  5"
"19","chr8_3062500","  3062400"," 72","  7","  5"
"110","gap 6","0","100","100","100"
"21","chr8_3062900","  3062800"," 58","  6","  0"
"22","chr8_3063000","  3062900"," 75","  8","  0"
"112","gap 7","0","100","100","100"
"24","chr8_3065700","  3065600"," 37"," 13","  4"
"25","chr8_3065800","  3065700"," 30"," 25","  2"
"113","gap 8","0","100","100","100"
"27","chr8_3066800","  3066700"," 37","  4","  0"
"28","chr8_3066900","  3066800"," 34","  5","  0"
"29","chr8_3067000","  3066900"," 27","  3","  0"
"114","gap 9","0","100","100","100"
"31","chr8_3068800","  3068700"," 25","  4","  0"
"32","chr8_3068900","  3068800"," 63"," 16","  0"
"115","gap 10","0","100","100","100"
"34","chr8_3084300","  3084200","114"," 43"," 20"
"35","chr8_3084400","  3084300"," 89"," 27","  8"
"116","gap 11","0","100","100","100"
"37","chr8_3309700","  3309600"," 94"," 17","  2"
"38","chr8_3309800","  3309700","138"," 33","  6"
"39","chr8_3309900","  3309800","197"," 67"," 17"
"40","chr8_3310000","  3309900","116"," 42","  6"
"117","gap 12","0","100","100","100"
"42","chr8_3393500","  3393400","  8","  0","411"
"43","chr8_3393600","  3393500","  5","  0","240"
"118","gap 13","0","100","100","100"
"45","chr8_3417200","  3417100"," 44"," 65"," 23"
"46","chr8_3417300","  3417200"," 36"," 67"," 24"
"119","gap 14","0","100","100","100"
"48","chr8_3452200","  3452100"," 79","  0","  0"
"49","chr8_3452300","  3452200","201"," 11","  0"
"120","gap 15","0","100","100","100"
"51","chr8_3484100","  3484000","296"," 79","  4"
"52","chr8_3484200","  3484100","249"," 68","  8"
"122","gap 16","0","100","100","100"
"54","chr8_3516700","  3516600","  0","  3","219"
"55","chr8_3516800","  3516700","  0","  0","140"
"123","gap 17","0","100","100","100"
"57","chr8_3528200","  3528100","237","124"," 10"
"58","chr8_3528300","  3528200","242","109"," 16"
"124","gap 18","0","100","100","100"
"60","chr8_3541400","  3541300","319","  3","  0"
"61","chr8_3541500","  3541400","275","  2","  0"
"125","gap 19","0","100","100","100"
"63","chr8_3542900","  3542800","275"," 27","  3"
"64","chr8_3543000","  3542900","150"," 26","  0"
"126","gap 20","0","100","100","100"
"66","chr8_3607600","  3607500","190"," 75"," 12"
"67","chr8_3607700","  3607600","146"," 43","  4"
"127","gap 21","0","100","100","100"
"69","chr8_3608700","  3608600","143","  5","  0"
"70","chr8_3608800","  3608700","149","  0","  0"
"128","gap 22","0","100","100","100"
"72","chr8_3621500","  3621400","  0","  0","263"
"73","chr8_3621600","  3621500","  0","  0","284"
"129","gap 23","0","100","100","100"
"75","chr8_3630100","  3630000","221"," 41","  0"
"76","chr8_3630200","  3630100","275"," 69","  2"
"130","gap 24","0","100","100","100"
"78","chr8_3671000","  3670900","227"," 57","  7"
"79","chr8_3671100","  3671000","254"," 40","  6"
"131","gap 25","0","100","100","100"
"81","chr8_3679300","  3679200"," 84","  0","  0"
"82","chr8_3679400","  3679300"," 99","  1","  0"
"83","chr8_3679500","  3679400","111","  4","  0"
"132","gap 26","0","100","100","100"
"85","chr8_3756900","  3756800"," 12","  0","  0"
"86","chr8_3757000","  3756900","116","  9","  5"
"133","gap 27","0","100","100","100"
"88","chr8_3777200","  3777100"," 39"," 10","  5"
"89","chr8_3777300","  3777200"," 49"," 24","  9"
"134","gap 28","0","100","100","100"
"91","chr8_3777500","  3777400","  8","  6","  0"
"92","chr8_3777600","  3777500","  8","  6","  0"
"135","gap 29","0","100","100","100"
"94","chr8_3783300","  3783200"," 82"," 32"," 17"
"95","chr8_3783400","  3783300"," 72"," 17"," 11"
"136","gap 30","0","100","100","100"
"97","chr8_3804300","  3804200","123"," 54","  5"
"98","chr8_3804400","  3804300"," 52"," 26","  3"
"137","gap 31","0","100","100","100"
"100","chr8_3807900","  3807800"," 14","  0","  0"
"101","chr8_3808000","  3807900"," 26","  0","  0"
"102","chr8_3808100","  3808000"," 17","  0","  0"
"138","gap 32","0","100","100","100"
"104","chr8_3829800","  3829700","180","  5","  0"
"105","chr8_3829900","  3829800","117","  4","  0"
"139","gap 33","0","100","100","100"
"107","chr8_3831200","  3831100","126","  8","  0"
"108","chr8_3831300","  3831200"," 36","  0","  0"
"109","chr8_3831400","  3831300","107"," 30","  0"
"1101","chr8_3831500","  3831400"," 90"," 32","  2"
"1111","chr8_3831600","  3831500"," 88"," 42","  2"
"1121","chr8_3831700","  3831600"," 24"," 12","  0"
"1131","chr8_3831800","  3831700"," 10"," 10","  0"
"140","gap 34","0","100","100","100"
"1151","chr8_3839200","  3839100"," 81"," 11","  3"
"1161","chr8_3839300","  3839200"," 71"," 18","  6"
"141","gap 35","0","100","100","100"
"1181","chr8_3840200","  3840100"," 28","  3","  0"
"1191","chr8_3840300","  3840200"," 18","  0","  2"
"142","gap 36","0","100","100","100"
"1211","chr8_3868500","  3868400","182"," 53"," 11"
"1221","chr8_3868600","  3868500","286"," 54"," 12"
"143","gap 37","0","100","100","100"
"1241","chr8_4073500","  4073400","119"," 55"," 22"
"1251","chr8_4073600","  4073500","106"," 33","  9"
"144","gap 38","0","100","100","100"
"1271","chr8_4089600","  4089500"," 86","155"," 33"
"1281","chr8_4089700","  4089600"," 80","128"," 21"
"145","gap 39","0","100","100","100"
"1301","chr8_4136300","  4136200"," 64"," 46","  8"
"1311","chr8_4136400","  4136300"," 24","  8","  0"
"146","gap 40","0","100","100","100"
"1331","chr8_4144100","  4144000","165"," 69"," 10"
"1341","chr8_4144200","  4144100","118"," 35","  5"
"1351","chr8_4144300","  4144200","200"," 44","  8"
"147","gap 41","0","100","100","100"
"1371","chr8_4165900","  4165800","  0","  0","125"
"1381","chr8_4166000","  4165900","  0","  0","111"
"148","gap 42","0","100","100","100"
"1401","chr8_4231200","  4231100"," 96","118","154"
"1411","chr8_4231300","  4231200"," 36"," 59"," 47"
"149","gap 43","0","100","100","100"
"1431","chr8_4235900","  4235800","118","  3","  0"
"1441","chr8_4236000","  4235900"," 82","  7","  0"
"150","gap 44","0","100","100","100"
"1461","chr8_4311700","  4311600","182"," 38","  7"
"1471","chr8_4311800","  4311700","228"," 46","  8"
"151","gap 45","0","100","100","100"
"1491","chr8_4380300","  4380200"," 85","  0","  0"
"1501","chr8_4380400","  4380300"," 91","  0","  0"
"152","gap 46","0","100","100","100"
"1521","chr8_4389400","  4389300","174"," 40","  7"
"153","chr8_4389500","  4389400","224"," 55"," 21"
"154","gap 47","0","100","100","100"
"155","chr8_4392600","  4392500"," 16","  0","  0"
"156","chr8_4392700","  4392600"," 26","  0","  0"
"157","chr8_4392800","  4392700"," 23","  0","  0"
"158","gap 48","0","100","100","100"
"159","chr8_4404100","  4404000","198"," 64"," 44"
"160","chr8_4404200","  4404100","167"," 59"," 33"
"161","gap 49","0","100","100","100"
"162","chr8_4488000","  4487900"," 30","  8","  0"
"163","chr8_4488100","  4488000","209"," 40","  6"
"164","gap 50","0","100","100","100"
