"","binID","start","high","medium","low"
"12904","chr16_3102700","3102600","48","4","0"
"2","chr16_3102800"," 3102700"," 42","  0","  0"
"3","chr16_3102900"," 3102800"," 19","  2","  0"
"4","chr16_3103000"," 3102900"," 15","  0","  0"
"5","chr16_3103100"," 3103000"," 12","  4","  0"
"1","gap 1","0","100","100","100"
"7","chr16_3104100"," 3104000"," 11","  0","  0"
"8","chr16_3104200"," 3104100"," 47","  9","  0"
"9","chr16_3104300"," 3104200"," 11","  7","  0"
"11","gap 2","0","100","100","100"
"111","chr16_3104700"," 3104600"," 17","  0","  0"
"12","chr16_3104800"," 3104700"," 15","  3","  0"
"13","gap 3","0","100","100","100"
"14","chr16_3111900"," 3111800"," 54"," 16","  8"
"15","chr16_3112000"," 3111900"," 21","  5","  2"
"16","gap 4","0","100","100","100"
"17","chr16_3112800"," 3112700"," 14","  0","  0"
"18","chr16_3112900"," 3112800"," 28","  6","  0"
"19","gap 5","0","100","100","100"
"20","chr16_3130000"," 3129900"," 42"," 11","  1"
"21","chr16_3130100"," 3130000"," 19","  4","  0"
"110","gap 6","0","100","100","100"
"23","chr16_3130800"," 3130700"," 68"," 24","  9"
"24","chr16_3130900"," 3130800"," 59"," 16","  7"
"112","gap 7","0","100","100","100"
"26","chr16_3131700"," 3131600"," 14","  0","  0"
"27","chr16_3131800"," 3131700"," 68"," 10","  0"
"113","gap 8","0","100","100","100"
"29","chr16_3135300"," 3135200"," 16","  0","  0"
"30","chr16_3135400"," 3135300"," 45"," 11","  0"
"114","gap 9","0","100","100","100"
"32","chr16_3138200"," 3138100"," 62"," 14","  4"
"33","chr16_3138300"," 3138200"," 10","  3","  0"
"34","chr16_3138400"," 3138300"," 10","  5","  0"
"35","chr16_3138500"," 3138400","  5","  5","  0"
"115","gap 10","0","100","100","100"
"37","chr16_3147500"," 3147400"," 14","  4","  0"
"38","chr16_3147600"," 3147500"," 40","  9","  0"
"116","gap 11","0","100","100","100"
"40","chr16_3161600"," 3161500"," 25","  4","  0"
"41","chr16_3161700"," 3161600"," 35","  0","  0"
"117","gap 12","0","100","100","100"
"43","chr16_3304800"," 3304700"," 35","  7","  0"
"44","chr16_3304900"," 3304800"," 20","  0","  0"
"45","chr16_3305000"," 3304900"," 15","  0","  0"
"118","gap 13","0","100","100","100"
"47","chr16_3329100"," 3329000"," 26","  4","  0"
"48","chr16_3329200"," 3329100"," 35","  5","  2"
"119","gap 14","0","100","100","100"
"50","chr16_3331900"," 3331800"," 95","  2","  0"
"51","chr16_3332000"," 3331900"," 35","  3","  0"
"120","gap 15","0","100","100","100"
"53","chr16_3333100"," 3333000"," 13","  0","  0"
"54","chr16_3333200"," 3333100"," 33"," 13","  2"
"121","gap 16","0","100","100","100"
"56","chr16_3350700"," 3350600","  7","  5","  0"
"57","chr16_3350800"," 3350700"," 52"," 15","  2"
"122","gap 17","0","100","100","100"
"59","chr16_3356900"," 3356800"," 15","  1","  0"
"60","chr16_3357000"," 3356900"," 14","  4","  0"
"61","chr16_3357100"," 3357000"," 31","  4","  2"
"123","gap 18","0","100","100","100"
"63","chr16_3359800"," 3359700"," 79","  0","  0"
"64","chr16_3359900"," 3359800","  8","  1","  0"
"124","gap 19","0","100","100","100"
"66","chr16_3361500"," 3361400"," 21","  0","  0"
"67","chr16_3361600"," 3361500"," 64","  8","  0"
"68","chr16_3361700"," 3361600"," 10","  0","  0"
"125","gap 20","0","100","100","100"
"70","chr16_3365600"," 3365500"," 36","  1","  0"
"71","chr16_3365700"," 3365600"," 86"," 10","  0"
"126","gap 21","0","100","100","100"
"73","chr16_3367900"," 3367800"," 31","  7","  0"
"74","chr16_3368000"," 3367900"," 48"," 25","  0"
"127","gap 22","0","100","100","100"
"76","chr16_3383500"," 3383400"," 64"," 30","  5"
"77","chr16_3383600"," 3383500"," 11","  1","  0"
"78","chr16_3383700"," 3383600","109"," 35","  4"
"128","gap 23","0","100","100","100"
"80","chr16_3385000"," 3384900"," 10","  0","  0"
"81","chr16_3385100"," 3385000"," 40","  2","  0"
"82","chr16_3385200"," 3385100"," 11","  0","  0"
"129","gap 24","0","100","100","100"
"84","chr16_3396200"," 3396100"," 30","  9","  0"
"85","chr16_3396300"," 3396200"," 18","  0","  0"
"130","gap 25","0","100","100","100"
"87","chr16_3396700"," 3396600"," 34"," 10","  2"
"88","chr16_3396800"," 3396700"," 21"," 17","  1"
"89","chr16_3396900"," 3396800"," 27","  8","  0"
"90","chr16_3397000"," 3396900"," 19","  9","  0"
"131","gap 26","0","100","100","100"
"92","chr16_3397600"," 3397500"," 65"," 21","  5"
"93","chr16_3397700"," 3397600"," 55"," 11","  2"
"132","gap 27","0","100","100","100"
"95","chr16_3398700"," 3398600"," 16","  4","  0"
"96","chr16_3398800"," 3398700"," 11","  3","  0"
"133","gap 28","0","100","100","100"
"98","chr16_3403700"," 3403600"," 55"," 14","  5"
"99","chr16_3403800"," 3403700"," 12","  0","  0"
"100","chr16_3403900"," 3403800"," 18"," 17","  3"
"101","chr16_3404000"," 3403900"," 21"," 12","  5"
"134","gap 29","0","100","100","100"
"103","chr16_3420400"," 3420300"," 78","  6","  0"
"104","chr16_3420500"," 3420400","224"," 31"," 10"
"135","gap 30","0","100","100","100"
"106","chr16_3429600"," 3429500"," 32","  0","  3"
"107","chr16_3429700"," 3429600"," 30","  0","  0"
"108","chr16_3429800"," 3429700"," 17","  0","  0"
"136","gap 31","0","100","100","100"
"1101","chr16_3431100"," 3431000"," 12","  0","  0"
"1111","chr16_3431200"," 3431100"," 55","  8","  0"
"1121","chr16_3431300"," 3431200","116"," 20","  2"
"137","gap 32","0","100","100","100"
"1141","chr16_3431500"," 3431400"," 34"," 13","  0"
"1151","chr16_3431600"," 3431500"," 69"," 17","  4"
"138","gap 33","0","100","100","100"
"1171","chr16_3435500"," 3435400"," 12","  0","  0"
"1181","chr16_3435600"," 3435500"," 11","  4","  0"
"139","gap 34","0","100","100","100"
"1201","chr16_3466600"," 3466500","100"," 34","  4"
"1211","chr16_3466700"," 3466600","109"," 22","  5"
"1221","chr16_3466800"," 3466700"," 11","  3","  0"
"140","gap 35","0","100","100","100"
"1241","chr16_3470100"," 3470000"," 44"," 15","  1"
