"","binID","start","high","medium","low"
"34717","chr10_3148300","3148200","185","54","13"
"2","chr10_3148400","  3148300"," 84"," 33","  8"
"1","gap 1","0","100","100","100"
"4","chr10_3236400","  3236300","125"," 28","  4"
"5","chr10_3236500","  3236400","180"," 27","  5"
"11","gap 2","0","100","100","100"
"7","chr10_3243400","  3243300"," 15"," 15","  7"
"8","chr10_3243500","  3243400"," 17"," 31","  9"
"12","gap 3","0","100","100","100"
"10","chr10_3276200","  3276100"," 88","  6","  0"
"111","chr10_3276300","  3276200","124"," 14","  4"
"13","gap 4","0","100","100","100"
"131","chr10_3323100","  3323000"," 85"," 27","  2"
"14","chr10_3323200","  3323100"," 97"," 31","  6"
"15","gap 5","0","100","100","100"
"16","chr10_3364900","  3364800","220"," 15","  2"
"17","chr10_3365000","  3364900","205"," 28","  2"
"18","gap 6","0","100","100","100"
"19","chr10_3477200","  3477100","105","  7","  0"
"20","chr10_3477300","  3477200"," 83","  0","  0"
"110","gap 7","0","100","100","100"
"22","chr10_3540700","  3540600","117"," 17","  3"
"23","chr10_3540800","  3540700","207"," 53"," 14"
"112","gap 8","0","100","100","100"
"25","chr10_3643700","  3643600","214"," 30","  0"
"26","chr10_3643800","  3643700","155"," 23","  0"
"113","gap 9","0","100","100","100"
"28","chr10_3645000","  3644900"," 20"," 35","  4"
"29","chr10_3645100","  3645000"," 94"," 93"," 27"
"114","gap 10","0","100","100","100"
"31","chr10_3666800","  3666700"," 66"," 14","  2"
"32","chr10_3666900","  3666800"," 70"," 30","  5"
"115","gap 11","0","100","100","100"
"34","chr10_3695700","  3695600"," 36"," 30"," 50"
"35","chr10_3695800","  3695700"," 15","  4"," 26"
"116","gap 12","0","100","100","100"
"37","chr10_3748200","  3748100","191"," 44","  9"
"38","chr10_3748300","  3748200","101"," 37","  5"
"117","gap 13","0","100","100","100"
"40","chr10_3835900","  3835800","178"," 22","  5"
"41","chr10_3836000","  3835900","152"," 22"," 11"
"118","gap 14","0","100","100","100"
"43","chr10_3914600","  3914500","157"," 32"," 11"
"44","chr10_3914700","  3914600"," 58"," 14","  0"
"119","gap 15","0","100","100","100"
"46","chr10_3920200","  3920100"," 53"," 48","111"
"47","chr10_3920300","  3920200"," 43"," 26"," 56"
"120","gap 16","0","100","100","100"
"49","chr10_3946600","  3946500"," 79"," 20","  3"
"50","chr10_3946700","  3946600","293"," 51","  5"
"121","gap 17","0","100","100","100"
"52","chr10_3989200","  3989100","175"," 50","  5"
"53","chr10_3989300","  3989200","136"," 33","  3"
"54","chr10_3989400","  3989300","104"," 22","  4"
"122","gap 18","0","100","100","100"
"56","chr10_3992800","  3992700","138"," 21","  0"
"57","chr10_3992900","  3992800","159"," 39","  4"
"123","gap 19","0","100","100","100"
"59","chr10_3996000","  3995900","173"," 45","  6"
"60","chr10_3996100","  3996000","125"," 20","  6"
"124","gap 20","0","100","100","100"
"62","chr10_3996600","  3996500","  2","  1","162"
"63","chr10_3996700","  3996600","  0","  3","206"
"125","gap 21","0","100","100","100"
"65","chr10_4001900","  4001800","148"," 22","  0"
"66","chr10_4002000","  4001900","206"," 43","  0"
"126","gap 22","0","100","100","100"
"68","chr10_4029300","  4029200","159"," 25","  0"
"69","chr10_4029400","  4029300","263"," 35","  1"
"127","gap 23","0","100","100","100"
"71","chr10_4041600","  4041500"," 89"," 15","  4"
"72","chr10_4041700","  4041600","175"," 23","  1"
"128","gap 24","0","100","100","100"
"74","chr10_4047900","  4047800","219"," 50","  9"
"75","chr10_4048000","  4047900","181"," 46","  4"
"129","gap 25","0","100","100","100"
"77","chr10_4051400","  4051300","142"," 18","  2"
"78","chr10_4051500","  4051400","228"," 27","  7"
"130","gap 26","0","100","100","100"
"80","chr10_4053900","  4053800","179"," 34","  4"
"81","chr10_4054000","  4053900","117"," 26","  4"
"132","gap 27","0","100","100","100"
"83","chr10_4056500","  4056400","127","  0","  0"
"84","chr10_4056600","  4056500"," 82","  2","  0"
"133","gap 28","0","100","100","100"
"86","chr10_4085900","  4085800","157","112"," 16"
"87","chr10_4086000","  4085900"," 38"," 18","  4"
"134","gap 29","0","100","100","100"
"89","chr10_4098300","  4098200"," 89"," 17","  0"
"90","chr10_4098400","  4098300","256"," 37","  6"
"135","gap 30","0","100","100","100"
"92","chr10_4103600","  4103500","239"," 38"," 11"
"93","chr10_4103700","  4103600","159"," 39","  3"
"136","gap 31","0","100","100","100"
"95","chr10_4137200","  4137100","181"," 23","  4"
"96","chr10_4137300","  4137200"," 84"," 19","  0"
"137","gap 32","0","100","100","100"
"98","chr10_4147900","  4147800","208"," 21","  2"
"99","chr10_4148000","  4147900","154"," 11","  4"
"138","gap 33","0","100","100","100"
"101","chr10_4159500","  4159400","157"," 50"," 17"
"102","chr10_4159600","  4159500","167"," 42","  8"
"139","gap 34","0","100","100","100"
"104","chr10_4165000","  4164900","198"," 34","  6"
"105","chr10_4165100","  4165000"," 97"," 16","  0"
"140","gap 35","0","100","100","100"
"107","chr10_4301200","  4301100","162"," 67"," 46"
"108","chr10_4301300","  4301200","129"," 38"," 35"
"141","gap 36","0","100","100","100"
"1101","chr10_4333500","  4333400"," 48"," 68","140"
"1111","chr10_4333600","  4333500"," 16"," 22"," 54"
"142","gap 37","0","100","100","100"
"1131","chr10_4335100","  4335000"," 76"," 51"," 24"
"1141","chr10_4335200","  4335100","101"," 39"," 25"
"143","gap 38","0","100","100","100"
"1161","chr10_4342800","  4342700"," 66","  4","  0"
"1171","chr10_4342900","  4342800"," 66","  9","  0"
"144","gap 39","0","100","100","100"
"1191","chr10_4344600","  4344500"," 39"," 29","  8"
"1201","chr10_4344700","  4344600"," 75"," 45","  6"
"145","gap 40","0","100","100","100"
"1221","chr10_4367700","  4367600","184"," 20","  3"
"1231","chr10_4367800","  4367700","179"," 27","  5"
"146","gap 41","0","100","100","100"
"1251","chr10_4382600","  4382500"," 60"," 71"," 38"
"1261","chr10_4382700","  4382600"," 83"," 62"," 30"
"147","gap 42","0","100","100","100"
"1281","chr10_4404500","  4404400","236"," 23","  5"
"1291","chr10_4404600","  4404500","248"," 15","  6"
"148","gap 43","0","100","100","100"
"1311","chr10_4429100","  4429000"," 12","  0","  0"
"1321","chr10_4429200","  4429100","152"," 41","  9"
"149","gap 44","0","100","100","100"
"1341","chr10_4453700","  4453600"," 88"," 33","  8"
"1351","chr10_4453800","  4453700","131"," 58"," 12"
"150","gap 45","0","100","100","100"
"1371","chr10_4479300","  4479200","258","  1","  0"
"1381","chr10_4479400","  4479300"," 44","  0","  0"
"151","gap 46","0","100","100","100"
"1401","chr10_4482600","  4482500"," 29"," 11"," 30"
"1411","chr10_4482700","  4482600"," 74"," 60"," 82"
"152","gap 47","0","100","100","100"
"1431","chr10_4513300","  4513200"," 20","  3","  0"
"1441","chr10_4513400","  4513300"," 77"," 12","  0"
"153","gap 48","0","100","100","100"
"1461","chr10_4535400","  4535300","108"," 21","  0"
"1471","chr10_4535500","  4535400","195"," 43","  3"
"154","gap 49","0","100","100","100"
"1491","chr10_4563400","  4563300","217"," 33","  4"
"1501","chr10_4563500","  4563400"," 71"," 13","  0"
"155","gap 50","0","100","100","100"
"1521","chr10_4654100","  4654000","106"," 34","  2"
"1531","chr10_4654200","  4654100","176"," 48","  3"
"156","gap 51","0","100","100","100"
"1551","chr10_4657700","  4657600"," 62"," 38"," 23"
"1561","chr10_4657800","  4657700"," 39"," 20"," 24"
"157","gap 52","0","100","100","100"
"158","chr10_4715100","  4715000","187"," 29","  5"
"159","chr10_4715200","  4715100"," 75"," 19","  0"
"160","gap 53","0","100","100","100"
"161","chr10_4756700","  4756600"," 46"," 21","  4"
"162","chr10_4756800","  4756700"," 44"," 32","  6"
"163","gap 54","0","100","100","100"
"164","chr10_4809200","  4809100","102"," 46","  4"
"165","chr10_4809300","  4809200"," 40","  8","  2"
"166","gap 55","0","100","100","100"
"167","chr10_4824100","  4824000"," 99","  3","  0"
"168","chr10_4824200","  4824100"," 12","  0","  0"
"169","gap 56","0","100","100","100"
"170","chr10_4837900","  4837800"," 15","  0","  0"
"171","chr10_4838000","  4837900","182"," 50","  8"
"172","gap 57","0","100","100","100"
"173","chr10_4894700","  4894600","130"," 70"," 49"
"174","chr10_4894800","  4894700"," 74"," 34"," 22"
"175","gap 58","0","100","100","100"
"176","chr10_4911700","  4911600"," 21","  0","  0"
"177","chr10_4911800","  4911700"," 34","  0","  0"
"178","gap 59","0","100","100","100"
"179","chr10_4936100","  4936000"," 73"," 18","  2"
"180","chr10_4936200","  4936100"," 52"," 14","  0"
"181","chr10_4936300","  4936200"," 20"," 12","  0"
"182","gap 60","0","100","100","100"
"183","chr10_4936800","  4936700"," 11","  2","  0"
"184","chr10_4936900","  4936800"," 40"," 11","  0"
"185","gap 61","0","100","100","100"
"186","chr10_4944000","  4943900"," 15"," 19"," 26"
"187","chr10_4944100","  4944000"," 31"," 21"," 41"
"188","gap 62","0","100","100","100"
"189","chr10_4971400","  4971300"," 90"," 59","111"
"190","chr10_4971500","  4971400"," 39"," 23"," 59"
"191","gap 63","0","100","100","100"
"192","chr10_5043600","  5043500","149"," 26","  0"
"193","chr10_5043700","  5043600"," 85"," 14","  2"
"194","gap 64","0","100","100","100"
"195","chr10_5068900","  5068800","120"," 28","  0"
"196","chr10_5069000","  5068900","234"," 34","  0"
"197","gap 65","0","100","100","100"
"198","chr10_5081200","  5081100"," 10","  1","  0"
"199","chr10_5081300","  5081200"," 87","  5"," 17"
"1100","gap 66","0","100","100","100"
"201","chr10_5081800","  5081700"," 37"," 12","  0"
"202","chr10_5081900","  5081800"," 10","  0","  0"
"1102","gap 67","0","100","100","100"
