"","binID","start","high","medium","low"
"30068","chr9_3011500","3011400","24","0","0"
"2","chr9_3011600","  3011500"," 82"," 18","  0"
"1","gap 1","0","100","100","100"
"4","chr9_3018900","  3018800"," 11","  0","  0"
"5","chr9_3019000","  3018900"," 37"," 19","  1"
"11","gap 2","0","100","100","100"
"7","chr9_3020300","  3020200"," 73"," 26"," 11"
"8","chr9_3020400","  3020300"," 17","  4","  0"
"12","gap 3","0","100","100","100"
"10","chr9_3025200","  3025100"," 33"," 20","  4"
"111","chr9_3025300","  3025200","  9","  9","  1"
"13","gap 4","0","100","100","100"
"131","chr9_3026900","  3026800"," 31","  3","  0"
"14","chr9_3027000","  3026900"," 15","  1","  0"
"15","gap 5","0","100","100","100"
"16","chr9_3083800","  3083700"," 18","  4","  2"
"17","chr9_3083900","  3083800"," 53"," 16","  3"
"18","gap 6","0","100","100","100"
"19","chr9_3090100","  3090000","249"," 10","  3"
"20","chr9_3090200","  3090100","116","  8","  0"
"110","gap 7","0","100","100","100"
"22","chr9_3128400","  3128300"," 49"," 46"," 23"
"23","chr9_3128500","  3128400","115"," 82"," 31"
"112","gap 8","0","100","100","100"
"25","chr9_3142900","  3142800"," 38"," 15","  0"
"26","chr9_3143000","  3142900"," 23","  4","  0"
"27","chr9_3143100","  3143000"," 36","  2","  0"
"28","chr9_3143200","  3143100","138"," 12","  3"
"113","gap 9","0","100","100","100"
"30","chr9_3175100","  3175000","  3","  0","  0"
"31","chr9_3175200","  3175100"," 17","  7","  0"
"114","gap 10","0","100","100","100"
"33","chr9_3237500","  3237400","104"," 20","  0"
"34","chr9_3237600","  3237500","218"," 46","  2"
"115","gap 11","0","100","100","100"
"36","chr9_3279000","  3278900","101","  7","  0"
"37","chr9_3279100","  3279000","167"," 25","  1"
"116","gap 12","0","100","100","100"
"39","chr9_3316000","  3315900"," 24","  0","  0"
"40","chr9_3316100","  3316000","121","  1","  2"
"117","gap 13","0","100","100","100"
"42","chr9_3321100","  3321000","187"," 33","  9"
"43","chr9_3321200","  3321100","115"," 29","  7"
"118","gap 14","0","100","100","100"
"45","chr9_3404500","  3404400","  0","  0","131"
"46","chr9_3404600","  3404500","  0","  0","120"
"119","gap 15","0","100","100","100"
"48","chr9_3429700","  3429600"," 83"," 13","  2"
"49","chr9_3429800","  3429700","116"," 13","  2"
"120","gap 16","0","100","100","100"
"51","chr9_3457500","  3457400"," 94"," 34","  9"
"52","chr9_3457600","  3457500"," 94"," 30","  6"
"121","gap 17","0","100","100","100"
"54","chr9_3465200","  3465100","  9","  0","  0"
"55","chr9_3465300","  3465200","  9","  0","  0"
"122","gap 18","0","100","100","100"
"57","chr9_3492200","  3492100"," 40","  0","  0"
"58","chr9_3492300","  3492200"," 67","  3","  1"
"59","chr9_3492400","  3492300"," 53","  0","  0"
"123","gap 19","0","100","100","100"
"61","chr9_3492700","  3492600"," 17","  1","  0"
"62","chr9_3492800","  3492700"," 41"," 12","  0"
"124","gap 20","0","100","100","100"
"64","chr9_3527600","  3527500","132"," 14","  0"
"65","chr9_3527700","  3527600"," 28","  8","  0"
"125","gap 21","0","100","100","100"
"67","chr9_3653900","  3653800","134"," 20","  4"
"68","chr9_3654000","  3653900","176"," 23","  3"
"126","gap 22","0","100","100","100"
"70","chr9_3691000","  3690900","181"," 13","  1"
"71","chr9_3691100","  3691000","164"," 15","  5"
"127","gap 23","0","100","100","100"
"73","chr9_3699300","  3699200"," 57","  9","  0"
"74","chr9_3699400","  3699300"," 23","  3","  0"
"128","gap 24","0","100","100","100"
"76","chr9_3700300","  3700200"," 69"," 13","  0"
"77","chr9_3700400","  3700300"," 51","  2","  0"
"129","gap 25","0","100","100","100"
"79","chr9_3743700","  3743600"," 40","  0","  0"
"80","chr9_3743800","  3743700"," 51","  7","  0"
"130","gap 26","0","100","100","100"
"82","chr9_3800200","  3800100"," 52"," 18","  4"
"83","chr9_3800300","  3800200"," 81"," 25","  2"
"132","gap 27","0","100","100","100"
"85","chr9_3878900","  3878800","159"," 30","  9"
"86","chr9_3879000","  3878900","216"," 35","  5"
"133","gap 28","0","100","100","100"
"88","chr9_3883900","  3883800"," 31","  1","  0"
"89","chr9_3884000","  3883900"," 69","  4","  0"
"134","gap 29","0","100","100","100"
"91","chr9_3900800","  3900700"," 59","  8","  1"
"92","chr9_3900900","  3900800"," 34","  6","  0"
"135","gap 30","0","100","100","100"
"94","chr9_3941800","  3941700"," 11","  0","  0"
"95","chr9_3941900","  3941800"," 20","  0","  0"
"96","chr9_3942000","  3941900"," 77","  3","  0"
"136","gap 31","0","100","100","100"
"98","chr9_3942400","  3942300"," 23","  7","  0"
"99","chr9_3942500","  3942400"," 24"," 10","  0"
"137","gap 32","0","100","100","100"
"101","chr9_3943500","  3943400"," 33","  0","  0"
"102","chr9_3943600","  3943500"," 35","  0","  0"
"138","gap 33","0","100","100","100"
"104","chr9_3946500","  3946400"," 33","  0","  0"
"105","chr9_3946600","  3946500"," 47","  7","  0"
"139","gap 34","0","100","100","100"
"107","chr9_3947300","  3947200"," 73","  3","  2"
"108","chr9_3947400","  3947300"," 22","  0","  0"
"109","chr9_3947500","  3947400"," 16","  0","  0"
"140","gap 35","0","100","100","100"
"1111","chr9_3948400","  3948300","182"," 35","  1"
"1121","chr9_3948500","  3948400","162"," 30","  3"
"141","gap 36","0","100","100","100"
"1141","chr9_3957000","  3956900","108","  0","  0"
"1151","chr9_3957100","  3957000","132","  0","  0"
"142","gap 37","0","100","100","100"
"1171","chr9_3969900","  3969800"," 41","  3","  2"
"1181","chr9_3970000","  3969900"," 96"," 26","  6"
"143","gap 38","0","100","100","100"
"1201","chr9_4075300","  4075200"," 45","  0","  0"
"1211","chr9_4075400","  4075300","114","  8","  7"
"144","gap 39","0","100","100","100"
"1231","chr9_4080100","  4080000"," 67"," 24","  0"
"1241","chr9_4080200","  4080100","100"," 33","  0"
"145","gap 40","0","100","100","100"
"1261","chr9_4108500","  4108400","104"," 53","  7"
"1271","chr9_4108600","  4108500"," 59"," 22","  4"
"1281","chr9_4108700","  4108600","193"," 49"," 20"
"1291","chr9_4108800","  4108700"," 46","  8","  0"
"146","gap 41","0","100","100","100"
"1311","chr9_4139300","  4139200"," 27","  2","  0"
"1321","chr9_4139400","  4139300"," 23","  8","  0"
"147","gap 42","0","100","100","100"
"1341","chr9_4139600","  4139500"," 41","  6","  0"
"1351","chr9_4139700","  4139600"," 55","  7","  3"
"148","gap 43","0","100","100","100"
"1371","chr9_4141600","  4141500","129"," 27","  0"
"1381","chr9_4141700","  4141600"," 41","  3","  0"
"149","gap 44","0","100","100","100"
"1401","chr9_4142100","  4142000"," 37","  9","  2"
"1411","chr9_4142200","  4142100"," 34","  4","  0"
"150","gap 45","0","100","100","100"
"1431","chr9_4142800","  4142700","113"," 17","  0"
"1441","chr9_4142900","  4142800"," 97"," 18","  1"
"151","gap 46","0","100","100","100"
"1461","chr9_4155900","  4155800"," 58"," 15","  1"
"1471","chr9_4156000","  4155900"," 46"," 12","  0"
"152","gap 47","0","100","100","100"
"1491","chr9_4156400","  4156300"," 83"," 25","  6"
"1501","chr9_4156500","  4156400","156"," 48","  5"
"153","gap 48","0","100","100","100"
"1521","chr9_4167900","  4167800"," 95"," 52"," 11"
"1531","chr9_4168000","  4167900"," 91"," 35"," 13"
"154","gap 49","0","100","100","100"
"155","chr9_4238400","  4238300"," 60"," 13","  2"
"156","chr9_4238500","  4238400"," 17","  0","  0"
"157","gap 50","0","100","100","100"
"158","chr9_4239000","  4238900","  8","  0","  0"
"159","chr9_4239100","  4239000"," 10","  0","  0"
"160","chr9_4239200","  4239100","  7","  0","  0"
"161","chr9_4239300","  4239200"," 16","  0","  0"
"162","gap 51","0","100","100","100"
"163","chr9_4240400","  4240300"," 89"," 11","  1"
"164","chr9_4240500","  4240400"," 64","  3","  0"
"165","gap 52","0","100","100","100"
"166","chr9_4241100","  4241000","  9","  0","  0"
"167","chr9_4241200","  4241100"," 27","  1","  0"
"168","gap 53","0","100","100","100"
"169","chr9_4245100","  4245000"," 22","  0","  0"
"170","chr9_4245200","  4245100"," 42","  2","  0"
"171","chr9_4245300","  4245200","101","  0","  0"
"172","gap 54","0","100","100","100"
"173","chr9_4259400","  4259300","140"," 15","  3"
"174","chr9_4259500","  4259400"," 56","  7","  2"
"175","chr9_4259600","  4259500"," 90","  9"," 12"
"176","chr9_4259700","  4259600","197"," 40"," 48"
"177","gap 55","0","100","100","100"
"178","chr9_4263800","  4263700","171"," 38","  5"
"179","chr9_4263900","  4263800","177"," 43","  7"
"180","gap 56","0","100","100","100"
"181","chr9_4264400","  4264300"," 16","  4","  0"
"182","chr9_4264500","  4264400","154"," 19","  1"
"183","gap 57","0","100","100","100"
"184","chr9_4266300","  4266200","104"," 25","  3"
"185","chr9_4266400","  4266300","136"," 45","  1"
"186","chr9_4266500","  4266400","117"," 22","  1"
"187","gap 58","0","100","100","100"
"188","chr9_4359900","  4359800","224"," 30","  7"
"189","chr9_4360000","  4359900"," 17","  4","  0"
"190","gap 59","0","100","100","100"
"191","chr9_4364400","  4364300"," 10","  0","  0"
"192","chr9_4364500","  4364400"," 10","  0","  0"
"193","gap 60","0","100","100","100"
"194","chr9_4375400","  4375300","125"," 23","  0"
"195","chr9_4375500","  4375400"," 47","  2","  0"
"196","gap 61","0","100","100","100"
"197","chr9_4391200","  4391100"," 45","  7","  0"
