"","binID","start","high","medium","low"
"14025","chr19_3119800","3119700","138","23","8"
"2","chr19_3119900"," 3119800"," 74"," 22","  6"
"1","gap 1","0","100","100","100"
"4","chr19_3149800"," 3149700","150"," 11","  6"
"5","chr19_3149900"," 3149800"," 30","  0","  0"
"6","chr19_3150000"," 3149900"," 43","  4","  0"
"11","gap 2","0","100","100","100"
"8","chr19_3223900"," 3223800","  0","  0"," 13"
"9","chr19_3224000"," 3223900","  0","  0"," 16"
"12","gap 3","0","100","100","100"
"111","chr19_3228400"," 3228300","  4","  6"," 19"
"121","chr19_3228500"," 3228400","  3","  3","  7"
"13","gap 4","0","100","100","100"
"14","chr19_3246200"," 3246100"," 10","  0","  0"
"15","chr19_3246300"," 3246200"," 15","  2","  0"
"16","gap 5","0","100","100","100"
"17","chr19_3247200"," 3247100"," 37","  1","  0"
"18","chr19_3247300"," 3247200"," 17","  0","  0"
"19","gap 6","0","100","100","100"
"20","chr19_3247800"," 3247700"," 17","  6","  0"
"21","chr19_3247900"," 3247800"," 74"," 12","  4"
"110","gap 7","0","100","100","100"
"23","chr19_3273400"," 3273300","116"," 28","  1"
"24","chr19_3273500"," 3273400","146"," 38","  0"
"112","gap 8","0","100","100","100"
"26","chr19_3284100"," 3284000","245"," 69","  9"
"27","chr19_3284200"," 3284100","171"," 59"," 10"
"113","gap 9","0","100","100","100"
"29","chr19_3287500"," 3287400","105"," 26","  0"
"30","chr19_3287600"," 3287500","180"," 34","  1"
"114","gap 10","0","100","100","100"
"32","chr19_3314800"," 3314700","160"," 48","  7"
"33","chr19_3314900"," 3314800"," 76"," 26","  2"
"115","gap 11","0","100","100","100"
"35","chr19_3322800"," 3322700","  0","  0","109"
"36","chr19_3322900"," 3322800","  0","  0","129"
"116","gap 12","0","100","100","100"
"38","chr19_3325200"," 3325100","  0","  0"," 57"
"39","chr19_3325300"," 3325200","  0","  0"," 76"
"117","gap 13","0","100","100","100"
"41","chr19_3400400"," 3400300","156"," 55","  2"
"42","chr19_3400500"," 3400400"," 12","  0","  0"
"118","gap 14","0","100","100","100"
"44","chr19_3412400"," 3412300","  0"," 12","  0"
"45","chr19_3412500"," 3412400","  0","  6","  4"
"119","gap 15","0","100","100","100"
"47","chr19_3460500"," 3460400","215"," 27","  1"
"48","chr19_3460600"," 3460500","139"," 25","  2"
"120","gap 16","0","100","100","100"
"50","chr19_3471000"," 3470900","163"," 10","  0"
"51","chr19_3471100"," 3471000","109","  8","  0"
"122","gap 17","0","100","100","100"
"53","chr19_3482700"," 3482600","187"," 11","  0"
"54","chr19_3482800"," 3482700"," 68","  9","  0"
"123","gap 18","0","100","100","100"
"56","chr19_3487100"," 3487000"," 52","  0","  0"
"57","chr19_3487200"," 3487100","136","  4","  0"
"124","gap 19","0","100","100","100"
"59","chr19_3522900"," 3522800","186"," 24","  9"
"60","chr19_3523000"," 3522900","146"," 32"," 15"
"125","gap 20","0","100","100","100"
"62","chr19_3527200"," 3527100"," 19","  4","  0"
"63","chr19_3527300"," 3527200","109"," 11","  0"
"126","gap 21","0","100","100","100"
"65","chr19_3533300"," 3533200","235","  1","  0"
"66","chr19_3533400"," 3533300"," 72","  0","  0"
"127","gap 22","0","100","100","100"
"68","chr19_3610200"," 3610100"," 56","  0","  0"
"69","chr19_3610300"," 3610200","140","  7","  0"
"128","gap 23","0","100","100","100"
"71","chr19_3622600"," 3622500","132"," 40","  7"
"72","chr19_3622700"," 3622600","103"," 22","  3"
"73","chr19_3622800"," 3622700","131"," 30","  0"
"129","gap 24","0","100","100","100"
"75","chr19_3631000"," 3630900","205"," 11","  1"
"76","chr19_3631100"," 3631000","245"," 14","  4"
"130","gap 25","0","100","100","100"
"78","chr19_3649100"," 3649000"," 51"," 60"," 11"
"79","chr19_3649200"," 3649100"," 20"," 28","  2"
"131","gap 26","0","100","100","100"
"81","chr19_3652200"," 3652100","113","  0","  0"
"82","chr19_3652300"," 3652200","129","  0","  0"
"132","gap 27","0","100","100","100"
"84","chr19_3659500"," 3659400","152"," 16","  0"
"85","chr19_3659600"," 3659500","244"," 12","  2"
"133","gap 28","0","100","100","100"
"87","chr19_3668000"," 3667900"," 78","  3","  1"
"88","chr19_3668100"," 3668000"," 87","  4","  0"
"134","gap 29","0","100","100","100"
"90","chr19_3670600"," 3670500","172"," 28","  2"
"91","chr19_3670700"," 3670600","129"," 14","  0"
"135","gap 30","0","100","100","100"
"93","chr19_3679100"," 3679000","172"," 24","  0"
"94","chr19_3679200"," 3679100","103"," 12","  0"
"136","gap 31","0","100","100","100"
"96","chr19_3715600"," 3715500"," 65"," 14","  0"
"97","chr19_3715700"," 3715600","228"," 51","  5"
"137","gap 32","0","100","100","100"
"99","chr19_3727600"," 3727500","143"," 17","  2"
"100","chr19_3727700"," 3727600"," 29","  3","  0"
"138","gap 33","0","100","100","100"
"102","chr19_3737300"," 3737200","132"," 36","  3"
"103","chr19_3737400"," 3737300"," 63"," 17","  2"
"139","gap 34","0","100","100","100"
"105","chr19_3783400"," 3783300"," 72"," 12","  0"
"106","chr19_3783500"," 3783400","147"," 41","  3"
"140","gap 35","0","100","100","100"
"108","chr19_3806800"," 3806700"," 79"," 31","  6"
"109","chr19_3806900"," 3806800","187"," 43","  7"
"141","gap 36","0","100","100","100"
"1111","chr19_3809100"," 3809000"," 97"," 38","  6"
"1121","chr19_3809200"," 3809100","175"," 44","  7"
"1131","chr19_3809300"," 3809200"," 84"," 17","  0"
"142","gap 37","0","100","100","100"
"1151","chr19_3818300"," 3818200"," 96"," 22","  0"
"1161","chr19_3818400"," 3818300","214"," 42"," 12"
"143","gap 38","0","100","100","100"
"1181","chr19_3821900"," 3821800","141"," 36","  2"
"1191","chr19_3822000"," 3821900"," 77"," 26","  0"
"144","gap 39","0","100","100","100"
"1211","chr19_3824000"," 3823900"," 63"," 20","  4"
"1221","chr19_3824100"," 3824000"," 20","  6","  0"
"145","gap 40","0","100","100","100"
"1241","chr19_3824300"," 3824200"," 87"," 22","  1"
"1251","chr19_3824400"," 3824300"," 55","  9","  2"
"146","gap 41","0","100","100","100"
"1271","chr19_3845600"," 3845500","262","  9","  0"
"1281","chr19_3845700"," 3845600","124","  0","  0"
"147","gap 42","0","100","100","100"
"1301","chr19_3988700"," 3988600","170"," 30","  0"
"1311","chr19_3988800"," 3988700","207"," 37","  2"
"148","gap 43","0","100","100","100"
"1331","chr19_3993800"," 3993700"," 86"," 47","  5"
"1341","chr19_3993900"," 3993800","102"," 34","  3"
"149","gap 44","0","100","100","100"
"1361","chr19_4004000"," 4003900"," 79"," 33"," 13"
"1371","chr19_4004100"," 4004000","103"," 63"," 13"
"150","gap 45","0","100","100","100"
"1391","chr19_4268900"," 4268800","  0","  3","129"
"1401","chr19_4269000"," 4268900","  0","  3"," 81"
"1411","chr19_4269100"," 4269000","  0","  0"," 77"
"151","gap 46","0","100","100","100"
"1431","chr19_4283600"," 4283500","  0","  0"," 34"
"1441","chr19_4283700"," 4283600","  0","  3","145"
"152","gap 47","0","100","100","100"
"1461","chr19_4287100"," 4287000","243","  6","  3"
"1471","chr19_4287200"," 4287100"," 76","  1","  0"
"153","gap 48","0","100","100","100"
"1491","chr19_4313500"," 4313400"," 65"," 58"," 19"
"1501","chr19_4313600"," 4313500"," 50"," 31","  6"
"154","gap 49","0","100","100","100"
"1521","chr19_4320200"," 4320100","194"," 43","  3"
"1531","chr19_4320300"," 4320200","212"," 47","  9"
"155","gap 50","0","100","100","100"
"1551","chr19_4395900"," 4395800","  0","  0","117"
"156","chr19_4396000"," 4395900","  0","  0","114"
"157","gap 51","0","100","100","100"
"158","chr19_4398600"," 4398500","  0","  0"," 43"
"159","chr19_4398700"," 4398600","  4"," 14","178"
"160","gap 52","0","100","100","100"
"161","chr19_4426200"," 4426100","110"," 24"," 15"
"162","chr19_4426300"," 4426200"," 26","  1","  5"
"163","gap 53","0","100","100","100"
"164","chr19_4529900"," 4529800"," 31","  8","  0"
"165","chr19_4530000"," 4529900"," 94"," 18","  0"
"166","gap 54","0","100","100","100"
"167","chr19_4580700"," 4580600","146"," 59","  5"
"168","chr19_4580800"," 4580700","168"," 62","  8"
"169","gap 55","0","100","100","100"
"170","chr19_4581700"," 4581600","139"," 33","  0"
"171","chr19_4581800"," 4581700"," 84"," 25","  0"
"172","gap 56","0","100","100","100"
"173","chr19_4585300"," 4585200"," 73"," 18","  2"
"174","chr19_4585400"," 4585300"," 62"," 23","  0"
"175","gap 57","0","100","100","100"
"176","chr19_4603000"," 4602900","114"," 27","  0"
"177","chr19_4603100"," 4603000","107"," 27","  0"
"178","gap 58","0","100","100","100"
"179","chr19_4604500"," 4604400"," 10"," 13"," 62"
"180","chr19_4604600"," 4604500","  0","  7"," 34"
"181","gap 59","0","100","100","100"
"182","chr19_4613400"," 4613300","152"," 18","  6"
"183","chr19_4613500"," 4613400"," 91","  4","  2"
"184","gap 60","0","100","100","100"
"185","chr19_4632500"," 4632400"," 87"," 42","  9"
"186","chr19_4632600"," 4632500"," 65"," 44","  5"
"187","gap 61","0","100","100","100"
"188","chr19_4720400"," 4720300","119"," 16","  1"
"189","chr19_4720500"," 4720400","217"," 38","  4"
"190","chr19_4720600"," 4720500","139","129"," 61"
"191","chr19_4720700"," 4720600"," 26"," 25"," 12"
"192","gap 62","0","100","100","100"
"193","chr19_4734300"," 4734200"," 89","  4","  0"
"194","chr19_4734400"," 4734300"," 65","  0","  0"
"195","gap 63","0","100","100","100"
"196","chr19_4747400"," 4747300","206"," 60"," 11"
"197","chr19_4747500"," 4747400"," 83"," 32","  2"
"198","gap 64","0","100","100","100"
"199","chr19_4792700"," 4792600"," 13","  5","  3"
"200","chr19_4792800"," 4792700"," 39"," 23"," 34"
"1100","gap 65","0","100","100","100"
"202","chr19_4818800"," 4818700"," 29","  9","  0"
"203","chr19_4818900"," 4818800"," 36"," 10","  0"
"204","chr19_4819000"," 4818900"," 27"," 10","  0"
"1101","gap 66","0","100","100","100"
"206","chr19_4820100"," 4820000"," 13","  1","  0"
"207","chr19_4820200"," 4820100"," 46"," 15","  0"
"1102","gap 67","0","100","100","100"
"209","chr19_4839800"," 4839700","  0","  0"," 52"
"210","chr19_4839900"," 4839800","  0","  0"," 63"
"1103","gap 68","0","100","100","100"
"212","chr19_4878400"," 4878300","  0","  0","119"
"213","chr19_4878500"," 4878400","  0","  0","149"
"214","chr19_4878600"," 4878500","  0","  0","180"
"1104","gap 69","0","100","100","100"
"216","chr19_4883600"," 4883500"," 73"," 19","  2"
"217","chr19_4883700"," 4883600"," 75"," 26","  3"
"1105","gap 70","0","100","100","100"
"219","chr19_4889900"," 4889800"," 94"," 31","  4"
"220","chr19_4890000"," 4889900"," 88"," 24","  0"
"1106","gap 71","0","100","100","100"
"222","chr19_4896600"," 4896500"," 95"," 71"," 32"
"223","chr19_4896700"," 4896600"," 86"," 50"," 20"
"1107","gap 72","0","100","100","100"
"225","chr19_4905200"," 4905100"," 79","  9","  0"
"226","chr19_4905300"," 4905200"," 91"," 15","  0"
"1108","gap 73","0","100","100","100"
"228","chr19_4914600"," 4914500","199"," 36","  3"
"229","chr19_4914700"," 4914600","182"," 30","  1"
"1109","gap 74","0","100","100","100"
"231","chr19_4915800"," 4915700","154"," 42","  4"
"232","chr19_4915900"," 4915800","196"," 33","  4"
"1110","gap 75","0","100","100","100"
"234","chr19_4921500"," 4921400","226"," 56"," 15"
"235","chr19_4921600"," 4921500","155"," 37","  2"
"1112","gap 76","0","100","100","100"
"237","chr19_4932700"," 4932600","146"," 13","  0"
"238","chr19_4932800"," 4932700"," 81","  3","  0"
"1113","gap 77","0","100","100","100"
"240","chr19_4945300"," 4945200","225"," 81","  7"
"241","chr19_4945400"," 4945300","150"," 69"," 12"
"1114","gap 78","0","100","100","100"
"243","chr19_4962500"," 4962400","  0","  0","159"
"244","chr19_4962600"," 4962500","  0","  0","183"
"1115","gap 79","0","100","100","100"
"246","chr19_4967600"," 4967500","109","  0","  0"
"247","chr19_4967700"," 4967600","139","  1","  0"
"1116","gap 80","0","100","100","100"
"249","chr19_4988500"," 4988400"," 79"," 64"," 20"
"250","chr19_4988600"," 4988500","138","102"," 35"
"1117","gap 81","0","100","100","100"
"252","chr19_5026400"," 5026300","202"," 51"," 11"
"253","chr19_5026500"," 5026400"," 92"," 35"," 11"
"1118","gap 82","0","100","100","100"
"255","chr19_5031500"," 5031400","214"," 32","  7"
"256","chr19_5031600"," 5031500","189"," 20","  1"
"1119","gap 83","0","100","100","100"
"258","chr19_5039600"," 5039500","  0","  0","147"
"259","chr19_5039700"," 5039600","  0","  2","163"
"260","chr19_5039800"," 5039700","  4","  5","284"
"1120","gap 84","0","100","100","100"
"262","chr19_5131000"," 5130900","105"," 54"," 14"
"263","chr19_5131100"," 5131000","118"," 70"," 19"
"1122","gap 85","0","100","100","100"
"265","chr19_5165800"," 5165700","216"," 19","  0"
"266","chr19_5165900"," 5165800","218"," 24","  0"
"1123","gap 86","0","100","100","100"
"268","chr19_5185000"," 5184900"," 60","  8","  0"
"269","chr19_5185100"," 5185000"," 75","  8","  0"
"1124","gap 87","0","100","100","100"
"271","chr19_5204800"," 5204700","129"," 51"," 20"
"272","chr19_5204900"," 5204800","108"," 57"," 30"
"1125","gap 88","0","100","100","100"
"274","chr19_5234500"," 5234400","193"," 25","  0"
"275","chr19_5234600"," 5234500","130"," 12","  0"
"1126","gap 89","0","100","100","100"
"277","chr19_5247300"," 5247200","145"," 64"," 36"
"278","chr19_5247400"," 5247300","151"," 46"," 44"
"1127","gap 90","0","100","100","100"
"280","chr19_5265800"," 5265700","150"," 15","  0"
"281","chr19_5265900"," 5265800","235"," 29","  8"
"1128","gap 91","0","100","100","100"
"283","chr19_5295200"," 5295100","  0","  0","107"
"284","chr19_5295300"," 5295200","  0","  0","102"
"1129","gap 92","0","100","100","100"
"286","chr19_5306900"," 5306800"," 89","  0","  0"
"287","chr19_5307000"," 5306900","105","  0","  0"
"1130","gap 93","0","100","100","100"
"289","chr19_5316400"," 5316300"," 60"," 11","  0"
"290","chr19_5316500"," 5316400"," 30","  0","  0"
"291","chr19_5316600"," 5316500"," 81","  5","  0"
"1132","gap 94","0","100","100","100"
"293","chr19_5316900"," 5316800"," 19","  0","  0"
"294","chr19_5317000"," 5316900"," 13","  0","  0"
"295","chr19_5317100"," 5317000"," 21","  0","  0"
"1133","gap 95","0","100","100","100"
"297","chr19_5317600"," 5317500"," 35","  3","  0"
"298","chr19_5317700"," 5317600"," 25","  0","  0"
"1134","gap 96","0","100","100","100"
"300","chr19_5336100"," 5336000","249"," 26","  4"
"301","chr19_5336200"," 5336100","259"," 22","  4"
"1135","gap 97","0","100","100","100"
"303","chr19_5370400"," 5370300","211"," 45","  3"
"304","chr19_5370500"," 5370400"," 96"," 18","  2"
"1136","gap 98","0","100","100","100"
"306","chr19_5381200"," 5381100","283"," 47","  5"
"307","chr19_5381300"," 5381200","122"," 26","  0"
"1137","gap 99","0","100","100","100"
"309","chr19_5431000"," 5430900","248"," 58","  7"
"310","chr19_5431100"," 5431000","200"," 52","  6"
"1138","gap 100","0","100","100","100"
"312","chr19_5433800"," 5433700","  5"," 15","177"
"313","chr19_5433900"," 5433800","  0","  0"," 10"
"1139","gap 101","0","100","100","100"
"315","chr19_5436100"," 5436000"," 60"," 18","  5"
"316","chr19_5436200"," 5436100"," 89"," 27","  1"
"1140","gap 102","0","100","100","100"
"318","chr19_5446900"," 5446800"," 96"," 46"," 17"
"319","chr19_5447000"," 5446900"," 81"," 68"," 14"
"1141","gap 103","0","100","100","100"
"321","chr19_5456600"," 5456500","  0","  0","200"
"322","chr19_5456700"," 5456600","  0","  6","226"
"1142","gap 104","0","100","100","100"
"324","chr19_5491500"," 5491400","  0","  0","152"
"325","chr19_5491600"," 5491500","  0","  0","138"
"1143","gap 105","0","100","100","100"
"327","chr19_5496300"," 5496200"," 67"," 14","  2"
"328","chr19_5496400"," 5496300"," 61"," 20","  4"
"1144","gap 106","0","100","100","100"
"330","chr19_5498500"," 5498400"," 81","  7","  0"
"331","chr19_5498600"," 5498500","231"," 40","  2"
"332","chr19_5498700"," 5498600","206"," 43","  5"
"1145","gap 107","0","100","100","100"
"334","chr19_5527500"," 5527400"," 84"," 29","  9"
"335","chr19_5527600"," 5527500","112"," 40"," 13"
"1146","gap 108","0","100","100","100"
"337","chr19_5539800"," 5539700","196"," 43"," 14"
"338","chr19_5539900"," 5539800","156"," 39"," 23"
"1147","gap 109","0","100","100","100"
"340","chr19_5540500"," 5540400","151","  4","  0"
"341","chr19_5540600"," 5540500","266","  5","  0"
"1148","gap 110","0","100","100","100"
"343","chr19_5549900"," 5549800","336"," 21","  6"
"344","chr19_5550000"," 5549900"," 84"," 11","  0"
"1149","gap 111","0","100","100","100"
"346","chr19_5551400"," 5551300","177"," 55","  3"
"347","chr19_5551500"," 5551400","132"," 50","  8"
"1150","gap 112","0","100","100","100"
"349","chr19_5570500"," 5570400","127"," 33","  3"
"350","chr19_5570600"," 5570500","200"," 49","  6"
"1152","gap 113","0","100","100","100"
"352","chr19_5643900"," 5643800","190"," 37","  2"
"353","chr19_5644000"," 5643900","158"," 52","  1"
"1153","gap 114","0","100","100","100"
"355","chr19_5654400"," 5654300","  0","  0"," 53"
"356","chr19_5654500"," 5654400","  3","  0"," 83"
"1154","gap 115","0","100","100","100"
"358","chr19_5655600"," 5655500","142"," 65"," 22"
"359","chr19_5655700"," 5655600","142"," 58"," 39"
"1155","gap 116","0","100","100","100"
"361","chr19_5660800"," 5660700","162","  7","  2"
"362","chr19_5660900"," 5660800"," 30","  4","  0"
"1156","gap 117","0","100","100","100"
"364","chr19_5663800"," 5663700","  0","  0"," 76"
"365","chr19_5663900"," 5663800","  0","  2"," 94"
"1157","gap 118","0","100","100","100"
"367","chr19_5670300"," 5670200","193"," 18","  4"
"368","chr19_5670400"," 5670300"," 99"," 12","  0"
"1158","gap 119","0","100","100","100"
"370","chr19_5673300"," 5673200","173"," 36","  0"
"371","chr19_5673400"," 5673300","197"," 33","  5"
"1159","gap 120","0","100","100","100"
"373","chr19_5697400"," 5697300","221"," 39","  5"
"374","chr19_5697500"," 5697400","130"," 19","  0"
"1160","gap 121","0","100","100","100"
"376","chr19_5760800"," 5760700","119"," 25","  2"
"377","chr19_5760900"," 5760800","131"," 18","  2"
"1162","gap 122","0","100","100","100"
"379","chr19_5803200"," 5803100","  0","  4","174"
"380","chr19_5803300"," 5803200","  0","  0","100"
"1163","gap 123","0","100","100","100"
"382","chr19_5803900"," 5803800","  0","  0","127"
"383","chr19_5804000"," 5803900","  0","  0","144"
"1164","gap 124","0","100","100","100"
"385","chr19_5830200"," 5830100"," 69"," 31","  3"
"386","chr19_5830300"," 5830200","172"," 54","  3"
"1165","gap 125","0","100","100","100"
"388","chr19_5844900"," 5844800","173","  3","  4"
"389","chr19_5845000"," 5844900","221","  8","  7"
"1166","gap 126","0","100","100","100"
"391","chr19_5846300"," 5846200","  0","  2","149"
"392","chr19_5846400"," 5846300","  0","  0"," 84"
"1167","gap 127","0","100","100","100"
"394","chr19_5853100"," 5853000","129"," 35","  6"
"395","chr19_5853200"," 5853100"," 99"," 37"," 12"
"1168","gap 128","0","100","100","100"
"397","chr19_5880200"," 5880100"," 81","  3","  0"
"398","chr19_5880300"," 5880200","205"," 21","  2"
"1169","gap 129","0","100","100","100"
"400","chr19_5900500"," 5900400","142"," 31","  8"
"401","chr19_5900600"," 5900500","248"," 41","  4"
"1170","gap 130","0","100","100","100"
"403","chr19_5925500"," 5925400"," 28"," 86","191"
"404","chr19_5925600"," 5925500","  8"," 21"," 87"
"1171","gap 131","0","100","100","100"
"406","chr19_5963800"," 5963700","  0","  6","186"
"407","chr19_5963900"," 5963800","  0","  0","105"
"1172","gap 132","0","100","100","100"
"409","chr19_5967900"," 5967800"," 57"," 25","  2"
"410","chr19_5968000"," 5967900","122"," 48"," 13"
"1173","gap 133","0","100","100","100"
"412","chr19_5971500"," 5971400","206"," 60","  9"
"413","chr19_5971600"," 5971500","122"," 48"," 13"
"1174","gap 134","0","100","100","100"
"415","chr19_5984300"," 5984200","205"," 47","  3"
"416","chr19_5984400"," 5984300","117"," 20","  0"
"1175","gap 135","0","100","100","100"
"418","chr19_6008800"," 6008700","122"," 18","  0"
"419","chr19_6008900"," 6008800","240"," 47","  4"
"1176","gap 136","0","100","100","100"
"421","chr19_6014300"," 6014200"," 90","  0","  0"
"422","chr19_6014400"," 6014300","184","  7","  0"
"1177","gap 137","0","100","100","100"
"424","chr19_6016300"," 6016200"," 43"," 53"," 44"
"425","chr19_6016400"," 6016300"," 52"," 51"," 72"
"1178","gap 138","0","100","100","100"
"427","chr19_6029900"," 6029800","133"," 11","  0"
"428","chr19_6030000"," 6029900","203"," 16","  3"
"1179","gap 139","0","100","100","100"
"430","chr19_6070800"," 6070700","144","  3","  0"
"431","chr19_6070900"," 6070800"," 97","  0","  0"
"1180","gap 140","0","100","100","100"
"433","chr19_6076800"," 6076700","  0","  2","201"
"434","chr19_6076900"," 6076800","  0","  0","265"
"1182","gap 141","0","100","100","100"
"436","chr19_6081400"," 6081300","203"," 50","  1"
"437","chr19_6081500"," 6081400"," 76"," 31","  1"
"1183","gap 142","0","100","100","100"
"439","chr19_6087100"," 6087000","173"," 26","  0"
"440","chr19_6087200"," 6087100","205"," 22","  2"
"1184","gap 143","0","100","100","100"
"442","chr19_6088600"," 6088500","100"," 37","  6"
"443","chr19_6088700"," 6088600","121"," 49","  8"
"1185","gap 144","0","100","100","100"
"445","chr19_6115500"," 6115400","200"," 51","  0"
"446","chr19_6115600"," 6115500","170"," 56","  2"
"1186","gap 145","0","100","100","100"
"448","chr19_6123600"," 6123500"," 27","102"," 92"
"449","chr19_6123700"," 6123600"," 37"," 89","117"
"1187","gap 146","0","100","100","100"
"451","chr19_6131200"," 6131100","173"," 50"," 11"
"452","chr19_6131300"," 6131200","110"," 36","  3"
"1188","gap 147","0","100","100","100"
"454","chr19_6162300"," 6162200","176"," 55","  4"
"455","chr19_6162400"," 6162300"," 62"," 26","  3"
"1189","gap 148","0","100","100","100"
"457","chr19_6816400"," 6816300","137"," 27","  0"
"458","chr19_6816500"," 6816400","113"," 23","  0"
"1190","gap 149","0","100","100","100"
"460","chr19_6831400"," 6831300"," 65","  4"," 18"
"461","chr19_6831500"," 6831400","  8","  1","  6"
"1192","gap 150","0","100","100","100"
"463","chr19_6922600"," 6922500","  0","  0","108"
