"","binID","start","high","medium","low"
"26357","chr14_3006400","3006300","19","6","0"
"2","chr14_3006500","  3006400"," 53"," 18","  0"
"1","gap 1","0","100","100","100"
"4","chr14_3048200","  3048100"," 33"," 34"," 23"
"5","chr14_3048300","  3048200"," 22"," 40"," 31"
"11","gap 2","0","100","100","100"
"7","chr14_3051100","  3051000"," 32"," 13","  3"
"8","chr14_3051200","  3051100"," 43"," 19","  2"
"9","chr14_3051300","  3051200","184"," 39","  9"
"12","gap 3","0","100","100","100"
"111","chr14_3100300","  3100200"," 65"," 11","  0"
"121","chr14_3100400","  3100300"," 31","  0","  0"
"13","gap 4","0","100","100","100"
"14","chr14_3115700","  3115600"," 31","  1","  0"
"15","chr14_3115800","  3115700"," 14","  2","  0"
"16","gap 5","0","100","100","100"
"17","chr14_3117000","  3116900"," 23","  4","  0"
"18","chr14_3117100","  3117000"," 27","  0","  0"
"19","gap 6","0","100","100","100"
"20","chr14_3120300","  3120200"," 18","  3","  6"
"21","chr14_3120400","  3120300"," 13","  2","  6"
"110","gap 7","0","100","100","100"
"23","chr14_3167200","  3167100","  9","  0","  0"
"24","chr14_3167300","  3167200"," 12","  0","  0"
"25","chr14_3167400","  3167300"," 18","  6","  2"
"112","gap 8","0","100","100","100"
"27","chr14_3177200","  3177100"," 10","  0","  0"
"28","chr14_3177300","  3177200","161","  4","  0"
"113","gap 9","0","100","100","100"
"30","chr14_3209300","  3209200","  0","  0"," 74"
"31","chr14_3209400","  3209300","  0","  1"," 52"
"114","gap 10","0","100","100","100"
"33","chr14_3210000","  3209900"," 18","  0","  0"
"34","chr14_3210100","  3210000","  6","  0","  1"
"115","gap 11","0","100","100","100"
"36","chr14_3237300","  3237200"," 23","  6","  0"
"37","chr14_3237400","  3237300"," 39","  5","  0"
"116","gap 12","0","100","100","100"
"39","chr14_3272000","  3271900"," 30","  5","  2"
"40","chr14_3272100","  3272000"," 62"," 16","  1"
"41","chr14_3272200","  3272100"," 43"," 10","  5"
"117","gap 13","0","100","100","100"
"43","chr14_3275700","  3275600"," 28","  0","  0"
"44","chr14_3275800","  3275700","  8","  2","  0"
"118","gap 14","0","100","100","100"
"46","chr14_3277500","  3277400"," 44"," 10","  3"
"47","chr14_3277600","  3277500"," 29","  7","  0"
"119","gap 15","0","100","100","100"
"49","chr14_3291000","  3290900"," 52","  8","  4"
"50","chr14_3291100","  3291000"," 25","  4","  0"
"120","gap 16","0","100","100","100"
"52","chr14_3325600","  3325500"," 19","  2","  0"
"53","chr14_3325700","  3325600"," 53","  9","  0"
"122","gap 17","0","100","100","100"
"55","chr14_3333300","  3333200","  0","  0"," 34"
"56","chr14_3333400","  3333300","  0","  0"," 42"
"123","gap 18","0","100","100","100"
"58","chr14_3815300","  3815200"," 45"," 21","  1"
"59","chr14_3815400","  3815300"," 64"," 21","  2"
"124","gap 19","0","100","100","100"
"61","chr14_3912200","  3912100"," 52","  0","  0"
"62","chr14_3912300","  3912200"," 46","  0","  0"
"125","gap 20","0","100","100","100"
"64","chr14_3929400","  3929300"," 25","  7","  2"
"65","chr14_3929500","  3929400"," 30","  6","  3"
"126","gap 21","0","100","100","100"
"67","chr14_4019700","  4019600","  0","  2","  4"
"68","chr14_4019800","  4019700","  0","  0"," 11"
"127","gap 22","0","100","100","100"
"70","chr14_4064800","  4064700"," 21","  0","  0"
"71","chr14_4064900","  4064800"," 13","  0","  0"
"128","gap 23","0","100","100","100"
"73","chr14_4088100","  4088000"," 53"," 49","  4"
"74","chr14_4088200","  4088100","  7","  8","  1"
"129","gap 24","0","100","100","100"
"76","chr14_4097700","  4097600"," 10","  0","  0"
"77","chr14_4097800","  4097700"," 44"," 18","  0"
"78","chr14_4097900","  4097800"," 12","  0","  0"
"79","chr14_4098000","  4097900"," 11","  0","  0"
"130","gap 25","0","100","100","100"
"81","chr14_4111800","  4111700"," 18"," 21","  7"
"82","chr14_4111900","  4111800","  9","  3","  0"
"131","gap 26","0","100","100","100"
"84","chr14_4112200","  4112100"," 10","  1","  0"
"85","chr14_4112300","  4112200"," 24"," 10","  0"
"132","gap 27","0","100","100","100"
"87","chr14_4143200","  4143100"," 51","  7","  2"
"88","chr14_4143300","  4143200"," 26","  7","  2"
"133","gap 28","0","100","100","100"
"90","chr14_4153600","  4153500"," 42"," 16","  2"
"91","chr14_4153700","  4153600"," 28"," 14","  1"
"134","gap 29","0","100","100","100"
"93","chr14_4210300","  4210200","206"," 28","  6"
"94","chr14_4210400","  4210300"," 28","  0","  0"
"95","chr14_4210500","  4210400"," 30","  1","  0"
"135","gap 30","0","100","100","100"
"97","chr14_4221200","  4221100","  4","  4","  0"
"98","chr14_4221300","  4221200"," 15","  2","  0"
"136","gap 31","0","100","100","100"
"100","chr14_4229000","  4228900"," 12","  5","  0"
"101","chr14_4229100","  4229000"," 14","  4","  0"
"137","gap 32","0","100","100","100"
"103","chr14_4240000","  4239900"," 19","  2","  0"
"104","chr14_4240100","  4240000"," 38","  3","  0"
"138","gap 33","0","100","100","100"
"106","chr14_4320200","  4320100"," 68"," 19","  3"
"107","chr14_4320300","  4320200"," 40","  9","  0"
"139","gap 34","0","100","100","100"
"109","chr14_4334300","  4334200","  0","  2"," 55"
"1101","chr14_4334400","  4334300","  0","  0"," 26"
"140","gap 35","0","100","100","100"
"1121","chr14_4336100","  4336000"," 23"," 11","  0"
"1131","chr14_4336200","  4336100"," 33","  8","  1"
"1141","chr14_4336300","  4336200"," 13","  8","  2"
"1151","chr14_4336400","  4336300","  3","  7","  0"
"141","gap 36","0","100","100","100"
"1171","chr14_4360100","  4360000"," 14","  9","  2"
"1181","chr14_4360200","  4360100"," 25","  6","  0"
"142","gap 37","0","100","100","100"
"1201","chr14_4371500","  4371400"," 63"," 18","  3"
"1211","chr14_4371600","  4371500"," 36"," 12","  0"
"143","gap 38","0","100","100","100"
"1231","chr14_4407600","  4407500"," 40"," 15","  0"
"1241","chr14_4407700","  4407600"," 42","  8","  0"
"144","gap 39","0","100","100","100"
"1261","chr14_4416900","  4416800"," 10","  4","  0"
"1271","chr14_4417000","  4416900","  4","  5","  0"
"145","gap 40","0","100","100","100"
"1291","chr14_4432500","  4432400"," 10","  0","  0"
"1301","chr14_4432600","  4432500"," 58","  7","  0"
"146","gap 41","0","100","100","100"
"1321","chr14_4467200","  4467100"," 13","  0","  0"
"1331","chr14_4467300","  4467200"," 21","  5","  0"
"147","gap 42","0","100","100","100"
"1351","chr14_4473800","  4473700"," 83","  8","  0"
"1361","chr14_4473900","  4473800"," 70","  8","  1"
"148","gap 43","0","100","100","100"
"1381","chr14_4526100","  4526000"," 29","  9","  5"
"1391","chr14_4526200","  4526100","  9","  0","  0"
"149","gap 44","0","100","100","100"
"1411","chr14_4535100","  4535000"," 22"," 19","  1"
"1421","chr14_4535200","  4535100"," 17","  7","  0"
"150","gap 45","0","100","100","100"
"1441","chr14_4571000","  4570900"," 30","  6","  0"
"1451","chr14_4571100","  4571000"," 23","  4","  2"
"151","gap 46","0","100","100","100"
"1471","chr14_4572200","  4572100"," 35","  0","  0"
"1481","chr14_4572300","  4572200"," 35","  0","  0"
"152","gap 47","0","100","100","100"
"1501","chr14_4595100","  4595000"," 16","  0","  0"
"1511","chr14_4595200","  4595100"," 31","  3","  1"
"1521","chr14_4595300","  4595200"," 44","  4","  0"
"153","chr14_4595400","  4595300"," 23","  4","  2"
"154","gap 48","0","100","100","100"
"155","chr14_4613600","  4613500"," 19","  0","  0"
"156","chr14_4613700","  4613600"," 10","  0","  0"
"157","gap 49","0","100","100","100"
"158","chr14_4650400","  4650300","  0","  0"," 23"
"159","chr14_4650500","  4650400","  0","  0"," 35"
"160","gap 50","0","100","100","100"
"161","chr14_4651100","  4651000"," 41"," 15","  3"
"162","chr14_4651200","  4651100"," 10","  1","  0"
"163","chr14_4651300","  4651200","  8","  4","  0"
"164","gap 51","0","100","100","100"
"165","chr14_4681100","  4681000"," 14","  0","  0"
"166","chr14_4681200","  4681100","  7","  0","  0"
"167","gap 52","0","100","100","100"
"168","chr14_4694500","  4694400"," 50","  4","  1"
"169","chr14_4694600","  4694500"," 19","  0","  0"
"170","gap 53","0","100","100","100"
"171","chr14_4727200","  4727100","  0","  0"," 58"
"172","chr14_4727300","  4727200","  0","  0"," 71"
"173","chr14_4727400","  4727300","  0","  0"," 21"
"174","chr14_4727500","  4727400","  4","  4"," 97"
"175","chr14_4727600","  4727500","  3","  8"," 76"
"176","chr14_4727700","  4727600","  0","  0"," 23"
"177","gap 54","0","100","100","100"
"178","chr14_4745600","  4745500"," 38","  3","  2"
"179","chr14_4745700","  4745600","114"," 21","  3"
"180","gap 55","0","100","100","100"
"181","chr14_4855100","  4855000","  0","  4"," 39"
"182","chr14_4855200","  4855100","  0","  5"," 35"
"183","gap 56","0","100","100","100"
"184","chr14_4882500","  4882400"," 20","  5","  2"
"185","chr14_4882600","  4882500"," 22","  4","  0"
"186","gap 57","0","100","100","100"
"187","chr14_4935600","  4935500"," 43"," 11","  0"
"188","chr14_4935700","  4935600"," 21","  4","  0"
"189","gap 58","0","100","100","100"
"190","chr14_4940200","  4940100"," 81"," 17","  3"
"191","chr14_4940300","  4940200"," 49","  9","  0"
"192","gap 59","0","100","100","100"
"193","chr14_4944200","  4944100"," 17","  3","  0"
"194","chr14_4944300","  4944200"," 47","  9","  0"
"195","chr14_4944400","  4944300"," 57"," 13","  0"
"196","gap 60","0","100","100","100"
"197","chr14_5071800","  5071700","  0","  0"," 21"
"198","chr14_5071900","  5071800","  2","  3"," 18"
"199","chr14_5072000","  5071900","  4","  5"," 62"
"1100","gap 61","0","100","100","100"
"201","chr14_5838500","  5838400"," 19","  3","  0"
"202","chr14_5838600","  5838500"," 39","  3","  0"
"203","chr14_5838700","  5838600"," 24","  6","  0"
"1102","gap 62","0","100","100","100"
"205","chr14_5852000","  5851900"," 49"," 12","  2"
"206","chr14_5852100","  5852000"," 56"," 23","  0"
"1103","gap 63","0","100","100","100"
"208","chr14_5853700","  5853600"," 59"," 18","  0"
"209","chr14_5853800","  5853700"," 36","  7","  0"
"1104","gap 64","0","100","100","100"
"211","chr14_5879200","  5879100","  0","  0","  9"
"212","chr14_5879300","  5879200","  0","  8"," 33"
"1105","gap 65","0","100","100","100"
"214","chr14_5958600","  5958500"," 14","  0","  0"
"215","chr14_5958700","  5958600"," 35","  7","  2"
"1106","gap 66","0","100","100","100"
"217","chr14_5960300","  5960200"," 11"," 13","  4"
"218","chr14_5960400","  5960300"," 29"," 22"," 12"
"1107","gap 67","0","100","100","100"
"220","chr14_5961000","  5960900","  0","  0"," 16"
"221","chr14_5961100","  5961000","  0","  0"," 14"
"1108","gap 68","0","100","100","100"
"223","chr14_5972600","  5972500"," 65"," 13","  5"
"224","chr14_5972700","  5972600"," 53","  6","  0"
"1109","gap 69","0","100","100","100"
"226","chr14_6038700","  6038600","  0","  0"," 13"
"227","chr14_6038800","  6038700","  0","  0","  8"
"1110","gap 70","0","100","100","100"
"229","chr14_6067800","  6067700","  8","  0","  0"
"230","chr14_6067900","  6067800"," 81"," 11","  4"
"1111","gap 71","0","100","100","100"
"232","chr14_6107000","  6106900"," 21"," 11","  0"
"233","chr14_6107100","  6107000"," 12","  2","  0"
"1112","gap 72","0","100","100","100"
"235","chr14_6127200","  6127100"," 34"," 14","  0"
"236","chr14_6127300","  6127200"," 16","  3","  0"
"1113","gap 73","0","100","100","100"
"238","chr14_6146500","  6146400"," 66"," 23","  0"
"239","chr14_6146600","  6146500"," 15","  0","  0"
"1114","gap 74","0","100","100","100"
"241","chr14_6181000","  6180900"," 11","  4","  0"
"242","chr14_6181100","  6181000"," 33"," 10","  0"
"243","chr14_6181200","  6181100"," 11","  0","  0"
"1115","gap 75","0","100","100","100"
"245","chr14_6193100","  6193000"," 57"," 30","  4"
"246","chr14_6193200","  6193100"," 22","  7","  3"
"1116","gap 76","0","100","100","100"
"248","chr14_6283000","  6282900"," 23","  0","  0"
"249","chr14_6283100","  6283000"," 28","  0","  0"
"1117","gap 77","0","100","100","100"
