"","binID","start","high","medium","low"
"48020","chr7_3638700","3638600","194","0","0"
"2","chr7_3638800","  3638700","214","  4","  0"
"1","gap 1","0","100","100","100"
"4","chr7_3639600","  3639500","386"," 46","  3"
"5","chr7_3639700","  3639600","356"," 54","  2"
"11","gap 2","0","100","100","100"
"7","chr7_3641700","  3641600","163"," 35","  0"
"8","chr7_3641800","  3641700","115"," 40","  0"
"12","gap 3","0","100","100","100"
"10","chr7_3656900","  3656800","135"," 47","  5"
"111","chr7_3657000","  3656900"," 67"," 22","  0"
"13","gap 4","0","100","100","100"
"131","chr7_3658700","  3658600"," 64","  0","  0"
"14","chr7_3658800","  3658700"," 84","  0","  0"
"15","gap 5","0","100","100","100"
"16","chr7_3665700","  3665600","  0","  2","396"
"17","chr7_3665800","  3665700","  0","  0","196"
"18","gap 6","0","100","100","100"
"19","chr7_3704100","  3704000","  0","  0","141"
"20","chr7_3704200","  3704100","  0","  0","158"
"110","gap 7","0","100","100","100"
"22","chr7_3798500","  3798400","117"," 55"," 14"
"23","chr7_3798600","  3798500","193"," 93"," 41"
"112","gap 8","0","100","100","100"
"25","chr7_3927900","  3927800"," 44"," 27","  3"
"26","chr7_3928000","  3927900"," 17","  4","  0"
"113","gap 9","0","100","100","100"
"28","chr7_4058000","  4057900"," 14","  0","  0"
"29","chr7_4058100","  4058000"," 19","  0","  0"
"30","chr7_4058200","  4058100"," 44","  5","  0"
"114","gap 10","0","100","100","100"
"32","chr7_4061700","  4061600"," 35"," 56"," 29"
"33","chr7_4061800","  4061700"," 51"," 66"," 53"
"115","gap 11","0","100","100","100"
"35","chr7_4122600","  4122500"," 77"," 88","123"
"36","chr7_4122700","  4122600"," 16"," 13"," 33"
"116","gap 12","0","100","100","100"
"38","chr7_4132300","  4132200","156"," 77"," 48"
"39","chr7_4132400","  4132300","126"," 57"," 36"
"117","gap 13","0","100","100","100"
"41","chr7_4275300","  4275200"," 93"," 44"," 10"
"42","chr7_4275400","  4275300"," 72"," 31","  1"
"118","gap 14","0","100","100","100"
"44","chr7_4304400","  4304300"," 29","  0","  0"
"45","chr7_4304500","  4304400"," 27","  0","  0"
"46","chr7_4304600","  4304500"," 24","  0","  0"
"119","gap 15","0","100","100","100"
"48","chr7_4304900","  4304800","123"," 23","  0"
"49","chr7_4305000","  4304900","112"," 19","  1"
"120","gap 16","0","100","100","100"
"51","chr7_4305700","  4305600"," 37"," 12","  0"
"52","chr7_4305800","  4305700"," 70"," 15","  0"
"121","gap 17","0","100","100","100"
"54","chr7_4313600","  4313500"," 78"," 45","  4"
"55","chr7_4313700","  4313600","145"," 61","  4"
"122","gap 18","0","100","100","100"
"57","chr7_4387200","  4387100"," 36"," 18","  0"
"58","chr7_4387300","  4387200","141"," 73"," 12"
"123","gap 19","0","100","100","100"
"60","chr7_4511400","  4511300","170"," 11","  0"
"61","chr7_4511500","  4511400","333"," 19"," 10"
"124","gap 20","0","100","100","100"
"63","chr7_4513100","  4513000","184"," 63","  5"
"64","chr7_4513200","  4513100","162"," 53"," 11"
"125","gap 21","0","100","100","100"
"66","chr7_4589000","  4588900"," 51","  9","  4"
"67","chr7_4589100","  4589000"," 32","  8","  0"
"68","chr7_4589200","  4589100"," 12","  5","  0"
"126","gap 22","0","100","100","100"
"70","chr7_4745900","  4745800","214","102"," 24"
"71","chr7_4746000","  4745900","150"," 93"," 17"
"127","gap 23","0","100","100","100"
"73","chr7_4814200","  4814100"," 44","  6","  0"
"74","chr7_4814300","  4814200","306"," 18","  2"
"128","gap 24","0","100","100","100"
"76","chr7_4848400","  4848300","204"," 86"," 14"
"77","chr7_4848500","  4848400","160"," 91"," 21"
"129","gap 25","0","100","100","100"
"79","chr7_4919900","  4919800","223"," 23","  2"
"80","chr7_4920000","  4919900","156"," 12","  0"
"130","gap 26","0","100","100","100"
"82","chr7_4920300","  4920200","127"," 18","  0"
"83","chr7_4920400","  4920300","130"," 13","  0"
"132","gap 27","0","100","100","100"
"85","chr7_4923200","  4923100","  0","  7","365"
"86","chr7_4923300","  4923200","  0","  0","137"
"133","gap 28","0","100","100","100"
"88","chr7_5029700","  5029600","309","  3","  0"
"89","chr7_5029800","  5029700","353","  0","  0"
"134","gap 29","0","100","100","100"
"91","chr7_5031200","  5031100","150","  9","  0"
"92","chr7_5031300","  5031200"," 35","  0","  0"
"93","chr7_5031400","  5031300","127","  3","  0"
"135","gap 30","0","100","100","100"
"95","chr7_5036900","  5036800","238"," 17","  0"
"96","chr7_5037000","  5036900","297"," 20","  1"
"136","gap 31","0","100","100","100"
"98","chr7_5075200","  5075100","141"," 62"," 12"
"99","chr7_5075300","  5075200","219"," 60"," 20"
"137","gap 32","0","100","100","100"
"101","chr7_5080800","  5080700","  0","  3","285"
"102","chr7_5080900","  5080800","  0","  7","333"
"138","gap 33","0","100","100","100"
"104","chr7_5128800","  5128700"," 95","103"," 44"
"105","chr7_5128900","  5128800","159","152"," 88"
"139","gap 34","0","100","100","100"
"107","chr7_5174500","  5174400"," 99"," 50","  5"
"108","chr7_5174600","  5174500"," 96"," 33","  4"
"140","gap 35","0","100","100","100"
"1101","chr7_5202700","  5202600","152"," 16","  0"
"1111","chr7_5202800","  5202700"," 14","  0","  0"
"1121","chr7_5202900","  5202800"," 11","  0","  0"
"1131","chr7_5203000","  5202900"," 12","  0","  0"
"141","gap 36","0","100","100","100"
"1151","chr7_5276000","  5275900"," 21","  0","  0"
"1161","chr7_5276100","  5276000"," 24","  0","  0"
"142","gap 37","0","100","100","100"
"1181","chr7_5290900","  5290800"," 69"," 37"," 15"
"1191","chr7_5291000","  5290900"," 55"," 49"," 13"
"143","gap 38","0","100","100","100"
"1211","chr7_5443300","  5443200","156"," 70"," 13"
"1221","chr7_5443400","  5443300","104"," 26","  9"
"144","gap 39","0","100","100","100"
"1241","chr7_5522600","  5522500","148"," 18","  8"
"1251","chr7_5522700","  5522600"," 66"," 18","  6"
"145","gap 40","0","100","100","100"
"1271","chr7_5592700","  5592600"," 39"," 19","  5"
"1281","chr7_5592800","  5592700","  9","  3","  0"
"146","gap 41","0","100","100","100"
"1301","chr7_5594600","  5594500"," 62","  2","  0"
"1311","chr7_5594700","  5594600"," 57","  0","  0"
"147","gap 42","0","100","100","100"
"1331","chr7_5616100","  5616000","263"," 50","  4"
"1341","chr7_5616200","  5616100","126"," 31","  2"
"1351","chr7_5616300","  5616200"," 77"," 13","  0"
"148","gap 43","0","100","100","100"
"1371","chr7_5621200","  5621100","227"," 71"," 10"
"1381","chr7_5621300","  5621200","159"," 39","  4"
"149","gap 44","0","100","100","100"
"1401","chr7_5836500","  5836400"," 32","  0","  0"
"1411","chr7_5836600","  5836500"," 64","  3","  0"
"150","gap 45","0","100","100","100"
"1431","chr7_5853800","  5853700","131","  8","  0"
"1441","chr7_5853900","  5853800"," 16","  0","  0"
"151","gap 46","0","100","100","100"
"1461","chr7_5859900","  5859800"," 67"," 19","  0"
"1471","chr7_5860000","  5859900","  4","  0","  0"
"152","gap 47","0","100","100","100"
"1491","chr7_5860500","  5860400"," 51"," 13","  0"
"1501","chr7_5860600","  5860500"," 17","  0","  0"
"153","gap 48","0","100","100","100"
"1521","chr7_5899700","  5899600","263"," 56"," 11"
"1531","chr7_5899800","  5899700","105"," 13","  3"
"154","gap 49","0","100","100","100"
"155","chr7_5905000","  5904900","114","  8","  0"
"156","chr7_5905100","  5905000","145","  4","  0"
"157","gap 50","0","100","100","100"
"158","chr7_5990500","  5990400","289"," 37"," 16"
"159","chr7_5990600","  5990500"," 74","  5","  2"
"160","gap 51","0","100","100","100"
"161","chr7_6010600","  6010500","156","  7","  0"
"162","chr7_6010700","  6010600"," 97"," 12","  0"
"163","gap 52","0","100","100","100"
"164","chr7_6019400","  6019300","141"," 20"," 10"
"165","chr7_6019500","  6019400","164"," 38","  5"
"166","gap 53","0","100","100","100"
"167","chr7_6070500","  6070400"," 60"," 70"," 23"
"168","chr7_6070600","  6070500","128","118"," 32"
"169","gap 54","0","100","100","100"
"170","chr7_6074400","  6074300","151"," 80"," 22"
"171","chr7_6074500","  6074400","116"," 43","  7"
"172","chr7_6074600","  6074500"," 60"," 20","  0"
"173","gap 55","0","100","100","100"
"174","chr7_6074800","  6074700","103"," 45","  3"
"175","chr7_6074900","  6074800"," 24"," 14","  0"
"176","gap 56","0","100","100","100"
"177","chr7_6142100","  6142000","153"," 38","  3"
"178","chr7_6142200","  6142100","260"," 64","  9"
"179","chr7_6142300","  6142200","329"," 59"," 13"
"180","gap 57","0","100","100","100"
"181","chr7_6171600","  6171500","  0","  0","246"
"182","chr7_6171700","  6171600","  0","  0","249"
"183","gap 58","0","100","100","100"
"184","chr7_6204200","  6204100","189"," 94"," 24"
