"","binID","start","high","medium","low"
"55367","chr5_3021700","3021600","25","5","0"
"2","chr5_3021800","  3021700"," 89"," 23"," 10"
"1","gap 1","0","100","100","100"
"4","chr5_3023600","  3023500"," 61"," 22","  9"
"5","chr5_3023700","  3023600"," 12","  0","  0"
"11","gap 2","0","100","100","100"
"7","chr5_3024700","  3024600"," 42","  8","  0"
"8","chr5_3024800","  3024700"," 24","  9","  0"
"12","gap 3","0","100","100","100"
"10","chr5_3025500","  3025400"," 40","  2","  0"
"111","chr5_3025600","  3025500","137"," 12","  0"
"13","gap 4","0","100","100","100"
"131","chr5_3026000","  3025900","211"," 50"," 15"
"14","chr5_3026100","  3026000","154"," 30"," 12"
"15","gap 5","0","100","100","100"
"16","chr5_3027300","  3027200","153","  0","  0"
"17","chr5_3027400","  3027300","125","  0","  0"
"18","gap 6","0","100","100","100"
"19","chr5_3047600","  3047500"," 10","  0","  0"
"20","chr5_3047700","  3047600"," 72"," 29","  0"
"110","gap 7","0","100","100","100"
"22","chr5_3047900","  3047800"," 11","  7","  0"
"23","chr5_3048000","  3047900"," 21","  6","  5"
"112","gap 8","0","100","100","100"
"25","chr5_3134600","  3134500","  3","  6","  5"
"26","chr5_3134700","  3134600"," 12"," 34"," 10"
"113","gap 9","0","100","100","100"
"28","chr5_3140400","  3140300","184"," 35","  7"
"29","chr5_3140500","  3140400","158"," 41","  7"
"114","gap 10","0","100","100","100"
"31","chr5_3146200","  3146100","110"," 54","  9"
"32","chr5_3146300","  3146200","148"," 47","  7"
"115","gap 11","0","100","100","100"
"34","chr5_3150000","  3149900","100"," 39","  6"
"35","chr5_3150100","  3150000","268"," 73"," 19"
"116","gap 12","0","100","100","100"
"37","chr5_3163600","  3163500","244"," 57","  4"
"38","chr5_3163700","  3163600","149"," 51","  2"
"117","gap 13","0","100","100","100"
"40","chr5_3181600","  3181500","254"," 28","  4"
"41","chr5_3181700","  3181600"," 14","  0","  0"
"42","chr5_3181800","  3181700"," 17","  0","  0"
"43","chr5_3181900","  3181800"," 25","  0","  0"
"118","gap 14","0","100","100","100"
"45","chr5_3183500","  3183400"," 62"," 59"," 19"
"46","chr5_3183600","  3183500"," 19","  9"," 10"
"119","gap 15","0","100","100","100"
"48","chr5_3222500","  3222400"," 72"," 15","  0"
"49","chr5_3222600","  3222500","137"," 13","  0"
"120","gap 16","0","100","100","100"
"51","chr5_3236800","  3236700"," 62","  8","  0"
"52","chr5_3236900","  3236800"," 19","  0","  0"
"121","gap 17","0","100","100","100"
"54","chr5_3257400","  3257300","117"," 24","  0"
"55","chr5_3257500","  3257400","271"," 48","  6"
"122","gap 18","0","100","100","100"
"57","chr5_3276100","  3276000","308","  5","  6"
"58","chr5_3276200","  3276100"," 60","  0","  0"
"123","gap 19","0","100","100","100"
"60","chr5_3278000","  3277900","234"," 16","  4"
"61","chr5_3278100","  3278000"," 91"," 11","  0"
"124","gap 20","0","100","100","100"
"63","chr5_3302300","  3302200","251"," 28","  1"
"64","chr5_3302400","  3302300","165"," 18","  0"
"125","gap 21","0","100","100","100"
"66","chr5_3341300","  3341200","  0","  0"," 72"
"67","chr5_3341400","  3341300","  0","  0"," 51"
"126","gap 22","0","100","100","100"
"69","chr5_3341700","  3341600","  0","  0","134"
"70","chr5_3341800","  3341700","  0","  9","429"
"127","gap 23","0","100","100","100"
"72","chr5_3355700","  3355600"," 87","106"," 94"
"73","chr5_3355800","  3355700"," 93"," 82"," 77"
"128","gap 24","0","100","100","100"
"75","chr5_3366900","  3366800","275"," 32","  0"
"76","chr5_3367000","  3366900","243"," 40","  3"
"129","gap 25","0","100","100","100"
"78","chr5_3371800","  3371700","201"," 39","  3"
"79","chr5_3371900","  3371800","251"," 38","  7"
"130","gap 26","0","100","100","100"
"81","chr5_3374900","  3374800"," 66"," 23","  3"
"82","chr5_3375000","  3374900","261"," 48","  9"
"132","gap 27","0","100","100","100"
"84","chr5_3382400","  3382300","176"," 65"," 21"
"85","chr5_3382500","  3382400","132"," 64"," 12"
"133","gap 28","0","100","100","100"
"87","chr5_3383500","  3383400","179"," 97"," 27"
"88","chr5_3383600","  3383500"," 91"," 66"," 20"
"134","gap 29","0","100","100","100"
"90","chr5_3398800","  3398700","169"," 17","  0"
"91","chr5_3398900","  3398800","214"," 14","  5"
"92","chr5_3399000","  3398900","256"," 29","  5"
"135","gap 30","0","100","100","100"
"94","chr5_3429100","  3429000","111"," 43"," 27"
"95","chr5_3429200","  3429100"," 66"," 40"," 21"
"96","chr5_3429300","  3429200","149"," 55","  8"
"97","chr5_3429400","  3429300","136"," 44"," 11"
"136","gap 31","0","100","100","100"
"99","chr5_3431700","  3431600","101"," 23","  0"
"100","chr5_3431800","  3431700"," 91"," 22","  3"
"137","gap 32","0","100","100","100"
"102","chr5_3433400","  3433300"," 24"," 10"," 14"
"103","chr5_3433500","  3433400"," 74"," 38"," 61"
"104","chr5_3433600","  3433500"," 84","  4"," 31"
"105","chr5_3433700","  3433600"," 53","  0"," 12"
"138","gap 33","0","100","100","100"
"107","chr5_3434100","  3434000","131"," 33","  7"
"108","chr5_3434200","  3434100","200"," 26","  7"
"139","gap 34","0","100","100","100"
"1101","chr5_3437500","  3437400","247"," 18","  6"
"1111","chr5_3437600","  3437500"," 50","  1","  0"
"1121","chr5_3437700","  3437600"," 25","  0","  0"
"140","gap 35","0","100","100","100"
"1141","chr5_3437900","  3437800"," 29","  4","  0"
"1151","chr5_3438000","  3437900","223"," 23","  0"
"141","gap 36","0","100","100","100"
"1171","chr5_3447900","  3447800","128","  9","  3"
"1181","chr5_3448000","  3447900","103","  7","  0"
"142","gap 37","0","100","100","100"
"1201","chr5_3448500","  3448400"," 59","  3","  0"
"1211","chr5_3448600","  3448500","108"," 15","  0"
"143","gap 38","0","100","100","100"
"1231","chr5_3452400","  3452300","110"," 22","  0"
"1241","chr5_3452500","  3452400","167"," 20","  3"
"144","gap 39","0","100","100","100"
"1261","chr5_3453100","  3453000","209"," 22","  4"
"1271","chr5_3453200","  3453100"," 82"," 10","  0"
"145","gap 40","0","100","100","100"
"1291","chr5_3575900","  3575800","210"," 47","  0"
"1301","chr5_3576000","  3575900","251"," 49","  3"
"146","gap 41","0","100","100","100"
"1321","chr5_3592500","  3592400","391"," 43"," 15"
"1331","chr5_3592600","  3592500","325"," 52"," 15"
"147","gap 42","0","100","100","100"
"1351","chr5_3621100","  3621000","346"," 37","  8"
"1361","chr5_3621200","  3621100","318"," 51","  4"
"148","gap 43","0","100","100","100"
"1381","chr5_3733100","  3733000","112"," 47"," 16"
"1391","chr5_3733200","  3733100"," 19","  2","  5"
"149","gap 44","0","100","100","100"
"1411","chr5_3737700","  3737600","217"," 39","  0"
"1421","chr5_3737800","  3737700"," 90"," 14","  0"
"150","gap 45","0","100","100","100"
"1441","chr5_3743800","  3743700","292"," 64"," 10"
"1451","chr5_3743900","  3743800","323"," 54","  7"
"151","gap 46","0","100","100","100"
"1471","chr5_3769600","  3769500","108"," 15","  0"
"1481","chr5_3769700","  3769600"," 61"," 12","  0"
"152","gap 47","0","100","100","100"
"1501","chr5_3802100","  3802000","  0","  0","131"
"1511","chr5_3802200","  3802100","  0","  4","265"
"1521","chr5_3802300","  3802200","  0","  2","352"
"153","gap 48","0","100","100","100"
"154","chr5_3803500","  3803400","  0","  0"," 76"
"155","chr5_3803600","  3803500","  0","  0","102"
"156","gap 49","0","100","100","100"
"157","chr5_3829100","  3829000","269"," 29","  0"
"158","chr5_3829200","  3829100","265"," 33","  5"
"159","gap 50","0","100","100","100"
"160","chr5_3831600","  3831500","135"," 24","  5"
"161","chr5_3831700","  3831600","243"," 67","  5"
"162","gap 51","0","100","100","100"
"163","chr5_3831900","  3831800","125"," 32","  0"
"164","chr5_3832000","  3831900","219"," 45","  2"
"165","gap 52","0","100","100","100"
"166","chr5_3891500","  3891400"," 11","  2","  0"
"167","chr5_3891600","  3891500"," 97","  5","  0"
"168","gap 53","0","100","100","100"
"169","chr5_3894100","  3894000","  0","  0"," 16"
"170","chr5_3894200","  3894100","  0","  2","141"
"171","gap 54","0","100","100","100"
"172","chr5_3900300","  3900200"," 37","  0","  0"
"173","chr5_3900400","  3900300"," 53","  8","  0"
"174","gap 55","0","100","100","100"
"175","chr5_3902800","  3902700"," 87","  4","  0"
"176","chr5_3902900","  3902800","117"," 13","  0"
"177","gap 56","0","100","100","100"
"178","chr5_3962900","  3962800","106"," 44","  5"
"179","chr5_3963000","  3962900","138"," 46"," 10"
"180","gap 57","0","100","100","100"
"181","chr5_3967700","  3967600","108"," 61","  7"
"182","chr5_3967800","  3967700","160"," 70","  5"
"183","gap 58","0","100","100","100"
"184","chr5_4053200","  4053100"," 35","  0","  0"
"185","chr5_4053300","  4053200"," 17","  1","  0"
"186","gap 59","0","100","100","100"
"187","chr5_4059800","  4059700","199"," 55","  8"
"188","chr5_4059900","  4059800","119"," 33","  3"
"189","gap 60","0","100","100","100"
"190","chr5_4098400","  4098300","304"," 26","  6"
"191","chr5_4098500","  4098400","248"," 27"," 10"
"192","gap 61","0","100","100","100"
"193","chr5_4107700","  4107600","369"," 43","  5"
"194","chr5_4107800","  4107700","188"," 35","  5"
"195","gap 62","0","100","100","100"
"196","chr5_4128800","  4128700"," 31","  4","  0"
"197","chr5_4128900","  4128800"," 64"," 11","  2"
"198","gap 63","0","100","100","100"
"199","chr5_4184100","  4184000"," 25","  5","  0"
"200","chr5_4184200","  4184100","184"," 54","  7"
"201","chr5_4184300","  4184200"," 53"," 22","  0"
"202","chr5_4184400","  4184300","110"," 50","  5"
"1100","gap 64","0","100","100","100"
"204","chr5_4206000","  4205900"," 51","  3","  0"
"205","chr5_4206100","  4206000","101"," 11","  0"
"1102","gap 65","0","100","100","100"
"207","chr5_4208100","  4208000","125"," 16","  0"
"208","chr5_4208200","  4208100","225"," 19","  8"
"1103","gap 66","0","100","100","100"
"210","chr5_4373200","  4373100"," 59"," 14","  5"
"211","chr5_4373300","  4373200"," 72"," 14","  0"
"1104","gap 67","0","100","100","100"
"213","chr5_4381800","  4381700"," 25","  0","  0"
"214","chr5_4381900","  4381800"," 78","  9","  0"
"215","chr5_4382000","  4381900"," 13","  5","  0"
"1105","gap 68","0","100","100","100"
"217","chr5_4383000","  4382900"," 20","  0","  0"
"218","chr5_4383100","  4383000","167","  2","  0"
"1106","gap 69","0","100","100","100"
"220","chr5_4419200","  4419100","222","101"," 48"
"221","chr5_4419300","  4419200"," 89"," 32"," 10"
"1107","gap 70","0","100","100","100"
"223","chr5_4458800","  4458700"," 62","  7","  0"
"224","chr5_4458900","  4458800"," 90"," 13","  0"
"225","chr5_4459000","  4458900"," 51"," 13","  0"
"226","chr5_4459100","  4459000"," 24","  6","  0"
"1108","gap 71","0","100","100","100"
"228","chr5_4462800","  4462700"," 48","  0","  5"
"229","chr5_4462900","  4462800"," 12","  0","  0"
"1109","gap 72","0","100","100","100"
"231","chr5_4495400","  4495300","307"," 87"," 25"
"232","chr5_4495500","  4495400","131"," 56"," 10"
"1110","gap 73","0","100","100","100"
"234","chr5_4514700","  4514600"," 45","  0","  0"
"235","chr5_4514800","  4514700"," 64","  0","  0"
"1112","gap 74","0","100","100","100"
"237","chr5_4517800","  4517700"," 19","  2","  0"
"238","chr5_4517900","  4517800"," 62"," 12","  0"
"239","chr5_4518000","  4517900"," 21","  3","  0"
"1113","gap 75","0","100","100","100"
"241","chr5_4526400","  4526300","178"," 29","  4"
"242","chr5_4526500","  4526400","133"," 18","  3"
"1114","gap 76","0","100","100","100"
"244","chr5_4535100","  4535000","290"," 59","  7"
"245","chr5_4535200","  4535100","268"," 35","  2"
"1115","gap 77","0","100","100","100"
"247","chr5_4738800","  4738700","198"," 26","  1"
"248","chr5_4738900","  4738800","204"," 16","  0"
"1116","gap 78","0","100","100","100"
"250","chr5_4741900","  4741800"," 58"," 75"," 55"
"251","chr5_4742000","  4741900"," 85"," 97"," 74"
"1117","gap 79","0","100","100","100"
"253","chr5_4775600","  4775500","216"," 28","  5"
"254","chr5_4775700","  4775600","180"," 28","  0"
"1118","gap 80","0","100","100","100"
"256","chr5_4825800","  4825700","110","  0","  0"
"257","chr5_4825900","  4825800","102","  0","  0"
"1119","gap 81","0","100","100","100"
"259","chr5_4946700","  4946600"," 40"," 31"," 13"
"260","chr5_4946800","  4946700","169","106"," 52"
"1120","gap 82","0","100","100","100"
"262","chr5_4957400","  4957300","344"," 46","  8"
"263","chr5_4957500","  4957400","272"," 38","  5"
"1122","gap 83","0","100","100","100"
"265","chr5_4965300","  4965200","334"," 40","  4"
"266","chr5_4965400","  4965300","130","  9","  0"
"1123","gap 84","0","100","100","100"
"268","chr5_4993800","  4993700","169"," 29","  2"
"269","chr5_4993900","  4993800","200"," 33","  0"
"1124","gap 85","0","100","100","100"
"271","chr5_5001600","  5001500","215"," 22","  0"
"272","chr5_5001700","  5001600"," 82"," 17","  0"
"1125","gap 86","0","100","100","100"
"274","chr5_5011300","  5011200","301"," 40","  0"
"275","chr5_5011400","  5011300","231"," 32","  0"
"1126","gap 87","0","100","100","100"
"277","chr5_5174000","  5173900","101"," 11","  3"
"278","chr5_5174100","  5174000"," 90"," 16","  0"
"1127","gap 88","0","100","100","100"
"280","chr5_5195500","  5195400","219"," 53"," 11"
"281","chr5_5195600","  5195500","190"," 42","  6"
"1128","gap 89","0","100","100","100"
"283","chr5_5202500","  5202400","144"," 36","  8"
"284","chr5_5202600","  5202500","212"," 65","  5"
"1129","gap 90","0","100","100","100"
"286","chr5_5235700","  5235600","258"," 28","  8"
"287","chr5_5235800","  5235700","232"," 28","  6"
"1130","gap 91","0","100","100","100"
"289","chr5_5245300","  5245200","252"," 40","  4"
"290","chr5_5245400","  5245300","131"," 34","  3"
"1131","gap 92","0","100","100","100"
"292","chr5_5274500","  5274400"," 50"," 47"," 79"
