"","binID","start","high","medium","low"
"10049","chr18_3000100","3000000","18","14","3"
"2","chr18_3000200"," 3000100"," 53"," 66"," 21"
"1","gap 1","0","100","100","100"
"4","chr18_3053100"," 3053000","  9","  1","  0"
"5","chr18_3053200"," 3053100"," 40","  9","  4"
"11","gap 2","0","100","100","100"
"7","chr18_3064200"," 3064100","176"," 32","  2"
"8","chr18_3064300"," 3064200"," 63"," 11","  1"
"12","gap 3","0","100","100","100"
"10","chr18_3066500"," 3066400","183"," 43","  5"
"111","chr18_3066600"," 3066500","202"," 65"," 13"
"13","gap 4","0","100","100","100"
"131","chr18_3092800"," 3092700"," 72","  7","  3"
"14","chr18_3092900"," 3092800","188"," 31","  3"
"15","gap 5","0","100","100","100"
"16","chr18_3101800"," 3101700"," 69","  8","  2"
"17","chr18_3101900"," 3101800","115"," 20","  1"
"18","gap 6","0","100","100","100"
"19","chr18_3115900"," 3115800","150"," 20","  3"
"20","chr18_3116000"," 3115900"," 53","  8","  0"
"21","chr18_3116100"," 3116000"," 29","  5","  0"
"110","gap 7","0","100","100","100"
"23","chr18_3117500"," 3117400","178"," 20","  0"
"24","chr18_3117600"," 3117500","101"," 16","  1"
"25","chr18_3117700"," 3117600"," 26","  4","  0"
"112","gap 8","0","100","100","100"
"27","chr18_3119200"," 3119100","207"," 34","  0"
"28","chr18_3119300"," 3119200","238"," 41","  0"
"113","gap 9","0","100","100","100"
"30","chr18_3140700"," 3140600","160"," 22","  4"
"31","chr18_3140800"," 3140700"," 58","  8","  0"
"114","gap 10","0","100","100","100"
"33","chr18_3157700"," 3157600"," 63"," 52","  5"
"34","chr18_3157800"," 3157700"," 47"," 39","  6"
"115","gap 11","0","100","100","100"
"36","chr18_3158400"," 3158300"," 60"," 27"," 11"
"37","chr18_3158500"," 3158400"," 79"," 55"," 15"
"116","gap 12","0","100","100","100"
"39","chr18_3215200"," 3215100"," 78"," 52","  7"
"40","chr18_3215300"," 3215200"," 63"," 36"," 12"
"117","gap 13","0","100","100","100"
"42","chr18_3218400"," 3218300"," 15","  0","  0"
"43","chr18_3218500"," 3218400"," 20","  3","  0"
"118","gap 14","0","100","100","100"
"45","chr18_3222400"," 3222300","172"," 46"," 17"
"46","chr18_3222500"," 3222400","149"," 49"," 22"
"119","gap 15","0","100","100","100"
"48","chr18_3230900"," 3230800"," 28"," 17","  3"
"49","chr18_3231000"," 3230900"," 47"," 27","  4"
"120","gap 16","0","100","100","100"
"51","chr18_3413100"," 3413000","189"," 22","  0"
"52","chr18_3413200"," 3413100","149"," 13","  0"
"121","gap 17","0","100","100","100"
"54","chr18_3459600"," 3459500","  9","  2","  0"
"55","chr18_3459700"," 3459600","  4","  3","  0"
"56","chr18_3459800"," 3459700"," 26","  1","  0"
"57","chr18_3459900"," 3459800"," 26","  3","  0"
"58","chr18_3460000"," 3459900"," 48","  0","  0"
"122","gap 18","0","100","100","100"
"60","chr18_3460700"," 3460600","139"," 20","  0"
"61","chr18_3460800"," 3460700"," 47","  4","  0"
"123","gap 19","0","100","100","100"
"63","chr18_3473100"," 3473000"," 16","  2","  0"
"64","chr18_3473200"," 3473100"," 12","  0","  0"
"124","gap 20","0","100","100","100"
"66","chr18_3473900"," 3473800"," 24","  9","  0"
"67","chr18_3474000"," 3473900"," 70"," 27","  2"
"125","gap 21","0","100","100","100"
"69","chr18_3477400"," 3477300"," 98"," 35","  7"
"70","chr18_3477500"," 3477400"," 41","  9","  0"
"126","gap 22","0","100","100","100"
"72","chr18_3478600"," 3478500","100","  6","  3"
"73","chr18_3478700"," 3478600","105"," 16","  5"
"127","gap 23","0","100","100","100"
"75","chr18_3576300"," 3576200","127"," 27","  5"
"76","chr18_3576400"," 3576300","160"," 45","  6"
"128","gap 24","0","100","100","100"
"78","chr18_3619900"," 3619800","117","  1","  0"
"79","chr18_3620000"," 3619900"," 11","  0","  0"
"129","gap 25","0","100","100","100"
"81","chr18_3698100"," 3698000","221"," 60"," 10"
"82","chr18_3698200"," 3698100","207"," 56"," 12"
"83","chr18_3698300"," 3698200","183"," 60"," 11"
"130","gap 26","0","100","100","100"
"85","chr18_3702000"," 3701900","139"," 34"," 11"
