"","binID","start","high","medium","low"
"25164","chr13_3009400","3009300","144","18","14"
"2","chr13_3009500","  3009400"," 95"," 13"," 15"
"1","gap 1","0","100","100","100"
"4","chr13_3041500","  3041400","115"," 14","  3"
"5","chr13_3041600","  3041500"," 23","  0","  0"
"11","gap 2","0","100","100","100"
"7","chr13_3066700","  3066600"," 72"," 27","  5"
"8","chr13_3066800","  3066700"," 83"," 44","  3"
"12","gap 3","0","100","100","100"
"10","chr13_3084800","  3084700"," 48","  8","  2"
"111","chr13_3084900","  3084800"," 69"," 13","  1"
"13","gap 4","0","100","100","100"
"131","chr13_3086700","  3086600"," 57"," 44","  9"
"14","chr13_3086800","  3086700"," 42"," 15","  4"
"15","gap 5","0","100","100","100"
"16","chr13_3087300","  3087200"," 41"," 12","  1"
"17","chr13_3087400","  3087300"," 84"," 27","  0"
"18","gap 6","0","100","100","100"
"19","chr13_3098000","  3097900"," 89"," 21","  1"
"20","chr13_3098100","  3098000","131"," 30","  9"
"110","gap 7","0","100","100","100"
"22","chr13_3101400","  3101300"," 43"," 11","  0"
"23","chr13_3101500","  3101400"," 45"," 11","  0"
"112","gap 8","0","100","100","100"
"25","chr13_3173200","  3173100"," 29"," 10","  0"
"26","chr13_3173300","  3173200","126"," 46","  3"
"113","gap 9","0","100","100","100"
"28","chr13_3174600","  3174500"," 49"," 29","  4"
"29","chr13_3174700","  3174600"," 10","  1","  0"
"30","chr13_3174800","  3174700"," 11","  0","  0"
"114","gap 10","0","100","100","100"
"32","chr13_3175300","  3175200"," 85","  4","  0"
"33","chr13_3175400","  3175300"," 48","  0","  0"
"115","gap 11","0","100","100","100"
"35","chr13_3178600","  3178500"," 13","  1","  0"
"36","chr13_3178700","  3178600"," 53","  3","  0"
"37","chr13_3178800","  3178700"," 12","  3","  0"
"116","gap 12","0","100","100","100"
"39","chr13_3180400","  3180300"," 12","  0","  0"
"40","chr13_3180500","  3180400","  7","  0","  0"
"117","gap 13","0","100","100","100"
"42","chr13_3191400","  3191300"," 99"," 33","  4"
"43","chr13_3191500","  3191400","125"," 34","  4"
"118","gap 14","0","100","100","100"
"45","chr13_3201800","  3201700"," 24","  6","  0"
"46","chr13_3201900","  3201800"," 18","  2","  0"
"47","chr13_3202000","  3201900"," 31","  1","  0"
"119","gap 15","0","100","100","100"
"49","chr13_3202300","  3202200"," 18","  0","  0"
"50","chr13_3202400","  3202300"," 12","  0","  0"
"120","gap 16","0","100","100","100"
"52","chr13_3211700","  3211600","141"," 25","  1"
"53","chr13_3211800","  3211700","155"," 16","  2"
"121","gap 17","0","100","100","100"
"55","chr13_3235800","  3235700"," 64"," 54"," 10"
"56","chr13_3235900","  3235800"," 40"," 51"," 13"
"57","chr13_3236000","  3235900"," 15","  9","  6"
"122","gap 18","0","100","100","100"
