"","binID","start","high","medium","low"
"55313","chr5_3016200","3016100","139","15","5"
"2","chr5_3016300","  3016200"," 66"," 11","  4"
"1","gap 1","0","100","100","100"
"4","chr5_3021700","  3021600"," 23","  3","  0"
"5","chr5_3021800","  3021700"," 47"," 24","  3"
"11","gap 2","0","100","100","100"
"7","chr5_3024300","  3024200"," 25","  0","  0"
"8","chr5_3024400","  3024300"," 92","  6","  0"
"12","gap 3","0","100","100","100"
"10","chr5_3024700","  3024600"," 24","  4","  0"
"111","chr5_3024800","  3024700","  6","  2","  0"
"13","gap 4","0","100","100","100"
"131","chr5_3026000","  3025900","148"," 31","  7"
"14","chr5_3026100","  3026000","116"," 14","  2"
"15","gap 5","0","100","100","100"
"16","chr5_3027300","  3027200"," 95","  0","  0"
"17","chr5_3027400","  3027300"," 77","  0","  0"
"18","gap 6","0","100","100","100"
"19","chr5_3028200","  3028100"," 52"," 20","  2"
"20","chr5_3028300","  3028200"," 26"," 20","  3"
"110","gap 7","0","100","100","100"
"22","chr5_3047600","  3047500"," 12","  0","  0"
"23","chr5_3047700","  3047600"," 50","  7","  0"
"112","gap 8","0","100","100","100"
"25","chr5_3134600","  3134500","  2","  5","  9"
"26","chr5_3134700","  3134600","  4"," 11"," 11"
"113","gap 9","0","100","100","100"
"28","chr5_3140300","  3140200"," 51"," 16","  1"
"29","chr5_3140400","  3140300","108"," 16","  2"
"30","chr5_3140500","  3140400","105"," 26","  7"
"114","gap 10","0","100","100","100"
"32","chr5_3144400","  3144300"," 32","  8","  1"
"33","chr5_3144500","  3144400"," 20","  0","  0"
"34","chr5_3144600","  3144500"," 89"," 21","  5"
"115","gap 11","0","100","100","100"
"36","chr5_3146200","  3146100"," 83"," 53","  4"
"37","chr5_3146300","  3146200"," 79"," 37","  4"
"116","gap 12","0","100","100","100"
"39","chr5_3150000","  3149900"," 74"," 26","  2"
"40","chr5_3150100","  3150000","193"," 45"," 14"
"117","gap 13","0","100","100","100"
"42","chr5_3163600","  3163500","134"," 47","  9"
"43","chr5_3163700","  3163600"," 95"," 36","  4"
"118","gap 14","0","100","100","100"
"45","chr5_3181600","  3181500","167"," 18","  4"
"46","chr5_3181700","  3181600"," 10","  0","  0"
"47","chr5_3181800","  3181700"," 18","  0","  0"
"48","chr5_3181900","  3181800"," 27","  6","  0"
"119","gap 15","0","100","100","100"
"50","chr5_3183500","  3183400"," 57"," 34"," 18"
"51","chr5_3183600","  3183500","  9"," 12","  3"
"120","gap 16","0","100","100","100"
"53","chr5_3222500","  3222400"," 40","  7","  0"
"54","chr5_3222600","  3222500"," 77","  8","  0"
"55","chr5_3222700","  3222600","154"," 33","  3"
"121","gap 17","0","100","100","100"
"57","chr5_3236800","  3236700"," 55","  1","  0"
"58","chr5_3236900","  3236800"," 14","  0","  0"
"122","gap 18","0","100","100","100"
"60","chr5_3253300","  3253200","  1"," 18","  7"
"61","chr5_3253400","  3253300","  6"," 12","  4"
"123","gap 19","0","100","100","100"
"63","chr5_3257400","  3257300"," 72"," 22","  0"
"64","chr5_3257500","  3257400","180"," 35","  2"
"124","gap 20","0","100","100","100"
"66","chr5_3276100","  3276000","189","  1","  2"
"67","chr5_3276200","  3276100"," 35","  0","  0"
"125","gap 21","0","100","100","100"
"69","chr5_3278000","  3277900","135"," 11","  1"
"70","chr5_3278100","  3278000"," 65"," 12","  0"
"126","gap 22","0","100","100","100"
"72","chr5_3302300","  3302200","178"," 32","  7"
"73","chr5_3302400","  3302300"," 90"," 11","  0"
"127","gap 23","0","100","100","100"
"75","chr5_3318800","  3318700"," 87"," 26","  8"
"76","chr5_3318900","  3318800","163"," 47","  6"
"128","gap 24","0","100","100","100"
"78","chr5_3336000","  3335900"," 71"," 11","  0"
"79","chr5_3336100","  3336000","175"," 24","  5"
"129","gap 25","0","100","100","100"
"81","chr5_3341300","  3341200","  0","  0"," 42"
"82","chr5_3341400","  3341300","  0","  0"," 29"
"130","gap 26","0","100","100","100"
"84","chr5_3341700","  3341600","  0","  0"," 75"
"85","chr5_3341800","  3341700","  0","  7","224"
"132","gap 27","0","100","100","100"
"87","chr5_3355700","  3355600","131"," 49"," 34"
"88","chr5_3355800","  3355700","107"," 54"," 36"
"133","gap 28","0","100","100","100"
"90","chr5_3366900","  3366800","218"," 22","  4"
"91","chr5_3367000","  3366900","162"," 10","  1"
"134","gap 29","0","100","100","100"
"93","chr5_3374900","  3374800"," 67"," 17","  1"
"94","chr5_3375000","  3374900","170"," 31","  4"
"135","gap 30","0","100","100","100"
"96","chr5_3383500","  3383400","128"," 71"," 15"
"97","chr5_3383600","  3383500"," 43"," 36","  6"
"136","gap 31","0","100","100","100"
"99","chr5_3398900","  3398800","174"," 14","  1"
"100","chr5_3399000","  3398900","186"," 23","  3"
"137","gap 32","0","100","100","100"
"102","chr5_3407900","  3407800","171"," 41","  2"
"103","chr5_3408000","  3407900","135"," 30","  2"
"138","gap 33","0","100","100","100"
"105","chr5_3410100","  3410000","178"," 28","  5"
"106","chr5_3410200","  3410100"," 91"," 19","  0"
"107","chr5_3410300","  3410200","152"," 27","  0"
"139","gap 34","0","100","100","100"
"109","chr5_3411200","  3411100"," 32","  4","  4"
"1101","chr5_3411300","  3411200"," 91"," 38"," 13"
"140","gap 35","0","100","100","100"
"1121","chr5_3429100","  3429000"," 56"," 19"," 20"
"1131","chr5_3429200","  3429100"," 41"," 25"," 16"
"1141","chr5_3429300","  3429200"," 88"," 33","  7"
"1151","chr5_3429400","  3429300","125"," 25","  8"
"141","gap 36","0","100","100","100"
"1171","chr5_3433400","  3433300"," 19","  4","  8"
"1181","chr5_3433500","  3433400"," 59"," 29"," 38"
"1191","chr5_3433600","  3433500"," 60","  1"," 17"
"1201","chr5_3433700","  3433600"," 20","  0","  9"
"142","gap 37","0","100","100","100"
"1221","chr5_3436300","  3436200"," 95","  5","  0"
"1231","chr5_3436400","  3436300"," 98","  0","  0"
"143","gap 38","0","100","100","100"
"1251","chr5_3437500","  3437400","171"," 20","  2"
"1261","chr5_3437600","  3437500"," 28","  4","  0"
"1271","chr5_3437700","  3437600"," 23","  0","  0"
"144","gap 39","0","100","100","100"
"1291","chr5_3437900","  3437800"," 15","  0","  0"
"1301","chr5_3438000","  3437900","147"," 10","  0"
"145","gap 40","0","100","100","100"
"1321","chr5_3438200","  3438100","195"," 16","  0"
"1331","chr5_3438300","  3438200"," 37","  0","  0"
"146","gap 41","0","100","100","100"
"1351","chr5_3438600","  3438500","127"," 35","  3"
"1361","chr5_3438700","  3438600","186"," 37","  6"
"147","gap 42","0","100","100","100"
"1381","chr5_3452400","  3452300"," 97"," 12","  0"
"1391","chr5_3452500","  3452400","105"," 21","  4"
"1401","chr5_3452600","  3452500"," 79"," 13","  2"
"148","gap 43","0","100","100","100"
"1421","chr5_3453100","  3453000","151","  7","  1"
"1431","chr5_3453200","  3453100"," 70","  8","  0"
"149","gap 44","0","100","100","100"
"1451","chr5_3479100","  3479000","127"," 33","  0"
"1461","chr5_3479200","  3479100","212"," 48","  8"
"150","gap 45","0","100","100","100"
"1481","chr5_3480700","  3480600","108"," 36","  5"
"1491","chr5_3480800","  3480700"," 82"," 19","  1"
"151","gap 46","0","100","100","100"
"1511","chr5_3558100","  3558000"," 74"," 11","  0"
"152","chr5_3558200","  3558100","131"," 38","  2"
"153","gap 47","0","100","100","100"
"154","chr5_3607500","  3607400","195"," 40","  5"
"155","chr5_3607600","  3607500","226"," 38","  7"
"156","gap 48","0","100","100","100"
"157","chr5_3621100","  3621000","261"," 29","  1"
"158","chr5_3621200","  3621100","215"," 36","  5"
"159","gap 49","0","100","100","100"
"160","chr5_3737700","  3737600","157"," 27","  0"
"161","chr5_3737800","  3737700"," 52"," 14","  0"
"162","gap 50","0","100","100","100"
"163","chr5_3743800","  3743700","167"," 44","  5"
"164","chr5_3743900","  3743800","165"," 48","  4"
"165","gap 51","0","100","100","100"
"166","chr5_3769500","  3769400"," 85"," 33","  1"
"167","chr5_3769600","  3769500"," 49","  8","  0"
"168","chr5_3769700","  3769600"," 28","  9","  0"
"169","gap 52","0","100","100","100"
"170","chr5_3802100","  3802000","  0","  0"," 97"
"171","chr5_3802200","  3802100","  0","  2","173"
"172","chr5_3802300","  3802200","  0","  3","234"
"173","gap 53","0","100","100","100"
"174","chr5_3803500","  3803400","  0","  0"," 50"
"175","chr5_3803600","  3803500","  0","  0"," 49"
"176","gap 54","0","100","100","100"
"177","chr5_3823300","  3823200","120","  5","  0"
"178","chr5_3823400","  3823300","134","  8","  0"
"179","gap 55","0","100","100","100"
"180","chr5_3829100","  3829000","206"," 23","  0"
"181","chr5_3829200","  3829100","141"," 23","  0"
"182","gap 56","0","100","100","100"
"183","chr5_3832200","  3832100","100"," 19","  4"
