"","binID","start","high","medium","low"
"16205","chr15_3304400","3304300","234","63","0"
"2","chr15_3304500","  3304400","176"," 31","  0"
"1","gap 1","0","100","100","100"
"4","chr15_3362000","  3361900","151"," 16","  2"
"5","chr15_3362100","  3362000"," 87"," 11","  0"
"11","gap 2","0","100","100","100"
"7","chr15_3363300","  3363200"," 39","  2","  0"
"8","chr15_3363400","  3363300"," 89"," 18","  0"
"12","gap 3","0","100","100","100"
"10","chr15_3506300","  3506200","257"," 78"," 10"
"111","chr15_3506400","  3506300","242"," 59","  9"
"13","gap 4","0","100","100","100"
"131","chr15_3548700","  3548600"," 27","  0","  0"
"14","chr15_3548800","  3548700"," 33","  0","  0"
"15","gap 5","0","100","100","100"
"16","chr15_3580600","  3580500","241"," 51"," 29"
"17","chr15_3580700","  3580600","118"," 34"," 13"
"18","gap 6","0","100","100","100"
"19","chr15_3619000","  3618900","172","  0","  0"
"20","chr15_3619100","  3619000","217","  4","  2"
"110","gap 7","0","100","100","100"
"22","chr15_3640500","  3640400"," 45"," 56"," 60"
"23","chr15_3640600","  3640500"," 64"," 58"," 84"
"112","gap 8","0","100","100","100"
"25","chr15_3707100","  3707000","104"," 26","  5"
"26","chr15_3707200","  3707100"," 33","  4","  3"
"113","gap 9","0","100","100","100"
"28","chr15_3764400","  3764300","251"," 23","  7"
"29","chr15_3764500","  3764400","175"," 15","  0"
"114","gap 10","0","100","100","100"
"31","chr15_3807500","  3807400"," 87","  3","  0"
"32","chr15_3807600","  3807500"," 43","  0","  0"
"33","chr15_3807700","  3807600"," 84","  3","  0"
"115","gap 11","0","100","100","100"
"35","chr15_3829200","  3829100","124"," 20","  5"
"36","chr15_3829300","  3829200"," 25","  0","  0"
"116","gap 12","0","100","100","100"
"38","chr15_3920400","  3920300","158","  5","  0"
"39","chr15_3920500","  3920400"," 14","  0","  0"
"117","gap 13","0","100","100","100"
"41","chr15_3921100","  3921000"," 28","  0","  0"
"42","chr15_3921200","  3921100"," 37","  0","  0"
"118","gap 14","0","100","100","100"
"44","chr15_3969800","  3969700","175","  1","  0"
"45","chr15_3969900","  3969800","179","  7","  0"
"119","gap 15","0","100","100","100"
"47","chr15_3980800","  3980700","291"," 34","  4"
"48","chr15_3980900","  3980800","139"," 22","  0"
"120","gap 16","0","100","100","100"
"50","chr15_4075700","  4075600","173"," 21","  0"
"51","chr15_4075800","  4075700","254"," 17","  0"
"121","gap 17","0","100","100","100"
"53","chr15_4103900","  4103800","124"," 45","  7"
"54","chr15_4104000","  4103900","208"," 54"," 12"
"122","gap 18","0","100","100","100"
"56","chr15_4130100","  4130000","347"," 30","  5"
"57","chr15_4130200","  4130100","284"," 26","  6"
"123","gap 19","0","100","100","100"
"59","chr15_4139700","  4139600","121","  0","  0"
"60","chr15_4139800","  4139700","149","  0","  2"
"124","gap 20","0","100","100","100"
"62","chr15_4155200","  4155100"," 58","  0","  0"
"63","chr15_4155300","  4155200","255"," 21","  5"
"125","gap 21","0","100","100","100"
"65","chr15_4227700","  4227600","186"," 57","  4"
"66","chr15_4227800","  4227700","133"," 44"," 11"
"126","gap 22","0","100","100","100"
"68","chr15_4252300","  4252200","219"," 35","  3"
"69","chr15_4252400","  4252300","106"," 25","  0"
"127","gap 23","0","100","100","100"
"71","chr15_4280500","  4280400"," 22","  4","  0"
"72","chr15_4280600","  4280500"," 15","  8","  0"
"73","chr15_4280700","  4280600"," 16","  7","  2"
"128","gap 24","0","100","100","100"
"75","chr15_4286200","  4286100"," 39","  0","  0"
"76","chr15_4286300","  4286200"," 33","  0","  0"
"77","chr15_4286400","  4286300","104"," 12","  0"
"78","chr15_4286500","  4286400"," 42","  0","  0"
"129","gap 25","0","100","100","100"
"80","chr15_4356300","  4356200","219"," 36","  5"
"81","chr15_4356400","  4356300","112"," 25","  3"
"130","gap 26","0","100","100","100"
"83","chr15_4452500","  4452400","144"," 33","  4"
"84","chr15_4452600","  4452500"," 68"," 22","  0"
"132","gap 27","0","100","100","100"
"86","chr15_4551900","  4551800","189"," 19"," 11"
"87","chr15_4552000","  4551900","221"," 37","  7"
"133","gap 28","0","100","100","100"
"89","chr15_4558000","  4557900","155"," 38","  4"
"90","chr15_4558100","  4558000","186"," 38","  4"
"134","gap 29","0","100","100","100"
"92","chr15_4559700","  4559600","123"," 21","  4"
"93","chr15_4559800","  4559700"," 48"," 12","  0"
"135","gap 30","0","100","100","100"
"95","chr15_4596900","  4596800","311"," 49","  5"
"96","chr15_4597000","  4596900","244"," 38","  4"
"136","gap 31","0","100","100","100"
"98","chr15_4597600","  4597500","189"," 27","  3"
"99","chr15_4597700","  4597600","180"," 28","  6"
"100","chr15_4597800","  4597700","181"," 28","  4"
"137","gap 32","0","100","100","100"
"102","chr15_4621900","  4621800","350"," 55","  7"
"103","chr15_4622000","  4621900"," 67"," 16","  3"
"138","gap 33","0","100","100","100"
"105","chr15_4654500","  4654400","227"," 40","  3"
"106","chr15_4654600","  4654500","192"," 30","  7"
"139","gap 34","0","100","100","100"
"108","chr15_4685000","  4684900","106"," 46","  0"
"109","chr15_4685100","  4685000","136"," 36","  0"
"140","gap 35","0","100","100","100"
"1111","chr15_4685800","  4685700","130"," 32","  6"
"1121","chr15_4685900","  4685800"," 59"," 23","  3"
"141","gap 36","0","100","100","100"
"1141","chr15_4749100","  4749000","195"," 83"," 27"
"1151","chr15_4749200","  4749100"," 56"," 22"," 16"
"142","gap 37","0","100","100","100"
"1171","chr15_4852500","  4852400"," 53","  4","  0"
"1181","chr15_4852600","  4852500"," 90"," 12","  0"
"143","gap 38","0","100","100","100"
"1201","chr15_4865100","  4865000","  7","  0","  0"
"1211","chr15_4865200","  4865100","161"," 25"," 10"
"144","gap 39","0","100","100","100"
"1231","chr15_4865400","  4865300","239"," 34"," 13"
"1241","chr15_4865500","  4865400"," 31","  8","  0"
"145","gap 40","0","100","100","100"
"1261","chr15_4914300","  4914200","299"," 29"," 15"
"1271","chr15_4914400","  4914300","273"," 41"," 14"
"146","gap 41","0","100","100","100"
"1291","chr15_5154400","  5154300","121"," 25","  0"
"1301","chr15_5154500","  5154400","286"," 73","  0"
"147","gap 42","0","100","100","100"
"1321","chr15_5205300","  5205200"," 87"," 16","  0"
"1331","chr15_5205400","  5205300","303"," 56","  7"
"148","gap 43","0","100","100","100"
"1351","chr15_5240500","  5240400","212","119"," 31"
"1361","chr15_5240600","  5240500","267","143"," 34"
"149","gap 44","0","100","100","100"
"1381","chr15_5243500","  5243400","  0","  2","195"
"1391","chr15_5243600","  5243500","  0","  7","185"
"150","gap 45","0","100","100","100"
"1411","chr15_5248000","  5247900","172"," 70","  6"
"1421","chr15_5248100","  5248000","170"," 55","  1"
"151","gap 46","0","100","100","100"
"1441","chr15_5267000","  5266900"," 52","  0","  0"
"1451","chr15_5267100","  5267000"," 68","  0","  0"
"1461","chr15_5267200","  5267100"," 64","  0","  0"
"152","gap 47","0","100","100","100"
"1481","chr15_5338200","  5338100","  7","  2","  0"
"1491","chr15_5338300","  5338200"," 22","  3","  0"
"153","gap 48","0","100","100","100"
"1511","chr15_5379700","  5379600"," 60","  0","  0"
"1521","chr15_5379800","  5379700"," 55","  0","  0"
"154","gap 49","0","100","100","100"
"1541","chr15_5455100","  5455000","162"," 55","  8"
"155","chr15_5455200","  5455100"," 71"," 31","  8"
"156","gap 50","0","100","100","100"
"157","chr15_5547900","  5547800","198"," 36","  0"
"158","chr15_5548000","  5547900","121"," 32","  1"
"159","gap 51","0","100","100","100"
"160","chr15_5682100","  5682000"," 11","  0","  0"
"161","chr15_5682200","  5682100","  7","  3","  0"
"162","gap 52","0","100","100","100"
"163","chr15_5685800","  5685700"," 88","  5","  0"
"164","chr15_5685900","  5685800"," 46","  4","  0"
"165","gap 53","0","100","100","100"
"166","chr15_5734600","  5734500","192"," 27","  4"
"167","chr15_5734700","  5734600","129"," 21","  8"
"168","gap 54","0","100","100","100"
"169","chr15_5757700","  5757600","209"," 33","  5"
"170","chr15_5757800","  5757700","209"," 43","  4"
"171","gap 55","0","100","100","100"
"172","chr15_5789000","  5788900"," 21","  0","  0"
"173","chr15_5789100","  5789000"," 31","  0","  0"
"174","gap 56","0","100","100","100"
"175","chr15_5805300","  5805200","123","  0","  0"
"176","chr15_5805400","  5805300","144","  0","  0"
"177","gap 57","0","100","100","100"
"178","chr15_5880700","  5880600"," 56"," 11","  0"
"179","chr15_5880800","  5880700","123"," 28"," 10"
"180","gap 58","0","100","100","100"
"181","chr15_5885500","  5885400"," 51","  0","  0"
"182","chr15_5885600","  5885500"," 55","  0","  0"
"183","gap 59","0","100","100","100"
"184","chr15_5886900","  5886800"," 48","  0","  0"
"185","chr15_5887000","  5886900"," 58","  0","  0"
"186","gap 60","0","100","100","100"
"187","chr15_5966700","  5966600"," 97"," 21","  3"
"188","chr15_5966800","  5966700","153"," 22","  0"
"189","gap 61","0","100","100","100"
"190","chr15_6227900","  6227800"," 17","  0","  0"
"191","chr15_6228000","  6227900"," 61","  7","  1"
"192","chr15_6228100","  6228000"," 19","  0","  0"
"193","gap 62","0","100","100","100"
"194","chr15_6230500","  6230400","187"," 39","  3"
"195","chr15_6230600","  6230500","352"," 51","  4"
"196","gap 63","0","100","100","100"
"197","chr15_6276100","  6276000"," 86","  5","  0"
"198","chr15_6276200","  6276100"," 70","  0","  0"
"199","gap 64","0","100","100","100"
"200","chr15_6288100","  6288000","199"," 20","  2"
"201","chr15_6288200","  6288100","349"," 45","  8"
"1100","gap 65","0","100","100","100"
"203","chr15_6319400","  6319300","246"," 50"," 11"
"204","chr15_6319500","  6319400","224"," 44","  6"
"1101","gap 66","0","100","100","100"
"206","chr15_6355000","  6354900","108"," 30","  3"
"207","chr15_6355100","  6355000","193"," 27","  6"
"1102","gap 67","0","100","100","100"
"209","chr15_6382700","  6382600","163"," 25","  3"
"210","chr15_6382800","  6382700","175"," 38","  0"
"1103","gap 68","0","100","100","100"
"212","chr15_6387700","  6387600"," 59"," 82","223"
"213","chr15_6387800","  6387700"," 14"," 29"," 72"
"214","chr15_6387900","  6387800"," 23"," 69","173"
"1104","gap 69","0","100","100","100"
"216","chr15_6397200","  6397100","137"," 28","  0"
"217","chr15_6397300","  6397200","279"," 45","  5"
"1105","gap 70","0","100","100","100"
"219","chr15_6405900","  6405800","147"," 17","  3"
"220","chr15_6406000","  6405900","289"," 28","  4"
"1106","gap 71","0","100","100","100"
"222","chr15_6433000","  6432900","184"," 39"," 57"
"223","chr15_6433100","  6433000","237"," 42"," 60"
"1107","gap 72","0","100","100","100"
"225","chr15_6522100","  6522000","204"," 47","  9"
"226","chr15_6522200","  6522100","257"," 37","  6"
"1108","gap 73","0","100","100","100"
"228","chr15_6546000","  6545900"," 53","  2","  0"
"229","chr15_6546100","  6546000"," 21","  2","  2"
"1109","gap 74","0","100","100","100"
"231","chr15_6567600","  6567500","183"," 36"," 10"
"232","chr15_6567700","  6567600","139"," 46"," 10"
"1110","gap 75","0","100","100","100"
"234","chr15_6643500","  6643400","146"," 41","  3"
"235","chr15_6643600","  6643500","176"," 36","  6"
"1112","gap 76","0","100","100","100"
"237","chr15_6654700","  6654600"," 20","  0","  0"
"238","chr15_6654800","  6654700"," 15","  0","  0"
"1113","gap 77","0","100","100","100"
"240","chr15_6680800","  6680700"," 75"," 28"," 12"
"241","chr15_6680900","  6680800"," 90"," 24","  4"
"1114","gap 78","0","100","100","100"
"243","chr15_6681100","  6681000"," 14","  5","  0"
"244","chr15_6681200","  6681100","  8","  0","  0"
"1115","gap 79","0","100","100","100"
"246","chr15_6685100","  6685000"," 17","  9","  0"
"247","chr15_6685200","  6685100"," 24","  4","  0"
"248","chr15_6685300","  6685200","272"," 26","  5"
"1116","gap 80","0","100","100","100"
"250","chr15_6709600","  6709500","  0","  0","141"
"251","chr15_6709700","  6709600","  0","  0","127"
"1117","gap 81","0","100","100","100"
"253","chr15_6738200","  6738100","124"," 99"," 31"
"254","chr15_6738300","  6738200","197","123"," 45"
"1118","gap 82","0","100","100","100"
"256","chr15_6748000","  6747900","156"," 26","  1"
"257","chr15_6748100","  6748000","288"," 71","  5"
"1119","gap 83","0","100","100","100"
"259","chr15_6766000","  6765900","319"," 37"," 12"
"260","chr15_6766100","  6766000","314"," 36","  6"
"1120","gap 84","0","100","100","100"
"262","chr15_6785900","  6785800","244"," 51","  5"
"263","chr15_6786000","  6785900","318"," 46","  5"
"1122","gap 85","0","100","100","100"
"265","chr15_6803800","  6803700","129"," 17","  0"
"266","chr15_6803900","  6803800"," 31","  2","  0"
"1123","gap 86","0","100","100","100"
"268","chr15_6805700","  6805600"," 14","  5","  0"
"269","chr15_6805800","  6805700"," 36","  4","  0"
"1124","gap 87","0","100","100","100"
"271","chr15_6844100","  6844000"," 57"," 21","  3"
"272","chr15_6844200","  6844100","156"," 29"," 12"
"1125","gap 88","0","100","100","100"
"274","chr15_6864700","  6864600","118"," 20","  5"
"275","chr15_6864800","  6864700","330"," 81"," 22"
"1126","gap 89","0","100","100","100"
"277","chr15_6880900","  6880800","187","  6","  0"
"278","chr15_6881000","  6880900"," 89","  1","  0"
"1127","gap 90","0","100","100","100"
"280","chr15_6947800","  6947700","173"," 42","  7"
"281","chr15_6947900","  6947800","202"," 70"," 12"
"1128","gap 91","0","100","100","100"
"283","chr15_6948700","  6948600","110","  2","  0"
"284","chr15_6948800","  6948700","245","  6","  7"
"1129","gap 92","0","100","100","100"
"286","chr15_6949000","  6948900","171"," 78"," 38"
"287","chr15_6949100","  6949000","128"," 77"," 33"
"1130","gap 93","0","100","100","100"
"289","chr15_7090400","  7090300","157"," 66"," 27"
"290","chr15_7090500","  7090400","117"," 66"," 20"
"1131","gap 94","0","100","100","100"
"292","chr15_7109600","  7109500","141"," 40"," 12"
"293","chr15_7109700","  7109600"," 20","  2","  0"
"1132","gap 95","0","100","100","100"
"295","chr15_7135000","  7134900","296"," 44","  3"
