"","binID","start","high","medium","low"
"54687","chr4_3115000","3114900","26","0","0"
"2","chr4_3115100","  3115000"," 19","  0","  0"
"3","chr4_3115200","  3115100"," 23","  0","  0"
"1","gap 1","0","100","100","100"
"5","chr4_3152700","  3152600","108"," 13","  8"
"6","chr4_3152800","  3152700","133"," 36"," 12"
"11","gap 2","0","100","100","100"
"8","chr4_3155400","  3155300"," 38"," 10","  0"
"9","chr4_3155500","  3155400"," 93"," 16","  2"
"12","gap 3","0","100","100","100"
"111","chr4_3181600","  3181500","156"," 10","  0"
"121","chr4_3181700","  3181600","139"," 19","  2"
"13","gap 4","0","100","100","100"
"14","chr4_3193500","  3193400"," 29"," 11","  0"
"15","chr4_3193600","  3193500"," 18","  3","  0"
"16","gap 5","0","100","100","100"
"17","chr4_3199900","  3199800"," 35"," 11","  4"
"18","chr4_3200000","  3199900"," 48"," 20","  9"
"19","gap 6","0","100","100","100"
"20","chr4_3200500","  3200400"," 55","  2","  5"
"21","chr4_3200600","  3200500","161"," 18"," 12"
"110","gap 7","0","100","100","100"
"23","chr4_3224000","  3223900","  8","  2","  0"
"24","chr4_3224100","  3224000","127"," 63","  8"
"112","gap 8","0","100","100","100"
"26","chr4_3254700","  3254600"," 75"," 32","  7"
"27","chr4_3254800","  3254700","195"," 54"," 11"
"113","gap 9","0","100","100","100"
"29","chr4_3256300","  3256200"," 40"," 36"," 12"
"30","chr4_3256400","  3256300"," 21"," 16","  0"
"31","chr4_3256500","  3256400"," 86"," 38","  2"
"114","gap 10","0","100","100","100"
"33","chr4_3256900","  3256800"," 53"," 25","  0"
"34","chr4_3257000","  3256900","110"," 27","  0"
"35","chr4_3257100","  3257000","138"," 11","  0"
"36","chr4_3257200","  3257100","277"," 12","  0"
"115","gap 11","0","100","100","100"
"38","chr4_3280200","  3280100"," 15","  1","  0"
"39","chr4_3280300","  3280200"," 41","  9","  1"
"116","gap 12","0","100","100","100"
"41","chr4_3330700","  3330600"," 27","  0","  0"
"42","chr4_3330800","  3330700"," 51","  2","  0"
"117","gap 13","0","100","100","100"
"44","chr4_3331100","  3331000"," 12","  4","  0"
"45","chr4_3331200","  3331100"," 48"," 14","  0"
"46","chr4_3331300","  3331200"," 37","  6","  3"
"118","gap 14","0","100","100","100"
"48","chr4_3331600","  3331500"," 16"," 10","  4"
"49","chr4_3331700","  3331600"," 29"," 18","  1"
"119","gap 15","0","100","100","100"
"51","chr4_3333300","  3333200"," 40","  5","  0"
"52","chr4_3333400","  3333300"," 37","  6","  0"
"120","gap 16","0","100","100","100"
"54","chr4_3337700","  3337600"," 41","  5","  0"
"55","chr4_3337800","  3337700"," 39","  3","  0"
"122","gap 17","0","100","100","100"
"57","chr4_3338500","  3338400"," 26","  0","  0"
"58","chr4_3338600","  3338500"," 53","  8","  0"
"123","gap 18","0","100","100","100"
"60","chr4_3369900","  3369800","154"," 24","  4"
"61","chr4_3370000","  3369900"," 71"," 17","  2"
"124","gap 19","0","100","100","100"
"63","chr4_3400400","  3400300","163"," 27","  3"
"64","chr4_3400500","  3400400","128"," 26","  0"
"125","gap 20","0","100","100","100"
"66","chr4_3442200","  3442100","125"," 81"," 10"
"67","chr4_3442300","  3442200"," 63"," 22","  6"
"126","gap 21","0","100","100","100"
"69","chr4_3443600","  3443500"," 25","  0","  0"
"70","chr4_3443700","  3443600"," 24","  0","  0"
"71","chr4_3443800","  3443700"," 62","  4","  0"
"127","gap 22","0","100","100","100"
"73","chr4_3484100","  3484000","103"," 26","  0"
"74","chr4_3484200","  3484100"," 19"," 11","  0"
"128","gap 23","0","100","100","100"
"76","chr4_3498200","  3498100"," 14","  2","  0"
"77","chr4_3498300","  3498200"," 22","  4","  0"
"129","gap 24","0","100","100","100"
"79","chr4_3500200","  3500100"," 44"," 14","  0"
"80","chr4_3500300","  3500200"," 48"," 13","  0"
"130","gap 25","0","100","100","100"
"82","chr4_3510800","  3510700","124"," 43"," 11"
"83","chr4_3510900","  3510800"," 94"," 27","  6"
"131","gap 26","0","100","100","100"
"85","chr4_3636100","  3636000","  9","  4","  0"
"86","chr4_3636200","  3636100"," 33","  4","  0"
"87","chr4_3636300","  3636200"," 48","  5","  0"
"132","gap 27","0","100","100","100"
"89","chr4_3680900","  3680800","108"," 17","  3"
"90","chr4_3681000","  3680900","130"," 17","  3"
"133","gap 28","0","100","100","100"
"92","chr4_3720300","  3720200","185"," 49"," 10"
"93","chr4_3720400","  3720300","165"," 66"," 11"
"134","gap 29","0","100","100","100"
"95","chr4_3738100","  3738000","146"," 34","  5"
"96","chr4_3738200","  3738100","111"," 21"," 10"
"135","gap 30","0","100","100","100"
"98","chr4_3757200","  3757100"," 21","  6","  0"
"99","chr4_3757300","  3757200"," 53"," 19","  5"
"136","gap 31","0","100","100","100"
"101","chr4_3966900","  3966800","206"," 30","  8"
"102","chr4_3967000","  3966900","234"," 21","  8"
"137","gap 32","0","100","100","100"
"104","chr4_3971600","  3971500","145"," 34","  0"
"105","chr4_3971700","  3971600","178"," 26","  1"
"138","gap 33","0","100","100","100"
"107","chr4_3976300","  3976200"," 69","  6","  0"
"108","chr4_3976400","  3976300","183","  8","  9"
"139","gap 34","0","100","100","100"
"1101","chr4_3991300","  3991200","172"," 31","  5"
"1111","chr4_3991400","  3991300","187"," 41","  5"
"140","gap 35","0","100","100","100"
"1131","chr4_4028800","  4028700","170"," 28","  8"
"1141","chr4_4028900","  4028800"," 81"," 20","  0"
"141","gap 36","0","100","100","100"
"1161","chr4_4046300","  4046200"," 34","  3","  0"
"1171","chr4_4046400","  4046300"," 56","  2","  3"
"142","gap 37","0","100","100","100"
"1191","chr4_4048300","  4048200"," 29","  7","  0"
"1201","chr4_4048400","  4048300"," 53"," 15","  1"
"143","gap 38","0","100","100","100"
"1221","chr4_4049100","  4049000"," 67","  0","  0"
"1231","chr4_4049200","  4049100"," 48","  0","  0"
"1241","chr4_4049300","  4049200"," 28","  2","  0"
"1251","chr4_4049400","  4049300"," 14","  0","  0"
"1261","chr4_4049500","  4049400"," 86"," 16","  0"
"144","gap 39","0","100","100","100"
"1281","chr4_4121700","  4121600"," 35"," 12","  0"
"1291","chr4_4121800","  4121700"," 38","  9","  0"
"145","gap 40","0","100","100","100"
"1311","chr4_4122800","  4122700"," 10","  0","  0"
"1321","chr4_4122900","  4122800","  9","  1","  0"
"146","gap 41","0","100","100","100"
"1341","chr4_4165600","  4165500","186"," 53"," 26"
"1351","chr4_4165700","  4165600"," 93"," 37","  9"
"147","gap 42","0","100","100","100"
"1371","chr4_4166600","  4166500"," 49","  9","  3"
