"","binID","start","high","medium","low"
"25469","chr13_3049700","3049600","71","35","18"
"2","chr13_3049800","  3049700"," 94"," 33"," 10"
"1","gap 1","0","100","100","100"
"4","chr13_3084800","  3084700"," 83"," 25","  2"
"5","chr13_3084900","  3084800"," 93"," 37","  3"
"11","gap 2","0","100","100","100"
"7","chr13_3086500","  3086400"," 53"," 16","  8"
"8","chr13_3086600","  3086500"," 55"," 26"," 11"
"12","gap 3","0","100","100","100"
"10","chr13_3098000","  3097900","150"," 23","  6"
"111","chr13_3098100","  3098000","214"," 58"," 10"
"13","gap 4","0","100","100","100"
"131","chr13_3101400","  3101300"," 80"," 12","  0"
"14","chr13_3101500","  3101400"," 80","  9","  0"
"15","gap 5","0","100","100","100"
"16","chr13_3161700","  3161600","111"," 71"," 16"
"17","chr13_3161800","  3161700","171"," 96"," 16"
"18","gap 6","0","100","100","100"
"19","chr13_3174600","  3174500"," 92"," 29","  2"
"20","chr13_3174700","  3174600"," 20","  3","  0"
"21","chr13_3174800","  3174700"," 13","  0","  0"
"110","gap 7","0","100","100","100"
"23","chr13_3175200","  3175100"," 42","  4","  0"
"24","chr13_3175300","  3175200"," 95","  2","  0"
"25","chr13_3175400","  3175300"," 58","  0","  0"
"112","gap 8","0","100","100","100"
"27","chr13_3178600","  3178500"," 40","  5","  0"
"28","chr13_3178700","  3178600"," 90","  3","  0"
"113","gap 9","0","100","100","100"
"30","chr13_3180400","  3180300","  9","  0","  0"
"31","chr13_3180500","  3180400","  7","  0","  0"
"114","gap 10","0","100","100","100"
"33","chr13_3191400","  3191300","178"," 40","  8"
"34","chr13_3191500","  3191400","210"," 46","  7"
"115","gap 11","0","100","100","100"
"36","chr13_3199000","  3198900"," 60"," 28","  9"
"37","chr13_3199100","  3199000"," 82"," 41","  4"
"116","gap 12","0","100","100","100"
"39","chr13_3201800","  3201700"," 50"," 14","  0"
"40","chr13_3201900","  3201800"," 21","  9","  0"
"117","gap 13","0","100","100","100"
"42","chr13_3202300","  3202200"," 19","  4","  0"
"43","chr13_3202400","  3202300"," 16","  0","  0"
"118","gap 14","0","100","100","100"
"45","chr13_3211700","  3211600","205"," 23","  4"
"46","chr13_3211800","  3211700","242"," 28","  2"
"119","gap 15","0","100","100","100"
"48","chr13_3222200","  3222100","224"," 79"," 72"
"49","chr13_3222300","  3222200","153"," 58"," 51"
"120","gap 16","0","100","100","100"
"51","chr13_3232100","  3232000"," 85","  2","  4"
"52","chr13_3232200","  3232100"," 64","  0","  0"
"121","gap 17","0","100","100","100"
"54","chr13_3235800","  3235700","118"," 70"," 28"
"55","chr13_3235900","  3235800"," 58"," 59"," 16"
"56","chr13_3236000","  3235900"," 25"," 15","  2"
"122","gap 18","0","100","100","100"
"58","chr13_3279700","  3279600"," 11","  5","  0"
"59","chr13_3279800","  3279700","122"," 36","  1"
"123","gap 19","0","100","100","100"
"61","chr13_3280200","  3280100","207"," 73"," 26"
"62","chr13_3280300","  3280200"," 63"," 23","  7"
"124","gap 20","0","100","100","100"
"64","chr13_3287400","  3287300","331"," 29"," 10"
"65","chr13_3287500","  3287400","253"," 33","  9"
"125","gap 21","0","100","100","100"
"67","chr13_3303500","  3303400","178"," 75","  9"
"68","chr13_3303600","  3303500","195","110"," 20"
"126","gap 22","0","100","100","100"
"70","chr13_3321800","  3321700","321"," 82"," 50"
"71","chr13_3321900","  3321800","200"," 46"," 16"
"127","gap 23","0","100","100","100"
"73","chr13_3328300","  3328200"," 54"," 20","  0"
"74","chr13_3328400","  3328300"," 63"," 22","  2"
"128","gap 24","0","100","100","100"
"76","chr13_3330100","  3330000","301"," 89","  6"
"77","chr13_3330200","  3330100"," 54"," 21","  0"
"129","gap 25","0","100","100","100"
"79","chr13_3338400","  3338300"," 98","  0","  0"
"80","chr13_3338500","  3338400","124","  0","  0"
"130","gap 26","0","100","100","100"
"82","chr13_3351400","  3351300"," 55","  6","  0"
"83","chr13_3351500","  3351400"," 25","  6","  0"
"132","gap 27","0","100","100","100"
"85","chr13_3380100","  3380000"," 63"," 27","  0"
"86","chr13_3380200","  3380100"," 81"," 26","  0"
"133","gap 28","0","100","100","100"
"88","chr13_3390600","  3390500","131"," 19","  0"
"89","chr13_3390700","  3390600","103"," 15","  2"
"134","gap 29","0","100","100","100"
"91","chr13_3406500","  3406400"," 19","106","210"
"92","chr13_3406600","  3406500"," 11"," 47"," 65"
"135","gap 30","0","100","100","100"
"94","chr13_3414500","  3414400","201"," 72"," 27"
"95","chr13_3414600","  3414500","110"," 34","  5"
"136","gap 31","0","100","100","100"
"97","chr13_3424300","  3424200","216"," 30","  7"
"98","chr13_3424400","  3424300","209"," 35","  9"
"137","gap 32","0","100","100","100"
"100","chr13_3429800","  3429700"," 70"," 17","  0"
"101","chr13_3429900","  3429800"," 81"," 21","  0"
"138","gap 33","0","100","100","100"
"103","chr13_3432800","  3432700","105","  2","  0"
"104","chr13_3432900","  3432800"," 94","  0","  0"
"139","gap 34","0","100","100","100"
"106","chr13_3500100","  3500000"," 61"," 12","  0"
"107","chr13_3500200","  3500100","219"," 30","  2"
"140","gap 35","0","100","100","100"
"109","chr13_3508300","  3508200"," 32","  0","  0"
"1101","chr13_3508400","  3508300"," 23","  0","  0"
"141","gap 36","0","100","100","100"
"1121","chr13_3598100","  3598000","234"," 51","  5"
"1131","chr13_3598200","  3598100","163"," 34","  6"
"142","gap 37","0","100","100","100"
"1151","chr13_3615600","  3615500"," 27","  5","  0"
"1161","chr13_3615700","  3615600"," 13","  0","  0"
"143","gap 38","0","100","100","100"
"1181","chr13_3616400","  3616300"," 20","  4","  0"
"1191","chr13_3616500","  3616400"," 29","  5","  0"
"144","gap 39","0","100","100","100"
"1211","chr13_3737300","  3737200"," 58","  5","  0"
"1221","chr13_3737400","  3737300"," 48"," 10","  0"
"145","gap 40","0","100","100","100"
"1241","chr13_3738800","  3738700"," 51","  4","  0"
"1251","chr13_3738900","  3738800","123","  3","  0"
"146","gap 41","0","100","100","100"
"1271","chr13_3866300","  3866200","126"," 31","  7"
