"","binID","start","high","medium","low"
"29769","chr11_3107200","3107100","92","30","2"
"2","chr11_3107300","  3107200","121"," 32","  8"
"1","gap 1","0","100","100","100"
"4","chr11_3135700","  3135600","174"," 26","  6"
"5","chr11_3135800","  3135700"," 33","  3","  0"
"11","gap 2","0","100","100","100"
"7","chr11_3149200","  3149100"," 14","  3","  2"
"8","chr11_3149300","  3149200"," 17","  0","  0"
"12","gap 3","0","100","100","100"
"10","chr11_3150000","  3149900","167"," 15"," 11"
"111","chr11_3150100","  3150000","159"," 17","  2"
"13","gap 4","0","100","100","100"
"131","chr11_3217400","  3217300"," 56","  7","  0"
"14","chr11_3217500","  3217400"," 73","  7","  0"
"15","gap 5","0","100","100","100"
"16","chr11_3282400","  3282300"," 90","  6","  0"
"17","chr11_3282500","  3282400"," 66","  6","  0"
"18","chr11_3282600","  3282500"," 62","  0","  0"
"19","gap 6","0","100","100","100"
"20","chr11_3292800","  3292700","  0","  8","156"
"21","chr11_3292900","  3292800","  0"," 14","188"
"110","gap 7","0","100","100","100"
"23","chr11_3311300","  3311200","137"," 22","  6"
"24","chr11_3311400","  3311300","171"," 34","  4"
"112","gap 8","0","100","100","100"
"26","chr11_3318300","  3318200","219"," 27","  0"
"27","chr11_3318400","  3318300","117"," 21","  0"
"113","gap 9","0","100","100","100"
"29","chr11_3361800","  3361700"," 72"," 11","  0"
"30","chr11_3361900","  3361800","208"," 19","  2"
"114","gap 10","0","100","100","100"
"32","chr11_3476500","  3476400","183"," 40"," 14"
"33","chr11_3476600","  3476500","124"," 42","  6"
"115","gap 11","0","100","100","100"
"35","chr11_3503000","  3502900"," 76"," 23","  5"
"36","chr11_3503100","  3503000"," 55","  8","  7"
"116","gap 12","0","100","100","100"
"38","chr11_3525100","  3525000","165","  3","  0"
"39","chr11_3525200","  3525100"," 93","  0","  0"
"117","gap 13","0","100","100","100"
"41","chr11_3539400","  3539300","  0","  0","165"
"42","chr11_3539500","  3539400","  0","  2","180"
"43","chr11_3539600","  3539500","  0","  0","156"
