"","binID","start","high","medium","low"
"35082","chr10_3236400","3236300","195","40","7"
"2","chr10_3236500","  3236400","269"," 44","  7"
"1","gap 1","0","100","100","100"
"4","chr10_3323100","  3323000","155"," 53","  9"
"5","chr10_3323200","  3323100","181"," 48","  3"
"11","gap 2","0","100","100","100"
"7","chr10_3406000","  3405900","105"," 15","  3"
"8","chr10_3406100","  3406000","136"," 36","  6"
"12","gap 3","0","100","100","100"
"10","chr10_3582700","  3582600"," 52","  0","  0"
"111","chr10_3582800","  3582700"," 74","  0","  0"
"13","gap 4","0","100","100","100"
"131","chr10_3666800","  3666700","111"," 30","  3"
"14","chr10_3666900","  3666800"," 92"," 29","  5"
"15","gap 5","0","100","100","100"
"16","chr10_3695700","  3695600"," 40"," 28"," 88"
"17","chr10_3695800","  3695700"," 18"," 11"," 39"
"18","gap 6","0","100","100","100"
"19","chr10_3946600","  3946500","115"," 34","  7"
"20","chr10_3946700","  3946600","345"," 87","  6"
"110","gap 7","0","100","100","100"
"22","chr10_3964600","  3964500","164"," 34","  0"
"23","chr10_3964700","  3964600","333"," 48","  4"
"112","gap 8","0","100","100","100"
"25","chr10_3989200","  3989100","234"," 66"," 14"
"26","chr10_3989300","  3989200","211"," 39","  9"
"113","gap 9","0","100","100","100"
"28","chr10_3996000","  3995900","320"," 73","  3"
"29","chr10_3996100","  3996000","153"," 26","  0"
"114","gap 10","0","100","100","100"
"31","chr10_4001900","  4001800","214"," 41","  0"
"32","chr10_4002000","  4001900","294"," 56","  4"
"115","gap 11","0","100","100","100"
"34","chr10_4029000","  4028900","240"," 56","  5"
"35","chr10_4029100","  4029000","120"," 16","  0"
"116","gap 12","0","100","100","100"
"37","chr10_4029300","  4029200","277"," 49","  4"
"38","chr10_4029400","  4029300","444"," 73","  6"
"117","gap 13","0","100","100","100"
"40","chr10_4047900","  4047800","323"," 72"," 11"
"41","chr10_4048000","  4047900","275"," 67","  3"
"118","gap 14","0","100","100","100"
"43","chr10_4051400","  4051300","190"," 42","  9"
"44","chr10_4051500","  4051400","321"," 43","  9"
"119","gap 15","0","100","100","100"
"46","chr10_4053900","  4053800","208"," 64","  6"
"47","chr10_4054000","  4053900","141"," 26","  7"
"120","gap 16","0","100","100","100"
"49","chr10_4062600","  4062500","243"," 38","  6"
"50","chr10_4062700","  4062600","279"," 59","  6"
"121","gap 17","0","100","100","100"
"52","chr10_4085900","  4085800","227","175"," 33"
"53","chr10_4086000","  4085900"," 49"," 36","  4"
"122","gap 18","0","100","100","100"
"55","chr10_4098300","  4098200","125"," 14","  0"
"56","chr10_4098400","  4098300","393"," 49","  6"
"123","gap 19","0","100","100","100"
"58","chr10_4113200","  4113100"," 24"," 49"," 70"
"59","chr10_4113300","  4113200"," 33"," 77","155"
"124","gap 20","0","100","100","100"
"61","chr10_4129400","  4129300","159","105"," 64"
"62","chr10_4129500","  4129400","112"," 93"," 62"
"125","gap 21","0","100","100","100"
