"","binID","start","high","medium","low"
"43942","chr6_3055300","3055200","64","30","5"
"2","chr6_3055400","  3055300"," 79"," 36"," 16"
"1","gap 1","0","100","100","100"
"4","chr6_3094400","  3094300","154"," 15","  0"
"5","chr6_3094500","  3094400"," 49","  1","  0"
"11","gap 2","0","100","100","100"
"7","chr6_3121100","  3121000","147"," 12","  3"
"8","chr6_3121200","  3121100"," 38","  0","  0"
"9","chr6_3121300","  3121200"," 59","  6","  0"
"10","chr6_3121400","  3121300"," 84"," 11","  0"
"12","gap 3","0","100","100","100"
"121","chr6_3138900","  3138800","192"," 42","  0"
"13","chr6_3139000","  3138900"," 66"," 15","  0"
"14","gap 4","0","100","100","100"
"15","chr6_3140800","  3140700","128"," 26","  0"
"16","chr6_3140900","  3140800","209"," 24","  0"
"17","gap 5","0","100","100","100"
"18","chr6_3163200","  3163100"," 13","  0","  0"
"19","chr6_3163300","  3163200","  7","  0","  0"
"110","gap 6","0","100","100","100"
"21","chr6_3183000","  3182900","  0","  0","  1"
"22","chr6_3183100","  3183000","  5","  0","  5"
"23","chr6_3183200","  3183100"," 50"," 31"," 27"
"111","gap 7","0","100","100","100"
"25","chr6_3195700","  3195600"," 79"," 35","  6"
"26","chr6_3195800","  3195700"," 55"," 11","  3"
"112","gap 8","0","100","100","100"
"28","chr6_3202800","  3202700","201"," 29","  0"
"29","chr6_3202900","  3202800"," 72"," 13","  0"
"113","gap 9","0","100","100","100"
"31","chr6_3205900","  3205800"," 43","  0","  0"
"32","chr6_3206000","  3205900","139","  4","  0"
"114","gap 10","0","100","100","100"
"34","chr6_3206500","  3206400"," 30","  5","  0"
"35","chr6_3206600","  3206500","113"," 33","  9"
"115","gap 11","0","100","100","100"
"37","chr6_3212400","  3212300","105"," 44","  6"
"38","chr6_3212500","  3212400"," 50"," 17","  0"
"116","gap 12","0","100","100","100"
"40","chr6_3224500","  3224400","103"," 23","  0"
"41","chr6_3224600","  3224500"," 94"," 32","  4"
"42","chr6_3224700","  3224600"," 18","  9","  1"
"117","gap 13","0","100","100","100"
"44","chr6_3254200","  3254100"," 24","  3","  0"
"45","chr6_3254300","  3254200"," 17","  4","  0"
"118","gap 14","0","100","100","100"
"47","chr6_3259200","  3259100","120"," 24","  2"
"48","chr6_3259300","  3259200","182"," 49","  8"
"119","gap 15","0","100","100","100"
"50","chr6_3280200","  3280100","247"," 23","  1"
"51","chr6_3280300","  3280200"," 61","  0","  0"
"120","gap 16","0","100","100","100"
"53","chr6_3283700","  3283600"," 15","  0","  0"
"54","chr6_3283800","  3283700","  9","  4","  0"
