"","binID","start","high","medium","low"
"28154","chr12_3003800","3003700","552","21","4"
"2","chr12_3003900","  3003800"," 54","  1","  0"
"1","gap 1","0","100","100","100"
"4","chr12_3005400","  3005300","302","148"," 79"
"5","chr12_3005500","  3005400"," 10","  4","  3"
"11","gap 2","0","100","100","100"
"7","chr12_3015300","  3015200"," 28"," 10","  2"
"8","chr12_3015400","  3015300","137"," 74"," 35"
"12","gap 3","0","100","100","100"
"10","chr12_3020900","  3020800","130"," 26","  2"
"111","chr12_3021000","  3020900","121"," 39","  6"
"13","gap 4","0","100","100","100"
"131","chr12_3021700","  3021600"," 59","  0","  0"
"14","chr12_3021800","  3021700","110","  3","  4"
"15","gap 5","0","100","100","100"
"16","chr12_3022200","  3022100"," 42","  2","  0"
"17","chr12_3022300","  3022200"," 62","  4","  0"
"18","gap 6","0","100","100","100"
"19","chr12_3036600","  3036500"," 48","  6","  0"
"20","chr12_3036700","  3036600"," 15","  3","  0"
"110","gap 7","0","100","100","100"
"22","chr12_3062300","  3062200"," 17","  4","  0"
"23","chr12_3062400","  3062300","  6","  3","  0"
"112","gap 8","0","100","100","100"
"25","chr12_3068400","  3068300"," 72","  3","  0"
"26","chr12_3068500","  3068400","122","  0","  0"
"27","chr12_3068600","  3068500"," 74"," 18","  0"
"28","chr12_3068700","  3068600","226"," 30","  5"
"113","gap 9","0","100","100","100"
"30","chr12_3092400","  3092300","160"," 39"," 14"
"31","chr12_3092500","  3092400","167"," 49"," 13"
"114","gap 10","0","100","100","100"
"33","chr12_3161500","  3161400","198"," 74"," 10"
"34","chr12_3161600","  3161500","123"," 57"," 12"
"115","gap 11","0","100","100","100"
"36","chr12_3208900","  3208800","153"," 51","  2"
"37","chr12_3209000","  3208900","106"," 22","  0"
"116","gap 12","0","100","100","100"
"39","chr12_3215500","  3215400","158"," 91"," 10"
"40","chr12_3215600","  3215500","131"," 67","  8"
"117","gap 13","0","100","100","100"
"42","chr12_3275600","  3275500"," 49","  3","  0"
"43","chr12_3275700","  3275600","118","  3","  0"
"118","gap 14","0","100","100","100"
"45","chr12_3308700","  3308600","  0","  0","223"
"46","chr12_3308800","  3308700","  0","  0","191"
"119","gap 15","0","100","100","100"
"48","chr12_3385500","  3385400"," 93"," 55","125"
"49","chr12_3385600","  3385500","113"," 69","123"
"120","gap 16","0","100","100","100"
"51","chr12_3426300","  3426200","  0","  3","457"
"52","chr12_3426400","  3426300","  0","  0","421"
"121","gap 17","0","100","100","100"
"54","chr12_3467400","  3467300","159"," 22","  6"
"55","chr12_3467500","  3467400","129"," 20","  3"
"122","gap 18","0","100","100","100"
"57","chr12_3502200","  3502100","357"," 42","  5"
"58","chr12_3502300","  3502200","269"," 46","  2"
"123","gap 19","0","100","100","100"
"60","chr12_3523600","  3523500","141","  0","  0"
"61","chr12_3523700","  3523600","166","  4","  0"
"124","gap 20","0","100","100","100"
"63","chr12_3536400","  3536300","157","  0","  0"
"64","chr12_3536500","  3536400","242","  6","  0"
"125","gap 21","0","100","100","100"
"66","chr12_3594600","  3594500","179"," 27","  0"
"67","chr12_3594700","  3594600","293"," 34","  4"
"126","gap 22","0","100","100","100"
"69","chr12_3597900","  3597800","241"," 31","  4"
"70","chr12_3598000","  3597900","128"," 20","  0"
"127","gap 23","0","100","100","100"
"72","chr12_3605800","  3605700","250"," 53","  6"
"73","chr12_3605900","  3605800","322"," 56","  9"
"128","gap 24","0","100","100","100"
"75","chr12_3648400","  3648300","290"," 17"," 13"
"76","chr12_3648500","  3648400"," 54","  0","  0"
"129","gap 25","0","100","100","100"
"78","chr12_3684400","  3684300","148"," 23","  2"
"79","chr12_3684500","  3684400"," 90"," 27","  0"
"130","gap 26","0","100","100","100"
"81","chr12_3691300","  3691200","224","  6","  0"
"82","chr12_3691400","  3691300","239","  3","  0"
"132","gap 27","0","100","100","100"
"84","chr12_3791700","  3791600","  8","  9"," 72"
"85","chr12_3791800","  3791700","  9"," 13","124"
"133","gap 28","0","100","100","100"
"87","chr12_3808100","  3808000","  0","  0","112"
"88","chr12_3808200","  3808100","  0","  0","109"
"134","gap 29","0","100","100","100"
"90","chr12_3829800","  3829700","374","  2","  2"
"91","chr12_3829900","  3829800","438","  9","  6"
"135","gap 30","0","100","100","100"
"93","chr12_3834600","  3834500","  0"," 19","172"
"94","chr12_3834700","  3834600","  0","  5"," 88"
"136","gap 31","0","100","100","100"
"96","chr12_3859300","  3859200"," 57"," 18","  0"
"97","chr12_3859400","  3859300","265"," 49"," 11"
"137","gap 32","0","100","100","100"
"99","chr12_3873800","  3873700","173"," 77"," 16"
"100","chr12_3873900","  3873800","317","153"," 27"
"138","gap 33","0","100","100","100"
"102","chr12_3895000","  3894900","338"," 53","  4"
"103","chr12_3895100","  3895000"," 81"," 15","  0"
"139","gap 34","0","100","100","100"
"105","chr12_3896000","  3895900","131","  0","  0"
"106","chr12_3896100","  3896000","254","  4","  0"
"140","gap 35","0","100","100","100"
"108","chr12_3899400","  3899300","149"," 79"," 15"
"109","chr12_3899500","  3899400","150"," 55"," 16"
"141","gap 36","0","100","100","100"
"1111","chr12_3931800","  3931700","172","  9","  4"
"1121","chr12_3931900","  3931800","239"," 25","  3"
"142","gap 37","0","100","100","100"
"1141","chr12_3942100","  3942000"," 12"," 15"," 85"
"1151","chr12_3942200","  3942100"," 13"," 25","185"
"143","gap 38","0","100","100","100"
"1171","chr12_4016600","  4016500","162","119"," 84"
"1181","chr12_4016700","  4016600","191","142"," 68"
"144","gap 39","0","100","100","100"
"1201","chr12_4108800","  4108700","246"," 50","  3"
"1211","chr12_4108900","  4108800","222"," 34","  3"
"145","gap 40","0","100","100","100"
"1231","chr12_4113800","  4113700","325"," 40","  4"
"1241","chr12_4113900","  4113800"," 51","  9","  0"
"146","gap 41","0","100","100","100"
"1261","chr12_4172400","  4172300","141","  4","  0"
"1271","chr12_4172500","  4172400"," 44","  0","  0"
"147","gap 42","0","100","100","100"
"1291","chr12_4190600","  4190500","243"," 58","  5"
"1301","chr12_4190700","  4190600","  8","  0","  0"
"148","gap 43","0","100","100","100"
"1321","chr12_4231500","  4231400","169","  4","  0"
"1331","chr12_4231600","  4231500","128","  5","  4"
"149","gap 44","0","100","100","100"
"1351","chr12_4265700","  4265600","181"," 36","  4"
"1361","chr12_4265800","  4265700","321"," 54","  2"
"150","gap 45","0","100","100","100"
"1381","chr12_4271900","  4271800","200"," 41","  1"
"1391","chr12_4272000","  4271900","275"," 59","  5"
"151","gap 46","0","100","100","100"
"1411","chr12_4394100","  4394000","130"," 42","  3"
"1421","chr12_4394200","  4394100","144"," 44"," 10"
"152","gap 47","0","100","100","100"
"1441","chr12_4419600","  4419500","275"," 43","  2"
"1451","chr12_4419700","  4419600","163"," 24","  0"
"153","gap 48","0","100","100","100"
"1471","chr12_4437200","  4437100"," 12","  0","  0"
"1481","chr12_4437300","  4437200"," 17","  1","  0"
"1491","chr12_4437400","  4437300"," 51"," 16","  0"
"154","gap 49","0","100","100","100"
"1511","chr12_4437600","  4437500"," 49"," 12","  0"
"1521","chr12_4437700","  4437600"," 36","  5","  0"
"1531","chr12_4437800","  4437700"," 26","  3","  0"
"155","gap 50","0","100","100","100"
"1551","chr12_4455600","  4455500","188"," 77"," 32"
"156","chr12_4455700","  4455600","218"," 75"," 19"
"157","gap 51","0","100","100","100"
"158","chr12_4459900","  4459800","104","  0","  0"
"159","chr12_4460000","  4459900","163","  0","  3"
"160","gap 52","0","100","100","100"
"161","chr12_4464900","  4464800","106"," 30"," 31"
"162","chr12_4465000","  4464900","159"," 50"," 43"
"163","gap 53","0","100","100","100"
"164","chr12_4491300","  4491200","201"," 79"," 19"
"165","chr12_4491400","  4491300","157"," 94"," 19"
"166","gap 54","0","100","100","100"
"167","chr12_4507300","  4507200"," 23","119","110"
"168","chr12_4507400","  4507300"," 38","106","137"
"169","gap 55","0","100","100","100"
"170","chr12_4633100","  4633000","144"," 76"," 25"
"171","chr12_4633200","  4633100"," 51"," 19","  5"
"172","gap 56","0","100","100","100"
"173","chr12_4695900","  4695800","220"," 59"," 14"
"174","chr12_4696000","  4695900","247"," 58"," 21"
"175","gap 57","0","100","100","100"
"176","chr12_4696300","  4696200"," 91"," 60"," 20"
"177","chr12_4696400","  4696300","228","109"," 60"
"178","chr12_4696500","  4696400","111"," 70"," 37"
"179","gap 58","0","100","100","100"
"180","chr12_4772100","  4772000","293"," 50","  6"
"181","chr12_4772200","  4772100"," 83"," 10","  0"
"182","gap 59","0","100","100","100"
"183","chr12_4774800","  4774700"," 50"," 15","  0"
"184","chr12_4774900","  4774800","154"," 52","  6"
"185","gap 60","0","100","100","100"
"186","chr12_4782500","  4782400"," 15"," 11","  5"
"187","chr12_4782600","  4782500"," 21","  4","  4"
"188","gap 61","0","100","100","100"
"189","chr12_4787900","  4787800"," 53","  0","  0"
"190","chr12_4788000","  4787900"," 36","  0","  0"
"191","gap 62","0","100","100","100"
"192","chr12_4788500","  4788400","134"," 24","  9"
"193","chr12_4788600","  4788500","131"," 41","  6"
"194","gap 63","0","100","100","100"
"195","chr12_4802300","  4802200"," 70","  0","  0"
"196","chr12_4802400","  4802300"," 51","  0","  0"
"197","gap 64","0","100","100","100"
"198","chr12_4803100","  4803000"," 35","  8","  0"
"199","chr12_4803200","  4803100"," 21","  0","  0"
"1100","gap 65","0","100","100","100"
"201","chr12_4804200","  4804100"," 59","  6","  0"
"202","chr12_4804300","  4804200"," 25","  0","  0"
"1101","gap 66","0","100","100","100"
"204","chr12_4806400","  4806300"," 72","  2","  0"
"205","chr12_4806500","  4806400"," 57","  3","  0"
"1102","gap 67","0","100","100","100"
"207","chr12_4806900","  4806800"," 53","  0","  0"
"208","chr12_4807000","  4806900"," 41","  0","  0"
"1103","gap 68","0","100","100","100"
"210","chr12_4807500","  4807400"," 39"," 25","  0"
"211","chr12_4807600","  4807500"," 17","  3","  0"
"1104","gap 69","0","100","100","100"
"213","chr12_4815800","  4815700"," 97"," 25","  0"
"214","chr12_4815900","  4815800","226"," 75","  6"
"1105","gap 70","0","100","100","100"
"216","chr12_4893000","  4892900","331"," 41","  8"
"217","chr12_4893100","  4893000","216"," 34","  6"
"1106","gap 71","0","100","100","100"
"219","chr12_4925000","  4924900"," 80"," 66"," 62"
"220","chr12_4925100","  4925000","161"," 96"," 94"
"1107","gap 72","0","100","100","100"
"222","chr12_4935400","  4935300","288"," 37","  0"
"223","chr12_4935500","  4935400","240"," 29","  0"
"1108","gap 73","0","100","100","100"
"225","chr12_5004500","  5004400"," 18","  0","  0"
"226","chr12_5004600","  5004500"," 32","  3","  0"
"1109","gap 74","0","100","100","100"
"228","chr12_5004800","  5004700"," 41","  2","  0"
"229","chr12_5004900","  5004800"," 24","  0","  0"
"1110","gap 75","0","100","100","100"
"231","chr12_5018100","  5018000","205"," 23"," 11"
"232","chr12_5018200","  5018100","171"," 16","  4"
"1112","gap 76","0","100","100","100"
"234","chr12_5054800","  5054700"," 17","  4","  0"
"235","chr12_5054900","  5054800"," 21","  0","  0"
"236","chr12_5055000","  5054900"," 79"," 14","  0"
"1113","gap 77","0","100","100","100"
"238","chr12_5057500","  5057400","197"," 15","  0"
"239","chr12_5057600","  5057500"," 82","  2","  0"
"1114","gap 78","0","100","100","100"
"241","chr12_5058100","  5058000","183"," 32","  0"
"242","chr12_5058200","  5058100"," 69"," 13","  0"
"243","chr12_5058300","  5058200","186"," 19","  0"
"244","chr12_5058400","  5058300"," 75"," 15","  0"
"1115","gap 79","0","100","100","100"
"246","chr12_5058600","  5058500"," 96","  1","  0"
"247","chr12_5058700","  5058600","107","  8","  0"
"248","chr12_5058800","  5058700"," 53","  5","  0"
"249","chr12_5058900","  5058800"," 84"," 13","  0"
"1116","gap 80","0","100","100","100"
"251","chr12_5084400","  5084300","204","  5","  0"
"252","chr12_5084500","  5084400","159","  0","  0"
"1117","gap 81","0","100","100","100"
"254","chr12_5118100","  5118000","205"," 55","  3"
"255","chr12_5118200","  5118100","176"," 65","  6"
"1118","gap 82","0","100","100","100"
"257","chr12_5137700","  5137600","170"," 41","  0"
"258","chr12_5137800","  5137700","214"," 43","  5"
"1119","gap 83","0","100","100","100"
"260","chr12_5207900","  5207800","153"," 23","  0"
"261","chr12_5208000","  5207900","114"," 23","  0"
"1120","gap 84","0","100","100","100"
"263","chr12_5210100","  5210000","174","  2","  0"
"264","chr12_5210200","  5210100"," 89","  0","  0"
"1122","gap 85","0","100","100","100"
"266","chr12_5286400","  5286300","266"," 58"," 26"
"267","chr12_5286500","  5286400","256"," 55"," 19"
"1123","gap 86","0","100","100","100"
"269","chr12_5301200","  5301100","236"," 44"," 77"
"270","chr12_5301300","  5301200","234"," 47"," 64"
"1124","gap 87","0","100","100","100"
"272","chr12_5335100","  5335000"," 73"," 24"," 10"
"273","chr12_5335200","  5335100","159"," 60"," 42"
"274","chr12_5335300","  5335200","233","101"," 46"
"1125","gap 88","0","100","100","100"
"276","chr12_5409900","  5409800"," 93"," 24","  4"
"277","chr12_5410000","  5409900","250"," 40","  8"
"1126","gap 89","0","100","100","100"
"279","chr12_5485200","  5485100"," 43","  0","  0"
"280","chr12_5485300","  5485200","117","  3","  0"
"281","chr12_5485400","  5485300"," 46","  0","  0"
"282","chr12_5485500","  5485400"," 42","  0","  0"
"283","chr12_5485600","  5485500","193"," 20","  0"
"1127","gap 90","0","100","100","100"
"285","chr12_5488100","  5488000"," 91"," 18","  5"
"286","chr12_5488200","  5488100","360"," 47","  8"
"1128","gap 91","0","100","100","100"
"288","chr12_5615900","  5615800"," 79"," 14","  0"
"289","chr12_5616000","  5615900"," 93"," 16","  3"
"290","chr12_5616100","  5616000"," 14","  4","  0"
"1129","gap 92","0","100","100","100"
"292","chr12_5616900","  5616800"," 85","  3","  0"
"293","chr12_5617000","  5616900"," 31","  0","  0"
"1130","gap 93","0","100","100","100"
"295","chr12_5643300","  5643200","180"," 81"," 31"
"296","chr12_5643400","  5643300","152"," 54"," 17"
"1131","gap 94","0","100","100","100"
"298","chr12_5804300","  5804200","330"," 79"," 11"
"299","chr12_5804400","  5804300"," 98"," 25","  3"
"1132","gap 95","0","100","100","100"
"301","chr12_5807000","  5806900","197","104"," 61"
"302","chr12_5807100","  5807000","101"," 51"," 22"
"1133","gap 96","0","100","100","100"
"304","chr12_5886600","  5886500","155"," 33","  4"
"305","chr12_5886700","  5886600","140"," 45","  6"
"1134","gap 97","0","100","100","100"
"307","chr12_6129600","  6129500"," 99"," 19","  2"
"308","chr12_6129700","  6129600","176"," 25","  4"
"1135","gap 98","0","100","100","100"
"310","chr12_6154200","  6154100","108"," 44","  5"
"311","chr12_6154300","  6154200","142"," 39","  3"
"1136","gap 99","0","100","100","100"
"313","chr12_6235400","  6235300"," 20","  0","  0"
"314","chr12_6235500","  6235400"," 12","  0","  0"
"1137","gap 100","0","100","100","100"
"316","chr12_6320300","  6320200"," 57"," 28","  5"
"317","chr12_6320400","  6320300"," 26","  9","  4"
"1138","gap 101","0","100","100","100"
"319","chr12_6338700","  6338600"," 31","  5","  0"
"320","chr12_6338800","  6338700"," 23","  0","  0"
"1139","gap 102","0","100","100","100"
"322","chr12_6367800","  6367700"," 78"," 92"," 89"
"323","chr12_6367900","  6367800"," 70"," 69"," 82"
"1140","gap 103","0","100","100","100"
"325","chr12_6396300","  6396200"," 83"," 28","  4"
"326","chr12_6396400","  6396300"," 83"," 27","  1"
"327","chr12_6396500","  6396400","145"," 30","  0"
"1142","gap 104","0","100","100","100"
"329","chr12_6420200","  6420100","141"," 36","  1"
"330","chr12_6420300","  6420200","177"," 50","  8"
"1143","gap 105","0","100","100","100"
"332","chr12_6513200","  6513100"," 73","  4","  0"
"333","chr12_6513300","  6513200","183"," 20","  8"
"1144","gap 106","0","100","100","100"
"335","chr12_6516400","  6516300"," 55","  0","  0"
"336","chr12_6516500","  6516400","174"," 10","  0"
"337","chr12_6516600","  6516500"," 27","  2","  0"
"1145","gap 107","0","100","100","100"
"339","chr12_6588700","  6588600","244"," 83"," 25"
"340","chr12_6588800","  6588700","139"," 37","  7"
"1146","gap 108","0","100","100","100"
"342","chr12_6649900","  6649800","139"," 60"," 20"
"343","chr12_6650000","  6649900","204","108"," 23"
"1147","gap 109","0","100","100","100"
"345","chr12_6700300","  6700200"," 53"," 21"," 10"
"346","chr12_6700400","  6700300"," 50"," 31","  7"
"1148","gap 110","0","100","100","100"
"348","chr12_6701300","  6701200","155"," 19","  0"
"349","chr12_6701400","  6701300","198"," 22","  3"
"1149","gap 111","0","100","100","100"
"351","chr12_6771400","  6771300"," 56","  0","  0"
"352","chr12_6771500","  6771400"," 63","  3","  0"
"1150","gap 112","0","100","100","100"
"354","chr12_6803200","  6803100"," 28","  0","  0"
"355","chr12_6803300","  6803200"," 41","  0","  0"
"1152","gap 113","0","100","100","100"
