"","binID","start","high","medium","low"
"10503","chr18_3064200","3064100","286","54","13"
"2","chr18_3064300"," 3064200"," 80"," 18","  4"
"1","gap 1","0","100","100","100"
"4","chr18_3092800"," 3092700","109"," 11","  4"
"5","chr18_3092900"," 3092800","235"," 48","  9"
"11","gap 2","0","100","100","100"
"7","chr18_3098500"," 3098400"," 73"," 20","  6"
"8","chr18_3098600"," 3098500"," 31","  5","  5"
"12","gap 3","0","100","100","100"
"10","chr18_3101800"," 3101700","103"," 14","  2"
"111","chr18_3101900"," 3101800","177"," 33","  3"
"13","gap 4","0","100","100","100"
"131","chr18_3115900"," 3115800","213"," 44","  1"
"14","chr18_3116000"," 3115900"," 69"," 14","  0"
"15","chr18_3116100"," 3116000"," 44","  9","  0"
"16","gap 5","0","100","100","100"
"17","chr18_3117600"," 3117500","132"," 30","  4"
"18","chr18_3117700"," 3117600"," 44","  7","  0"
"19","gap 6","0","100","100","100"
"20","chr18_3119100"," 3119000","187"," 23","  2"
"21","chr18_3119200"," 3119100","263"," 32","  0"
"22","chr18_3119300"," 3119200","392"," 58","  0"
"110","gap 7","0","100","100","100"
"24","chr18_3146100"," 3146000","  7","  7","  3"
"25","chr18_3146200"," 3146100"," 13","  4","  0"
"112","gap 8","0","100","100","100"
"27","chr18_3157700"," 3157600"," 90"," 98"," 20"
"28","chr18_3157800"," 3157700"," 78"," 76"," 27"
"113","gap 9","0","100","100","100"
"30","chr18_3218400"," 3218300"," 31","  8","  0"
"31","chr18_3218500"," 3218400"," 44"," 15","  0"
"114","gap 10","0","100","100","100"
"33","chr18_3230900"," 3230800"," 44"," 26","  8"
"34","chr18_3231000"," 3230900"," 81"," 36","  5"
"115","gap 11","0","100","100","100"
"36","chr18_3459600"," 3459500","  8","  3","  0"
"37","chr18_3459700"," 3459600","  7","  2","  0"
"38","chr18_3459800"," 3459700"," 34","  6","  0"
"39","chr18_3459900"," 3459800"," 35","  9","  0"
"116","gap 12","0","100","100","100"
"41","chr18_3473100"," 3473000"," 27","  6","  0"
"42","chr18_3473200"," 3473100"," 25","  0","  0"
"117","gap 13","0","100","100","100"
"44","chr18_3473900"," 3473800"," 19"," 20","  0"
"45","chr18_3474000"," 3473900"," 86"," 56","  3"
"118","gap 14","0","100","100","100"
"47","chr18_3477400"," 3477300","141"," 72"," 11"
"48","chr18_3477500"," 3477400"," 47"," 19","  0"
"119","gap 15","0","100","100","100"
"50","chr18_3511400"," 3511300","249"," 75"," 24"
"51","chr18_3511500"," 3511400","109"," 20"," 10"
"120","gap 16","0","100","100","100"
"53","chr18_3576300"," 3576200","181"," 40","  2"
"54","chr18_3576400"," 3576300","245"," 74","  7"
"121","gap 17","0","100","100","100"
"56","chr18_3619900"," 3619800","190","  3","  0"
"57","chr18_3620000"," 3619900"," 26","  0","  0"
"122","gap 18","0","100","100","100"
"59","chr18_3698100"," 3698000","312"," 94"," 16"
"60","chr18_3698200"," 3698100","314"," 86"," 26"
"61","chr18_3698300"," 3698200","294"," 65"," 15"
"123","gap 19","0","100","100","100"
"63","chr18_3701900"," 3701800","159"," 32","  2"
"64","chr18_3702000"," 3701900","226"," 49"," 12"
"65","chr18_3702100"," 3702000","222"," 32","  5"
"124","gap 20","0","100","100","100"
"67","chr18_3723100"," 3723000"," 52","  7","  0"
"68","chr18_3723200"," 3723100"," 25","  0","  0"
"125","gap 21","0","100","100","100"
"70","chr18_3723900"," 3723800"," 14","  2","  0"
"71","chr18_3724000"," 3723900","208"," 30","  0"
"126","gap 22","0","100","100","100"
"73","chr18_3737200"," 3737100"," 59"," 55"," 23"
"74","chr18_3737300"," 3737200"," 11","  9","  1"
"127","gap 23","0","100","100","100"
"76","chr18_3773900"," 3773800","172"," 44","  8"
"77","chr18_3774000"," 3773900","240"," 57"," 15"
"128","gap 24","0","100","100","100"
"79","chr18_3785600"," 3785500","271"," 14","  0"
"80","chr18_3785700"," 3785600","198","  3","  0"
"129","gap 25","0","100","100","100"
"82","chr18_3873900"," 3873800"," 33","  7","  0"
"83","chr18_3874000"," 3873900"," 18","  0","  0"
"130","gap 26","0","100","100","100"
"85","chr18_3875000"," 3874900"," 18","  0","  0"
"86","chr18_3875100"," 3875000","120"," 15","  0"
"132","gap 27","0","100","100","100"
"88","chr18_3970800"," 3970700","190"," 30","114"
"89","chr18_3970900"," 3970800","250"," 57","118"
"133","gap 28","0","100","100","100"
"91","chr18_4010200"," 4010100","223"," 13","  0"
"92","chr18_4010300"," 4010200","162","  4","  0"
"134","gap 29","0","100","100","100"
"94","chr18_4013200"," 4013100"," 78","  2","  0"
"95","chr18_4013300"," 4013200","135","  0","  0"
"135","gap 30","0","100","100","100"
"97","chr18_4053500"," 4053400","247"," 48","  4"
"98","chr18_4053600"," 4053500","234"," 41","  5"
"136","gap 31","0","100","100","100"
"100","chr18_4151400"," 4151300","253"," 44","  8"
"101","chr18_4151500"," 4151400","167"," 48","  4"
"137","gap 32","0","100","100","100"
"103","chr18_4222800"," 4222700","159","  3","  0"
"104","chr18_4222900"," 4222800","107","  0","  0"
"138","gap 33","0","100","100","100"
"106","chr18_4293800"," 4293700"," 67","  4","  0"
"107","chr18_4293900"," 4293800"," 83","  0","  0"
"139","gap 34","0","100","100","100"
"109","chr18_4297400"," 4297300","274"," 29","  7"
"1101","chr18_4297500"," 4297400","318"," 39"," 16"
"140","gap 35","0","100","100","100"
"1121","chr18_4384200"," 4384100","159"," 47","  4"
"1131","chr18_4384300"," 4384200"," 19","  4","  0"
"1141","chr18_4384400"," 4384300","121"," 41","  0"
"141","gap 36","0","100","100","100"
"1161","chr18_4474300"," 4474200","130","  0","  0"
"1171","chr18_4474400"," 4474300","138","  0","  0"
